train_dataset,context_id,benchmark,variant,actual,L,g,g_global_gain,g_variant_gain,g_context_gain,g_shrink_gain,g_benchsim_gain,g_profilesim_gain,gain_global,gain_variant,gain_context,gain_shrink,gain_benchsim,gain_profilesim
flyingthings,flyingthings|catspp|False|False,flyingthings,catspp|False|False,76.3251,55.625325,0.2836117670061189,0.6454845088669282,0.5528262150981937,2.836117670061189,2.0750205184068573,1.737651534348418,2.819702255680232,2.275944033214256,1.9492358195640966,10.0,7.3164119398546985,6.126866852851449,9.942120122326932
flyingthings,flyingthings|catspp|False|True,flyingthings,catspp|False|True,76.5009,56.74702,0.2836117670061189,0.6454845088669282,0.5686083113254308,2.836117670061189,2.0802812171492695,1.8685751969675877,2.822162498946175,2.275944033214256,2.0048826511248494,10.0,7.334960883708282,6.58849672103793,9.950794809177602
flyingthings,flyingthings|catspp|True|False,flyingthings,catspp|True|False,85.2977,79.41964,0.29872006995637956,0.6798701608185672,0.6765427286931815,2.987200699563796,2.2169813759402577,2.3058285797963873,0.5554262171863363,2.275944033214256,2.2648050691470893,10.0,7.421601689715696,7.719027985408195,1.8593535321126635
flyingthings,flyingthings|catspp|True|True,flyingthings,catspp|True|True,85.2894,79.561265,0.29872006995637956,0.6798701608185672,0.6038691789255507,2.987200699563796,2.1927568593510474,2.301695784071273,0.4074249809032117,2.275944033214256,2.021521952019261,10.0,7.340507317339753,7.705192973499829,1.363902267975184
flyingthings,flyingthings|glunet|False|False,flyingthings,glunet|False|False,79.5401,56.819900000000004,0.2836117670061189,0.6454845088669282,0.5789147108346009,2.836117670061189,2.083716683652326,1.875750063835637,2.822330003648579,2.275944033214256,2.041222467409509,10.0,7.34707415580317,6.613794919853124,9.951385421845659
flyingthings,flyingthings|glunet|False|True,flyingthings,glunet|False|True,72.9905,50.307120000000005,0.2836117670061189,0.6454845088669282,0.5330064422375317,2.836117670061189,2.068413927453303,1.7469498634639509,2.8202559101055558,2.275944033214256,1.8793523550312783,10.0,7.293117451677093,6.159652266565726,9.944072278371683
flyingthings,flyingthings|glunet|True|False,flyingthings,glunet|True|False,85.8465,63.903150000000004,0.29872006995637956,0.6798701608185672,1.4177858006663517,2.987200699563796,2.464062399931314,2.71850895767868,0.6100730280157677,2.275944033214256,4.7462020241003,10.0,8.248734008033432,9.100523302889052,2.0422900547152834
flyingthings,flyingthings|glunet|True|True,flyingthings,glunet|True|True,81.4831,66.13371,0.29872006995637956,0.6798701608185672,1.028118430127273,2.987200699563796,2.334173276418288,2.6693631110879905,0.45782973474516275,2.275944033214256,3.4417454116069384,10.0,7.813915137202312,8.936001894609166,1.53263801395071
flyingthings,flyingthings|raft|True|False,flyingthings,raft|True|False,79.60585,48.85495,0.3229427403028446,0.7349996028621203,0.7797898527075018,3.229427403028446,2.3545568493423947,1.918002781903436,3.210017663259344,2.275944033214256,2.4146381243196293,10.0,7.290942187257011,5.939141967101657,9.939897271724083
flyingthings,kitti2012|catspp|False|False,kitti2012,catspp|False|False,94.359,74.50085,8.99823916246727,20.47948873125223,17.53969008848564,14.392533707724384,15.441585834644803,21.620652028323143,15.340994977100086,2.275944033214256,1.9492358195640966,1.5994833486708557,1.7160675056352694,2.4027647674119916,1.7048885565399516
