group,n_obs,n_benchmarks,label_coef,label_pval,label_ci_low,label_ci_high,feature_coef,feature_pval,feature_ci_low,feature_ci_high,aic_full,bic_full,aic_label,bic_label,aic_feature,bic_feature,delta_aic_label,delta_aic_feature
pretrained,440,10,50.88022167375504,3.211156028343626e-35,42.827282519662106,58.93316082784797,3.097653554297677,7.597304889119076e-09,2.04674068971479,4.148566418880564,3080.0931547108166,3100.5270283453783,3109.864156311568,3126.211255219217,3201.678973793012,3218.026072700661,29.771001600751333,121.58581908219548
not_pretrained,240,10,161.7947810498078,8.286936905453618e-87,145.73714472161964,177.85241737799595,0.8772254996614401,0.41252714033051696,-1.2209145984038117,2.975365597726692,1904.1789321471945,1921.5821267639044,1902.848470107144,1916.771025800512,2098.064676456792,2111.98723215016,-1.3304620400504064,193.88574430959738
