group,n_obs,n_benchmarks,label_coef,label_pval,label_ci_low,label_ci_high,feature_coef,feature_pval,feature_ci_low,feature_ci_high,aic_full,bic_full,aic_label,bic_label,aic_feature,bic_feature,delta_aic_label,delta_aic_feature
pretrained,384,8,3.798205572395924,1.592023417877251e-49,3.295018749243704,4.3013923955481435,2.1960295063441575,1.1442380437520965e-06,1.3113248239529147,3.0807341887354003,2286.9811510932955,2306.7343638562343,2307.919229905447,2323.721800115798,2457.6750621317183,2473.4776323420692,20.938078812151616,170.6939110384228
not_pretrained,224,8,15.765840292399957,1.9477351006327624e-79,14.12844612308639,17.403234461713527,4.82454982785358,0.00014529905796653624,2.3354684394040732,7.3136312163030865,1741.2031216776777,1758.261351936953,1753.1482241806243,1766.7948083880444,1950.9733559024248,1964.619940109845,11.945102502946611,209.77023422474713
