space,train_dataset,train_split,eval_dataset,eval_split,train_n_vectors,eval_n_vectors,distance_metric,flow_normalized,mean_nn_eval_to_train_k1,median_nn_eval_to_train_k1,p90_nn_eval_to_train_k1,p95_nn_eval_to_train_k1,mean_nn_train_to_eval_k1,median_nn_train_to_eval_k1,p90_nn_train_to_eval_k1,p95_nn_train_to_eval_k1,eval_covered_by_train_eps0p5px,train_covered_by_eval_eps0p5px,eval_covered_by_train_eps0p75px,train_covered_by_eval_eps0p75px,eval_covered_by_train_eps1px,train_covered_by_eval_eps1px,eval_covered_by_train_eps1p5px,train_covered_by_eval_eps1p5px,eval_covered_by_train_eps2px,train_covered_by_eval_eps2px,eval_covered_by_train_eps3px,train_covered_by_eval_eps3px,eval_covered_by_train_eps4px,train_covered_by_eval_eps4px,eval_covered_by_train_eps6px,train_covered_by_eval_eps6px,eval_covered_by_train_eps8px,train_covered_by_eval_eps8px,eval_covered_by_train_eps12px,train_covered_by_eval_eps12px,eval_covered_by_train_eps16px,train_covered_by_eval_eps16px,eval_covered_by_train_eps24px,train_covered_by_eval_eps24px,eval_covered_by_train_eps32px,train_covered_by_eval_eps32px,eval_covered_by_train_eps48px,train_covered_by_eval_eps48px,eval_covered_by_train_eps64px,train_covered_by_eval_eps64px
flow,synthetic,train,middlebury,val,16000000,98304,sqL2,True,1.8095765881298576e-06,1.0445218094901065e-06,4.204466176815913e-06,6.718769054714356e-06,0.1360110640525818,0.05153202638030052,0.34932607412338257,0.5457483530044556,0.888397216796875,0.002685125,0.975128173828125,0.002685125,1.0,0.008131125,1.0,0.008331375,1.0,0.0138038125,1.0,0.019844125,1.0,0.026167375,1.0,0.039756125,1.0,0.0545211875,1.0,0.0861075625,1.0,0.1202586875,1.0,0.1938175,1.0,0.270086375,1.0,0.4170254375,1.0,0.544409375
flow,synthetic_small_zoom,train,flyingthings,test,16000000,14319616,sqL2,True,inf,3.1536717415292514e-06,3.4028234663852886e+38,3.4028234663852886e+38,3.0184003207978094e-07,7.556285597232204e-10,9.201113648771297e-09,1.621813261465377e-08,0.600724488701373,0.9987313125,0.7981889318819723,0.99899825,0.81753847309872,0.9991694375,0.8286042726285398,0.9993821875,0.8338135603636299,0.9995153125,0.8390943583962028,0.999674375,0.8419459711768807,0.9997683125,0.8455064716819222,0.9998765625,0.8478920803462886,0.9999293125,0.8514421057100973,0.9999745625,0.8539999256963315,0.999994875,0.8575326321599686,0.999999125,0.8598753625795552,0.9999991875,0.8627668507311927,0.99999975,0.8646288420024671,0.9999999375
flow,synthetic_small_zoom,train,kitti2015,val,16000000,408402,sqL2,True,inf,3.352683506818721e-06,3.4028234663852886e+38,3.4028234663852886e+38,0.0010849287500604987,4.638724959704632e-08,1.2921777852170635e-05,0.00022913722204975784,0.5656558978653385,0.872531375,0.7483533381325262,0.89310825,0.7629859795005901,0.90310925,0.7658067296438313,0.9135913125,0.7665657856719604,0.924531,0.7673174959965916,0.93986775,0.7677753781813017,0.951254125,0.7683899687073031,0.969363125,0.7687988795353597,0.9803683125,0.7693791901117036,0.99221875,0.7698542122712425,0.9959786875,0.770370860083937,0.9973214375,0.7707552852336669,0.9975788125,0.7710564590770859,0.9979640625,0.7711690931973888,0.9982405625
flow,synthetic_small_zoom,train,kitti2012,val,16000000,397312,sqL2,True,inf,3.073681455134647e-06,3.4028234663852886e+38,3.4028234663852886e+38,0.001469271956011653,5.521362922422668e-08,0.0007207917515188456,0.0022443439811468124,0.6157830621778351,0.752429625,0.8082413820876289,0.7657601875,0.8181756403028351,0.78222625,0.8190515262564433,0.8005241875,0.8192201594716495,0.8160224375,0.8194139618234536,0.8398288125,0.8195498751610825,0.858580125,0.8197159914626289,0.889771375,0.8198795908505154,0.913509,0.8200708762886598,0.9489430625,0.8201765866623711,0.971755125,0.8202898477770618,0.99198925,0.8203502537048969,0.9965075,0.8203905243234536,0.997592375,0.8204081427190721,0.998011625
flow,synthetic_small_zoom,train,spair,test,16000000,88328,sqL2,True,inf,5.8282828831579536e-05,0.08256781846284868,0.19218889996409388,7.741960871499032e-06,3.0017399694770575e-06,1.2077274732291698e-05,1.516309566795826e-05,0.21122407390634906,0.5720490625,0.3238950276243094,0.81800025,0.3826306493976995,0.9505745625,0.45626528394167193,0.99886475,0.5034643601123087,0.9992539375,0.5588828004709718,0.9995309375,0.5922470790689249,0.9996616875,0.6326872565890771,0.9997760625,0.657050991757993,0.999821625,0.6917512000724572,0.9998675,0.7175640793406395,0.9998903125,0.7580155782990671,0.999918375,0.7898854270446517,0.9999509375,0.8411715424327506,0.99997275,0.8800833257857078,0.9999929375
flow,synthetic_small_zoom,train,pfpascal,test,16000000,2414,sqL2,True,inf,4.073437594342977e-06,0.004881596099585309,0.021481049619615073,0.0004675481759477407,2.3705477360635996e-05,8.396664634346962e-05,0.00011043203994631767,0.4734879867439934,0.10258925,0.6785418392709196,0.234794375,0.731980115990058,0.371606375,0.775890637945319,0.6381236875,0.7937033968516984,0.8267000625,0.8127589063794531,0.9732733125,0.8247721623860812,0.99613125,0.844241922120961,0.9978905,0.8583264291632146,0.998146625,0.8728251864125932,0.998427875,0.891880695940348,0.9985969375,0.9229494614747308,0.998755625,0.9420049710024855,0.9989003125,0.9618889809444905,0.999052375,0.9743164871582436,0.9991670625
flow,synthetic_small_zoom,train,pfwillow,test,16000000,9000,sqL2,True,inf,4.596082817442948e-06,0.005439603375270965,0.026558685861527844,0.0003209747083019465,5.6399148888885975e-06,2.0934268832206726e-05,2.9232818633317947e-05,0.44455555555555554,0.3797478125,0.6213333333333333,0.630911625,0.677,0.815332125,0.7262222222222222,0.9657378125,0.7543333333333333,0.9929349375,0.7871111111111111,0.997785125,0.8026666666666666,0.9981256875,0.8295555555555556,0.9984545625,0.8476666666666667,0.998625,0.8721111111111111,0.9988199375,0.8904444444444445,0.9989309375,0.9158888888888889,0.9990918125,0.9353333333333333,0.9991565,0.9598888888888889,0.9992869375,0.9721111111111111,0.9994051875
flow,synthetic_small_zoom,train,pointodyssey,test,16000000,16000000,sqL2,True,inf,4.76837158203125e-06,3.4028234663852886e+38,3.4028234663852886e+38,0.00046710734022781253,0.0,0.0,0.0,0.430824625,0.99791175,0.5938593125,0.998182125,0.6091505,0.9982988125,0.6119269375,0.998418375,0.6132165,0.9984695,0.614479,0.9985244375,0.615093125,0.998558375,0.615786,0.9986076875,0.61623925,0.9986430625,0.6168980625,0.99869325,0.6173718125,0.9987416875,0.6180418125,0.9988236875,0.6183960625,0.998896625,0.6187145625,0.9990171875,0.6188459375,0.9991371875
flow,synthetic_small_zoom,train,tss,val,16000000,819200,sqL2,True,inf,3.676224196169642e-06,0.0013282961794175202,0.011016298411413997,0.0002890335745178163,4.6811461373863494e-08,1.8553298275492125e-07,2.6319835910726397e-07,0.517899169921875,0.9979344375,0.725234375,0.9982415,0.77181396484375,0.9984015625,0.806820068359375,0.9985635625,0.826099853515625,0.998648875,0.84880859375,0.998746125,0.863245849609375,0.998790125,0.881461181640625,0.998831,0.8933447265625,0.998866,0.911798095703125,0.9989253125,0.924781494140625,0.998971625,0.944459228515625,0.9990554375,0.95719482421875,0.9991376875,0.96912841796875,0.9992900625,0.97379150390625,0.9994018125
flow,synthetic_small_zoom,train,middlebury,val,16000000,98304,sqL2,True,inf,1.1477802672743564e-06,5.891680666536557e-06,3.0240546220736497e-05,0.00843594130128622,0.0029907217249274254,0.015932098031044006,0.02242261730134487,0.8562215169270834,0.007269125,0.9208170572916666,0.007269125,0.93841552734375,0.0228588125,0.9504496256510416,0.024969875,0.9523518880208334,0.04059375,0.9644063313802084,0.063177875,0.967620849609375,0.0931126875,0.976043701171875,0.168876125,0.98004150390625,0.260628125,0.9812418619791666,0.4326058125,0.9812418619791666,0.5755549375,0.9812418619791666,0.777417875,0.9812418619791666,0.8972781875,0.9812418619791666,0.985282125,0.9812418619791666,0.99589125
flow,synthetic_large_zoom,train,flyingthings,test,16000000,14319616,sqL2,True,0.0002906591980718076,2.6261254788551014e-06,6.0781906086049275e-06,7.5940758961223764e-06,6.089674684517377e-07,3.6809235659518436e-09,1.1007601585788507e-07,2.66725947994928e-07,0.7066293537480335,0.9963041875,0.9661472765750143,0.9983455625,0.9916904894656393,0.998942125,0.9944210794479404,0.999355875,0.9951631384528747,0.9995135625,0.9960022670998999,0.999676875,0.9965025598451802,0.999761125,0.9970741533851187,0.9998615625,0.9974183665260298,0.9999235625,0.9978604174860555,0.9999695,0.9981329806609339,0.999986875,0.9985250302801416,0.999992625,0.9988178453947368,0.9999944375,0.9991628965469465,0.999996875,0.9993705138461814,0.9999988125
flow,synthetic_large_zoom,train,kitti2015,val,16000000,408402,sqL2,True,3.3726180390658556e-06,2.684417268028483e-06,6.750851434844665e-06,9.354237590741795e-06,0.003455812344327569,3.0252536475927627e-07,0.002254402032122016,0.011773998849093914,0.6875309131688875,0.6901873125,0.9409699266898791,0.7297714375,0.9986875676416864,0.7511108125,0.9999951028643347,0.7731826875,0.9999975514321673,0.790058625,0.9999975514321673,0.81244925,0.9999975514321673,0.8287145625,0.9999975514321673,0.8540103125,0.9999975514321673,0.872318625,0.9999975514321673,0.8991564375,0.9999975514321673,0.9173941875,1.0,0.941740125,1.0,0.9577555,1.0,0.9778691875,1.0,0.9886295
flow,synthetic_large_zoom,train,kitti2012,val,16000000,397312,sqL2,True,2.996523562615039e-06,2.6039110707642976e-06,5.944581516814651e-06,7.309990883186401e-06,0.005796752870082855,1.2778972404703381e-06,0.010190223343670368,0.029227862134575844,0.7111287854381443,0.5506925,0.9729683472938144,0.57990775,0.9986509342783505,0.603912875,1.0,0.632796375,1.0,0.6546438125,1.0,0.6858193125,1.0,0.7088358125,1.0,0.74570375,1.0,0.773371625,1.0,0.815857875,1.0,0.84757975,1.0,0.8922020625,1.0,0.92146125,1.0,0.9576505,1.0,0.978412
flow,synthetic_large_zoom,train,spair,test,16000000,88328,sqL2,True,0.006223555654287338,4.114102466701297e-06,0.0014431791845709108,0.013794783316552605,8.392629752052017e-06,3.4570693969726562e-06,1.32732093334198e-05,1.699291169643402e-05,0.4703604745946925,0.5294121875,0.6550244543066751,0.7935274375,0.6984874558463907,0.933772625,0.7443732451770673,0.995532625,0.7757562720768046,0.999042875,0.8164115569241917,0.9996150625,0.8409677565437913,0.999717875,0.8717847115297528,0.999799625,0.8891404764061226,0.9998479375,0.9110814237840775,0.9998985625,0.9238180418440358,0.9999243125,0.9410719137759261,0.9999459375,0.9524499592428222,0.9999628125,0.9666243999637714,0.9999795,0.9770288017389729,0.99998475
flow,synthetic_large_zoom,train,pfpascal,test,16000000,2414,sqL2,True,4.876216917182319e-05,2.729568677750649e-06,6.625026480833192e-06,9.317501871919373e-06,0.0004932871670462191,3.329664468765259e-05,0.00016762316226959229,0.00030243396759033203,0.6876553438276719,0.0798826875,0.9403479701739851,0.178440875,0.9772162386081193,0.28845,0.9842584921292461,0.512440875,0.9867439933719967,0.6889543125,0.9896437448218725,0.873165625,0.9913007456503728,0.935489875,0.9946147473073736,0.975104375,0.995857497928749,0.9875506875,0.996271748135874,0.9949715,0.9971002485501242,0.9972549375,0.9983429991714996,0.9984135,0.9987572493786246,0.99882925,1.0,0.9991520625,1.0,0.9992751875
flow,synthetic_large_zoom,train,pfwillow,test,16000000,9000,sqL2,True,5.677023727912456e-05,2.7502080683916574e-06,7.2039556471281685e-06,1.1996804096270337e-05,0.0002568464260548353,9.616371244192123e-06,5.391240119934082e-05,9.383261203765869e-05,0.6777777777777778,0.2684311875,0.9253333333333333,0.4664039375,0.9591111111111111,0.6355394375,0.9698888888888889,0.8314715,0.9768888888888889,0.91397825,0.9836666666666667,0.9686449375,0.9867777777777778,0.9845465625,0.9913333333333333,0.993815375,0.9936666666666667,0.996414375,0.9964444444444445,0.9981875,0.9973333333333333,0.998775625,0.9985555555555555,0.99925125,0.9991111111111111,0.9993536875,0.9996666666666667,0.999470625,1.0,0.9995466875
flow,synthetic_large_zoom,train,pointodyssey,test,16000000,16000000,sqL2,True,3.631153504102258e-06,3.2987304621201474e-06,7.62939453125e-06,8.892031473806128e-06,0.00043029102380387485,0.0,9.5367431640625e-07,2.7130874968861463e-06,0.6189975,0.9609845625,0.9368659375,0.9770770625,0.9988611875,0.98310275,0.9997491875,0.9890009375,0.99982125,0.991710125,0.9999014375,0.9944395625,0.9999393125,0.9957750625,0.999976125,0.9970400625,0.9999876875,0.9975890625,0.999994625,0.998155875,0.9999970625,0.9985053125,1.0,0.9988388125,1.0,0.9990238125,1.0,0.9991910625,1.0,0.9992805
flow,synthetic_large_zoom,train,tss,val,16000000,819200,sqL2,True,0.00011321986676193774,2.8704253054456785e-06,8.607710333308205e-06,4.197582202323239e-05,0.00018680148059502244,7.712362304346243e-08,7.739001830486814e-07,2.0463460259634303e-06,0.65018310546875,0.9681855,0.899615478515625,0.9820433125,0.93484619140625,0.987881125,0.9472802734375,0.9929350625,0.95522705078125,0.995014375,0.966876220703125,0.9966893125,0.974349365234375,0.9973816875,0.98293212890625,0.9979871875,0.987540283203125,0.998298875,0.9924609375,0.998649875,0.994813232421875,0.9988661875,0.99696533203125,0.9991485,0.998052978515625,0.9993385625,0.999375,0.9995266875,0.9999267578125,0.999617625
flow,synthetic_large_zoom,train,middlebury,val,16000000,98304,sqL2,True,1.9873327801178675e-06,1.0246139936498366e-06,4.404587070894194e-06,6.981457840993241e-06,0.033534519374370575,0.00882116798311472,0.09283447265625,0.1469886600971222,0.879974365234375,0.0053418125,0.961883544921875,0.0053418125,0.9769694010416666,0.0166003125,1.0,0.017739625,1.0,0.0290288125,1.0,0.0440101875,1.0,0.0623461875,1.0,0.1053655625,1.0,0.157077,1.0,0.259036375,1.0,0.3508775625,1.0,0.499041375,1.0,0.6107546875,1.0,0.7578235625,1.0,0.846736625
flow,synthetic_random_flipping,train,flyingthings,test,16000000,14319616,sqL2,True,0.00011072418419644237,2.6569348392513348e-06,6.241721393962507e-06,7.767151146254037e-06,0.0003819566045422107,2.9291700798239617e-07,0.00012500434240791947,0.00041541759856045246,0.6981812221780249,0.6795990625,0.9641049732059854,0.7287135625,0.9966573824326015,0.7641876875,0.9991195294622426,0.81740825,0.9992278424225901,0.8558725625,0.9993332921776673,0.9050595625,0.999376798930921,0.9317916875,0.9994225403809711,0.9576665,0.9994564798385654,0.970163625,0.9995083667048055,0.9817824375,0.9995535494806564,0.9871936875,0.9996101152433138,0.9919399375,0.9996501302828232,0.99466125,0.9996974080869208,0.9977144375,0.9997394483204018,0.9991985
flow,synthetic_random_flipping,train,kitti2015,val,16000000,408402,sqL2,True,3.4757279081532033e-06,2.7324731490807608e-06,7.079093393258519e-06,1.01394218745554e-05,0.24807710945606232,0.009843614883720875,0.9347776174545288,1.3705510914325665,0.6763066782239069,0.239594,0.9319714399047997,0.2705805625,0.9971498670427666,0.28929525,1.0,0.3108969375,1.0,0.32623025,1.0,0.3471706875,1.0,0.3622421875,1.0,0.38491775,1.0,0.402453875,1.0,0.4313860625,1.0,0.4549493125,1.0,0.4939815625,1.0,0.526411375,1.0,0.580490125,1.0,0.6245671875
flow,synthetic_random_flipping,train,kitti2012,val,16000000,397312,sqL2,True,3.1707907055533724e-06,2.684092123672599e-06,6.40639900666429e-06,8.010497640498211e-06,0.24409790337085724,0.01908799819648266,0.8978706002235413,1.3154945373535156,0.6897929083440721,0.160518625,0.959973522068299,0.1821926875,0.9973421391752577,0.1983934375,1.0,0.220478375,1.0,0.2368776875,1.0,0.26089125,1.0,0.2789,1.0,0.3082675625,1.0,0.3307568125,1.0,0.366546625,1.0,0.3953981875,1.0,0.4444740625,1.0,0.484499375,1.0,0.5516655,1.0,0.6047439375
flow,synthetic_random_flipping,train,spair,test,16000000,88328,sqL2,True,7.557305252703372e-06,2.5751264729478862e-06,5.666915831170627e-06,6.981766568969759e-06,6.502846372313797e-05,7.420778274536133e-06,7.402896881103516e-05,0.0001723766326904297,0.7283420885789331,0.3237525625,0.9713114754098361,0.5380043125,0.9906598134226973,0.684285375,0.9961280681097726,0.8243834375,0.9976904265917942,0.8841095,0.9987433203514174,0.939251625,0.9991395706910606,0.9634299375,0.9994339280862241,0.9831896875,0.9996150710986323,0.9906180625,0.9997622497962141,0.9966411875,0.9998641427406938,0.9984791875,0.9999320713703469,0.99952275,0.9999433928086224,0.99974725,0.9999660356851734,0.999875125,0.9999773571234489,0.9999466875
flow,synthetic_random_flipping,train,pfpascal,test,16000000,2414,sqL2,True,2.934073336291476e-06,2.5850920337688876e-06,5.625822313959363e-06,7.106280440893897e-06,0.07754696905612946,0.00027458369731903076,0.29042720794677734,0.5344305038452148,0.7178956089478045,0.0279630625,0.9763877381938691,0.060611,0.9991714995857498,0.1022466875,1.0,0.1942835,1.0,0.2819978125,1.0,0.41078975,1.0,0.4859956875,1.0,0.5687365,1.0,0.6126215625,1.0,0.659527125,1.0,0.6874755,1.0,0.722921,1.0,0.747413875,1.0,0.77890625,1.0,0.80448525
flow,synthetic_random_flipping,train,pfwillow,test,16000000,9000,sqL2,True,2.9131988412700593e-06,2.568021500337636e-06,5.649038484989433e-06,6.8570140001611435e-06,0.02219695784151554,7.231533527374268e-05,0.05150556564331055,0.15655303001403809,0.7265555555555555,0.08308725,0.9752222222222222,0.1598070625,0.9982222222222222,0.2426085625,1.0,0.3804899375,1.0,0.475333125,1.0,0.5799003125,1.0,0.636764125,1.0,0.7019008125,1.0,0.74180575,1.0,0.7868093125,1.0,0.8102456875,1.0,0.8393770625,1.0,0.85772125,1.0,0.8856106875,1.0,0.907824875
flow,synthetic_random_flipping,train,pointodyssey,test,16000000,16000000,sqL2,True,3.990104687545681e-06,3.5939656299888156e-06,8.58306884765625e-06,9.779098036233336e-06,0.09410643577575684,2.026986066994141e-06,0.36928653717041016,0.6495561599731445,0.578007125,0.5379185,0.9065190625,0.5829818125,0.979734,0.604529375,1.0,0.6302783125,1.0,0.64395725,1.0,0.6597465625,1.0,0.6691178125,1.0,0.6807606875,1.0,0.688256,1.0,0.6995323125,1.0,0.7090478125,1.0,0.725045125,1.0,0.7394626875,1.0,0.7653156875,1.0,0.7885024375
flow,synthetic_random_flipping,train,tss,val,16000000,819200,sqL2,True,3.2065631785371806e-06,2.5962649488064926e-06,5.809202002637903e-06,7.1228450906346535e-06,0.004970896523445845,1.1626983678070246e-06,0.00018790553440339863,0.007653708104044199,0.71963134765625,0.642202125,0.974476318359375,0.7321634375,0.998797607421875,0.7849825,0.999964599609375,0.84033875,0.9999658203125,0.8679916875,0.99997314453125,0.893596875,0.999974365234375,0.904315375,0.9999755859375,0.9145399375,0.999976806640625,0.921296625,0.999981689453125,0.931606625,0.999984130859375,0.9398523125,0.999990234375,0.9521703125,0.999993896484375,0.96144225,0.999998779296875,0.9744483125,1.0,0.982562625
flow,synthetic_random_flipping,train,middlebury,val,16000000,98304,sqL2,True,1.7032679124895367e-06,1.017818817672378e-06,3.5557937735575252e-06,5.2641568117905906e-06,0.47468888759613037,0.14085161685943604,1.5198795795440674,2.113943099975586,0.927734375,0.0018876875,0.9738260904947916,0.0018876875,0.992767333984375,0.005569375,1.0,0.00571675,1.0,0.0093889375,1.0,0.013455,1.0,0.0177183125,1.0,0.026659375,1.0,0.03621425,1.0,0.0567155,1.0,0.0787915625,1.0,0.1259011875,1.0,0.1745495,1.0,0.2697973125,1.0,0.357581375
flow,spair,train,flyingthings,test,371616,14319616,sqL2,True,0.0001218649122165516,1.0308333457942354e-06,3.6487994066192186e-06,4.902664500150422e-06,0.00019947545661125332,7.904471885922248e-07,6.027585732226726e-05,0.0001631609738979023,0.9097654573977403,0.665466503056919,0.9860524891170266,0.7434125548953758,0.995470548930921,0.794659002841643,0.9978400258777889,0.8604877077413243,0.9984464667208953,0.9008142814087661,0.9988686847468535,0.9434550719021786,0.9990432704340675,0.9629752217342633,0.999234616347254,0.9789406268836649,0.9993342000232408,0.985423124946181,0.9994469125429062,0.9912974683544303,0.9995152104637443,0.994182166537501,0.9995900029721467,0.9971153018169293,0.9996263167950873,0.998382739171618,0.9996784131641518,0.9991254413157669,0.9997248529569508,0.9994752647894601
flow,spair,train,kitti2015,val,371616,408402,sqL2,True,1.9361352769919904e-06,1.1021370482922066e-06,4.307262861402706e-06,7.091007364579122e-06,0.17406636476516724,0.03204578906297684,0.541757345199585,0.832633763551712,0.8766093212080254,0.1376474640489107,0.9603160611358417,0.16229387324550074,0.9988173417368181,0.17829695169206924,1.0,0.20034390338413846,1.0,0.2154670412468785,1.0,0.23619542753810385,1.0,0.25207472229398087,1.0,0.27487244897959184,1.0,0.2928157022302592,1.0,0.3224888056488418,1.0,0.34775951519848447,1.0,0.39299707224662017,1.0,0.4352073107724102,1.0,0.5095663265306123,1.0,0.5760462412813226
flow,spair,train,kitti2012,val,371616,397312,sqL2,True,1.5127344568099943e-06,9.83474706117704e-07,3.491597567517602e-06,4.614953854797931e-06,0.1857554167509079,0.045920103788375854,0.5637047588825226,0.851623922586441,0.918932727931701,0.07885021097046413,0.9911077440399485,0.0940083311805735,0.9995998107280928,0.10591040213553776,1.0,0.12329124687849824,1.0,0.13674868681649874,1.0,0.1574367088607595,1.0,0.17383266597778352,1.0,0.20190196331697235,1.0,0.22366636528028933,1.0,0.25926224920347885,1.0,0.2888573150779299,1.0,0.3394202617755963,1.0,0.38449905278567126,1.0,0.46725652286230945,1.0,0.5416020838715233
flow,spair,train,spair,test,371616,88328,sqL2,True,1.781434184522368e-05,1.7997606391872978e-06,1.7442399803258015e-05,3.487253943603715e-05,4.7659290430601686e-05,9.268522262573242e-06,6.443262100219727e-05,0.00012373924255371094,0.6695951453672675,0.31171962455868424,0.8044561181052441,0.47958107293550334,0.8699959242822208,0.6092902350813744,0.9492459922108505,0.82714414879876,0.969737795489539,0.8929540170498579,0.9864935241373064,0.9550988116765694,0.992969386830903,0.97607207439938,0.996920568789059,0.9906301128046155,0.9983583914500498,0.9951670541634375,0.9991622135676116,0.9981647722380091,0.9994792138393261,0.9991711874623267,0.9998754641789693,0.9997039955222595,0.999954714246898,0.999790105915784,0.9999773571234489,0.9999300353052614,0.9999773571234489,0.9999677086024283
flow,spair,train,pfpascal,test,371616,2414,sqL2,True,2.2796898520027753e-06,1.3472611044562655e-06,4.700887939179667e-06,6.587813004443888e-06,0.041262079030275345,0.000637352466583252,0.11225339770317078,0.2511807978153229,0.8475559237779619,0.01646861276156032,0.9693454846727423,0.03634396796693361,0.9908864954432477,0.061445147679324894,0.9979287489643744,0.12094204770515801,0.9995857497928748,0.1840232928614484,0.9995857497928748,0.2940965943339361,1.0,0.374588284680961,1.0,0.4818737621630931,1.0,0.5486066261947817,1.0,0.6273949453199001,1.0,0.6771855894256437,1.0,0.7377158141737707,1.0,0.7779212951003186,1.0,0.8265898131404461,1.0,0.8623767544992681
flow,spair,train,pfwillow,test,371616,9000,sqL2,True,2.1602525066555245e-06,1.3537062386603793e-06,4.686016836785711e-06,6.6315247750025976e-06,0.01547562051564455,0.00015356391668319702,0.02277684211730957,0.08448433876037598,0.8526666666666667,0.05026694221992595,0.9678888888888889,0.10144342547145441,0.9924444444444445,0.15893287694824765,0.9992222222222222,0.2696439335227762,0.9997777777777778,0.362519374838543,1.0,0.48437634547489883,1.0,0.561235253595109,1.0,0.6557952294841988,1.0,0.7131232239731335,1.0,0.779385171790235,1.0,0.8142114440712994,1.0,0.858805864117799,1.0,0.8843160681994316,1.0,0.9171833290278136,1.0,0.9393513734607767
flow,spair,train,pointodyssey,test,371616,16000000,sqL2,True,2.2798033114668215e-06,1.2433138181222603e-06,5.840232006448787e-06,8.75187834026292e-06,0.04927149415016174,8.597337000537664e-06,0.1483539491891861,0.31311333179473877,0.805533375,0.4385898346680444,0.9438805,0.4998762163093085,0.9984115,0.5355339920778438,0.9999784375,0.5747653491776458,0.9999978125,0.5966050977352967,1.0,0.6222283217084302,1.0,0.6377954662877809,1.0,0.6586772367174718,1.0,0.6725033367777491,1.0,0.6924648023766469,1.0,0.7096518987341772,1.0,0.7377104322741755,1.0,0.7622303668302765,1.0,0.8048388659261173,1.0,0.8408034099715835
flow,spair,train,tss,val,371616,819200,sqL2,True,3.006139195349533e-06,1.2495340797613608e-06,4.702654769062064e-06,7.217066126941059e-06,0.011918410658836365,3.298507181170862e-06,0.012527502607554197,0.058778831735253334,0.855416259765625,0.5182473305778007,0.961759033203125,0.617161263239473,0.9833642578125,0.6768842030483079,0.994364013671875,0.7414320158443124,0.997567138671875,0.7754967493326445,0.99929931640625,0.8066687117885128,0.99977294921875,0.8200400413329889,0.99993408203125,0.832811289072591,0.9999609375,0.841661822957031,0.99997314453125,0.8560799319727891,0.9999755859375,0.8681084775682425,0.999984130859375,0.8891490140359941,0.999990234375,0.9070169206923275,0.99999755859375,0.9334312839059674,1.0,0.952009601308878
flow,spair,train,middlebury,val,371616,98304,sqL2,True,9.447923616789922e-07,5.336331696526031e-07,2.3144244323702876e-06,3.1313017871070766e-06,0.42823997139930725,0.2345910668373108,1.1078373789787292,1.520734429359436,0.9731648763020834,0.0010790708688538707,0.9986470540364584,0.0014584947903211918,1.0,0.0017437354688710927,1.0,0.003167247911822957,1.0,0.004017588047877379,1.0,0.006116528890037027,1.0,0.008000193748385431,1.0,0.012647464048910704,1.0,0.017235533453887883,1.0,0.02755801687763713,1.0,0.0388169508309653,1.0,0.06466083268750539,1.0,0.09381189184534573,1.0,0.1577542409368811,1.0,0.22781850081804875
flow,pointodyssey,train,flyingthings,test,16000000,14319616,sqL2,True,0.0021741013042628765,1.2506231605868834e-08,2.2916884034884788e-07,1.0988044323312351e-06,2.0572359815673735e-08,1.4732527697791653e-10,3.5837068868005417e-09,1.3597151671262948e-08,0.9710071834328519,0.9992650625,0.9796229172625858,0.9996675625,0.9839180743394236,0.999815625,0.9880498890473041,0.99992175,0.9899954021113415,0.9999645625,0.9918154229834096,0.999992,0.9925783624365346,0.9999975625,0.9932671378897311,1.0,0.9936454301567863,1.0,0.9941488654444365,1.0,0.9945377026869995,1.0,0.9950547556582523,1.0,0.9955074214280606,1.0,0.9963419410129434,1.0,0.9970798099613845,1.0
flow,pointodyssey,train,kitti2015,val,16000000,408402,sqL2,True,1.4253801339236816e-07,9.40686550876535e-09,9.583347093666816e-08,2.0894374799240686e-07,0.0004884516238234937,3.313344487665404e-09,8.153675139510597e-07,9.26976281334646e-05,0.9971890441280895,0.9234181875,0.9987193990235111,0.9315626875,0.9992899153285243,0.9360505,0.9997208632670751,0.94205575,0.9998579830657048,0.94652825,0.9999706171860079,0.9535718125,0.9999804114573386,0.959053875,0.9999902057286693,0.9675315,0.9999951028643347,0.973661125,0.9999975514321673,0.981416875,0.9999975514321673,0.986474,0.9999975514321673,0.991214625,1.0,0.993785625,1.0,0.9968036875,1.0,0.9979925
flow,pointodyssey,train,kitti2012,val,16000000,397312,sqL2,True,2.8803002649624432e-08,8.264786188760809e-09,5.076847529039697e-08,8.259537658261686e-08,0.0009510699892416596,3.259459813165222e-09,1.262531513930296e-05,0.0008851346210576594,0.9998087145618557,0.8874354375,0.9999068741945877,0.896105125,0.9999496617268041,0.9019113125,0.9999798646907216,0.91014575,0.9999899323453608,0.91610725,0.9999924492590206,0.925512,0.9999974830863402,0.932525375,0.9999974830863402,0.943232625,1.0,0.9514428125,1.0,0.9634025,1.0,0.9706624375,1.0,0.9810731875,1.0,0.98788275,1.0,0.993634875,1.0,0.9968545625
