space,train_dataset,train_split,eval_dataset,eval_split,train_n_vectors,eval_n_vectors,train_radius,eval_radius,eval_covered_by_train_qnorm_k1,train_covered_by_eval_qnorm_k1,train_outside_eval_qnorm_k1,eval_covered_by_train_rnorm_k1,train_covered_by_eval_rnorm_k1,train_outside_eval_rnorm_k1,eval_covered_by_train_qnorm_k5,train_covered_by_eval_qnorm_k5,train_outside_eval_qnorm_k5,eval_covered_by_train_rnorm_k5,train_covered_by_eval_rnorm_k5,train_outside_eval_rnorm_k5,mean_nn_eval_to_train_k1,median_nn_eval_to_train_k1,p90_nn_eval_to_train_k1,p95_nn_eval_to_train_k1,mean_nn_train_to_eval_k1,median_nn_train_to_eval_k1,p90_nn_train_to_eval_k1,p95_nn_train_to_eval_k1,mean_nn_eval_to_train_k5,median_nn_eval_to_train_k5,p90_nn_eval_to_train_k5,p95_nn_eval_to_train_k5,mean_nn_train_to_eval_k5,median_nn_train_to_eval_k5,p90_nn_train_to_eval_k5,p95_nn_train_to_eval_k5
joint,imagenet2dwarp,train,kitti2012,val,10240000,397312,0.27276011854410115,0.17376439347863196,0.9895850112757731,0.03658154296875,0.96341845703125,0.9980695272229382,0.0257458984375,0.9742541015625,0.9040174975837629,0.02341669921875,0.97658330078125,0.977063365818299,0.01537822265625,0.98462177734375,0.039036162197589874,0.029309820383787155,0.07751857265830042,0.10258492827415451,854.2064819335938,50.02779006958008,2836.42932128906,4839.960156249996,0.09612808376550674,0.07869331538677216,0.17112598121166234,0.21671201512217497,inf,187.2655029296875,3571.176147460937,5612.724902343743
joint,imagenet2dwarp,train,spair,test,10240000,88328,0.27276011854410115,26.4921875,0.7779186667874287,0.1345716796875,0.8654283203124999,0.5331718141472692,1.0,0.0,0.7592835793859252,5.37109375e-06,0.99999462890625,0.4033488814418984,0.9999990234375,9.765624999769074e-07,1128.508056640625,0.22175145149230957,2471.5572021484413,7430.332543945281,0.7862825989723206,0.66748046875,1.4814453125,1.80859375,1243.7310791015625,0.44208598136901855,2938.5333496093776,8247.191748046867,2.2232720851898193,2.00140380859375,3.51904296875,4.198486328125
joint,imagenet2dwarp,train,pfpascal,test,10240000,2414,0.27276011854410115,256.47680664062483,0.9971002485501242,0.009219140625,0.990780859375,0.93993371996686,0.99548076171875,0.004519238281250004,0.9966859983429992,0.0,1.0,0.8405136702568351,0.9591056640625,0.040894335937500026,7.493932723999023,0.04670833796262741,0.18997163325548203,0.32641132175922377,13.596484184265137,4.31890869140625,27.5419921875,49.138671875,9.27271842956543,0.12390150129795074,0.3635386049747469,0.6198580026626578,61.397193908691406,24.63037109375,127.26518554687482,220.0478515625
joint,imagenet2dwarp,train,pfwillow,test,10240000,9000,0.27276011854410115,85.10312499999995,0.9807777777777777,0.03372900390625,0.96627099609375,0.8998888888888888,0.99578779296875,0.004212207031250026,0.978,5.95703125e-06,0.99999404296875,0.8043333333333333,0.96836318359375,0.031636816406250046,29.88675308227539,0.04625702649354935,0.2733412176370621,0.7001737594604452,4.59581995010376,1.8543701171875,8.4345703125,14.65625,36.222137451171875,0.11491336673498154,0.4978811383247376,1.4317357361316672,18.234006881713867,7.462158203125,36.2919921875,61.53125
joint,imagenet2dwarp,train,tss,val,10240000,819200,0.27276011854410115,1.419775640964508,0.933460693359375,0.55152919921875,0.44847080078125,0.89833984375,0.925837109375,0.07416289062500003,0.926358642578125,0.24943203125,0.75056796875,0.8545458984375,0.8039642578125,0.19603574218749997,348.1770324707031,0.03982492536306381,0.28286206424236293,154.63626708984182,3.1734554767608643,0.23054835200309753,1.1187906026840206,1.982026928663246,379.2405090332031,0.09986165165901184,0.4551058322191238,270.7036911010708,4.799114227294922,0.5486041307449341,2.7495832681655865,6.230209064483628
joint,sintel,train,flyingthings,test,2131968,14319616,0.32066850960254645,0.28736991435289383,0.7935029822028747,0.9956753572286263,0.004324642771373677,0.8120670973299843,0.9949581794848703,0.005041820515129691,0.6152591661675844,0.9863694014169068,0.013630598583093234,0.6440059565843106,0.9840940389349183,0.015905961065081686,46.36750411987305,0.08112138509750366,0.6552169919013977,1.5284176170825958,0.017358487471938133,0.005921408999711275,0.03008036222308874,0.05566068254411212,63.16014099121094,0.18853971362113953,1.468970775604248,3.9795414805412292,0.041087303310632706,0.013971488922834396,0.07315729558467868,0.13132989779114718
joint,sintel,train,kitti2015,val,2131968,408402,0.32066850960254645,0.2810720846056926,0.9000984324268735,0.6104045651717099,0.38959543482829007,0.9179142119774144,0.5789472449867915,0.4210527550132085,0.7205841303421628,0.5493295396553795,0.45067046034462055,0.7524155121669336,0.5147741429514889,0.48522585704851107,0.15558071434497833,0.042932525277137756,0.280877760052681,0.4345254540443414,31.90201759338379,0.19986176490783691,1.4238825440406804,3.757624673843378,0.3597290515899658,0.11297402530908585,0.6956983983516694,1.105037879943847,inf,0.2654375731945038,1.7234531760215759,5.834303617477385
joint,sintel,train,kitti2012,val,2131968,397312,0.32066850960254645,0.17376439347863196,0.9290733730670103,0.6034152482588857,0.3965847517411143,0.9826433634020618,0.4635139927053314,0.5364860072946687,0.7301566527061856,0.5397717038904899,0.4602282961095101,0.884118778189433,0.3751271126020653,0.6248728873979347,0.06413903087377548,0.03358996659517288,0.14368007630109794,0.20521873459219933,62.02565383911133,0.2049281746149063,2.1363641977310186,30.6062022209167,0.16355113685131073,0.08710373938083649,0.3483153581619263,0.48637014329433376,inf,0.27784594893455505,2.982025814056397,54.539204597472924
joint,sintel,train,spair,test,2131968,88328,0.32066850960254645,26.4921875,0.6044855538447604,0.1982318683957733,0.8017681316042267,0.13184947015668871,0.9999863975444284,1.3602455571581906e-05,0.4918825287564532,3.986926633045149e-05,0.9999601307336695,0.04173082148356127,0.9998911803554275,0.00010881964457254423,2148.690673828125,5.934512138366699,6516.305175781253,13539.697119140616,0.6954161524772644,0.6318352222442627,1.248953628540039,1.45880126953125,2529.115234375,29.309402465820312,7867.779101562502,15414.37099609374,1.6241304874420166,1.5281869173049927,2.4304344177246096,2.7450318336486808
joint,sintel,train,pfpascal,test,2131968,2414,0.32066850960254645,256.47680664062483,0.9850869925434963,0.028691800252161382,0.9713081997478387,0.4076222038111019,0.9993831989973583,0.0006168010026417203,0.9751449875724938,0.0,1.0,0.1872410936205468,0.9977584091318443,0.002241590868155674,29.333337783813477,0.45000797510147095,5.632148838043214,21.440466976165748,3.719883441925049,1.8436682224273682,4.275673913955688,5.619842720031736,48.91254425048828,1.1065056324005127,26.619342613220343,83.57689704895012,14.522994041442871,10.04885482788086,13.685494709014893,16.054931640625
joint,sintel,train,pfwillow,test,2131968,9000,0.32066850960254645,85.10312499999995,0.9363333333333334,0.09156985470701248,0.9084301452929875,0.4073333333333333,0.9991270975924592,0.0008729024075407876,0.9046666666666666,5.2064571325648413e-05,0.9999479354286743,0.19133333333333333,0.9976857063520653,0.002314293647934673,175.41204833984375,0.46619221568107605,15.938832950592042,215.51152725219688,1.9290176630020142,0.9552929401397705,2.031078410148621,2.405262959003448,219.82119750976562,1.2160401344299316,75.0495559692385,483.94170684814134,5.411949634552002,2.3872556686401367,3.8452012300491334,5.031198120117182
joint,sintel,train,tss,val,2131968,819200,0.32066850960254645,1.419775640964508,0.800596923828125,0.8829006814361191,0.1170993185638809,0.530919189453125,0.9945576106207973,0.005442389379202717,0.678475341796875,0.6534933920208934,0.3465066079791066,0.272349853515625,0.989791591618636,0.010208408381364054,809.6132202148438,0.28574317693710327,13.256696605682338,3521.7387939452465,5.287873268127441,0.10063789784908295,0.3447409093379975,0.4563257783651349,907.4375,0.6777781844139099,57.91822433471676,4383.540380859329,5.874585151672363,0.23124679923057556,0.6038464725017549,0.7654745310544967
