space,train_dataset,train_split,eval_dataset,eval_split,train_n_centroids,eval_n_centroids,train_total_weight,eval_total_weight,distance_metric,flow_normalized,train_kmeans_k,eval_kmeans_k,self_radius_k,radius_quantile,radius_train,radius_eval,mean_nn_eval_to_train,median_nn_eval_to_train,p90_nn_eval_to_train,p95_nn_eval_to_train,mean_nn_train_to_eval,median_nn_train_to_eval,p90_nn_train_to_eval,p95_nn_train_to_eval,weighted_distances,weighted_radius,radius_neighbor_agg,flow_image_h,flow_image_w
flow,spair,train,kitti2012,val,8192,8192,371616,397312,sqL2,True,8192,8192,1,0.95,0.003222942352294922,3.530830144882202e-05,2.912564174295872e-05,2.6551075279712677e-05,5.632918328046799e-05,6.564753130078316e-05,0.2157861138694099,0.06573502719402313,0.6419203281402588,0.9458316564559937,True,True,kth,512,512
flow,spair,train,spair,test,8192,8192,371616,88328,sqL2,True,8192,8192,1,0.95,0.003222942352294922,0.0030008554458618164,0.0002427391356760813,6.429851055145264e-05,0.00039958953857421875,0.0007891654968261719,0.00024088568709596775,6.787478923797607e-05,0.00041621923446655273,0.0007946491241455078,True,True,kth,512,512
flow,spair,train,pfpascal,test,8192,2414,371616,2414,sqL2,True,8192,2414,1,0.95,0.003222942352294922,0.0010426044464111328,4.580295510996518e-05,3.311969339847565e-05,8.581578731536865e-05,0.00011499226093292236,0.04112431077694008,0.0006344914436340332,0.11081790924072266,0.252213716506958,True,True,kth,512,512
flow,spair,train,pfwillow,test,8192,8192,371616,9000,sqL2,True,8192,8192,1,0.95,0.003222942352294922,0.00035321712493896484,4.5107588812849525e-05,3.4475699067115784e-05,9.059906005859375e-05,0.00012475252151489258,0.015358130842003086,0.00014799833297729492,0.022650480270385742,0.08360099792480469,True,True,kth,512,512
flow,spair,train,pointodyssey,test,8192,8192,371616,16000000,sqL2,True,8192,8192,1,0.95,0.003222942352294922,0.00010276399552822113,3.429312879874533e-05,3.2263866160064936e-05,6.434314127545804e-05,7.190555334091187e-05,0.07713667876363739,0.0032313168048858643,0.24556666612625122,0.4455568790435791,True,True,kth,512,512
flow,spair,train,tss,val,8192,8192,371616,819200,sqL2,True,8192,8192,1,0.95,0.003222942352294922,0.0013315677642822266,5.5981615494968826e-05,3.166496753692627e-05,8.327700197696686e-05,0.00012987852096557617,0.01614211292859703,0.00019291043281555176,0.025576472282409668,0.08720719814300537,True,True,kth,512,512
flow,spair,train,middlebury,val,8192,8192,371616,98304,sqL2,True,8192,8192,1,0.95,0.003222942352294922,1.4901161193847656e-08,3.1822746060209774e-05,2.2831023670732975e-05,6.963999476283789e-05,8.489470928907394e-05,0.428308870567598,0.23496854305267334,1.104655146598816,1.5127238035202026,True,True,kth,512,512
flow,pointodyssey,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.00010897219181060791,0.0006467252969741821,0.0026958224019498463,1.6409903764724731e-06,0.0001286715269088745,0.00049629807472229,1.1365960827846628e-05,1.6212470654863864e-07,3.846362233161926e-06,1.3887882232666016e-05,True,True,kth,512,512
flow,pointodyssey,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.00010897219181060791,0.00010410696268081665,2.707382250432071e-05,1.0933727025985718e-06,3.884732723236084e-05,9.747594594955444e-05,0.0005652278978677475,8.113420335575938e-08,1.3362325262278318e-05,0.0002609747461974621,True,True,kth,512,512
flow,pointodyssey,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.00010897219181060791,3.530830144882202e-05,6.988915786293263e-06,7.970957085490227e-07,1.2867152690887451e-05,2.475827932357788e-05,0.0011067820510791886,8.55579855851829e-08,8.326268289238214e-05,0.0014792638830840588,True,True,kth,512,512
flow,pointodyssey,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.00010897219181060791,0.0030008554458618164,0.06694067037230642,0.002309083938598633,0.2096184492111206,0.4011251926422119,2.0928797925660844e-05,1.5642144717276096e-05,4.6741217374801636e-05,5.985889583826065e-05,True,True,kth,512,512
flow,pointodyssey,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.00010897219181060791,0.0010426044464111328,0.0018785784955283862,9.118020534515381e-05,0.002257049083709717,0.005758613348007202,3.597234458478983e-05,1.5240861102938652e-05,6.724521517753601e-05,9.620240598451346e-05,True,True,kth,512,512
flow,pointodyssey,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.00010897219181060791,0.00035321712493896484,0.0032943558343692227,0.00011901557445526123,0.0031223297119140625,0.007528394460678101,1.1628614437231135e-05,7.89295881986618e-06,1.925951255543623e-05,2.3059546947479248e-05,True,True,kth,512,512
flow,pointodyssey,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.00010897219181060791,0.00010276399552822113,2.1656529237816414e-05,2.5989720597863197e-08,5.3942203521728516e-06,2.204813063144684e-05,3.7205846898735345e-05,4.307366907596588e-09,8.06804746389389e-06,3.456883132457733e-05,True,True,kth,512,512
flow,pointodyssey,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.00010897219181060791,0.0013315677642822266,0.015446555179618264,4.2553991079330444e-05,0.002524927258491516,0.046701014041900635,1.3779907434722261e-05,2.831860911101103e-06,6.39219069853425e-06,8.732546120882034e-06,True,True,kth,512,512
flow,pointodyssey,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.00010897219181060791,1.4901161193847656e-08,3.1998781287493706e-05,3.688037395477295e-06,5.780160427093506e-05,0.000124320387840271,0.005874308568362178,0.000783387862611562,0.00916674081236124,0.023128613829612732,True,True,kth,512,512
flow,sintel,train,flyingthings,test,8192,8192,2131968,14319616,sqL2,True,8192,8192,1,0.95,0.00014781951904296875,0.0006467252969741821,0.0020446424798112694,2.5887275114655495e-06,0.00015604868531227112,0.0007508844137191772,1.7600432892868844e-05,1.7328412127426418e-07,5.140900611877441e-06,1.864694058895111e-05,True,True,kth,512,512
flow,sintel,train,kitti2015,val,8192,8192,2131968,408402,sqL2,True,8192,8192,1,0.95,0.00014781951904296875,0.00010410696268081665,3.407272408487466e-05,1.5050172805786133e-06,4.902482032775879e-05,0.00013577193021774292,0.0008958315967942018,1.1540396371856332e-07,1.1594966053962708e-05,0.00021288497373461723,True,True,kth,512,512
flow,sintel,train,kitti2012,val,8192,8192,2131968,397312,sqL2,True,8192,8192,1,0.95,0.00014781951904296875,3.530830144882202e-05,9.366716858456931e-06,1.0376679711043835e-06,1.6614794731140137e-05,3.15885990858078e-05,0.0018727715910613178,1.0040821507573128e-07,5.333125591278076e-05,0.0013276166282594204,True,True,kth,512,512
flow,sintel,train,spair,test,8192,8192,2131968,88328,sqL2,True,8192,8192,1,0.95,0.00014781951904296875,0.0030008554458618164,0.08105491155392434,0.004611790180206299,0.2570144534111023,0.47125887870788574,2.3192878651761644e-05,1.600168616278097e-05,5.1077455282211304e-05,6.574489816557616e-05,True,True,kth,512,512
flow,sintel,train,pfpascal,test,8192,2414,2131968,2414,sqL2,True,8192,2414,1,0.95,0.00014781951904296875,0.0010426044464111328,0.002621594385532123,0.00011543929576873779,0.004216372966766357,0.009596645832061768,6.500419552447078e-05,2.0165927708148956e-05,7.709115743637085e-05,0.00010984798427671194,True,True,kth,512,512
flow,sintel,train,pfwillow,test,8192,8192,2131968,9000,sqL2,True,8192,8192,1,0.95,0.00014781951904296875,0.00035321712493896484,0.008681016640261078,0.00014697015285491943,0.008877590298652649,0.030799180269241333,2.428618974703397e-05,6.334059435175732e-06,1.9222497940063477e-05,2.4647903046570718e-05,True,True,kth,512,512
flow,sintel,train,pointodyssey,test,8192,8192,2131968,16000000,sqL2,True,8192,8192,1,0.95,0.00014781951904296875,0.00010276399552822113,4.881989581654269e-05,8.66129994392395e-08,8.96397978067398e-06,3.0431896448135376e-05,9.85786962044917e-05,6.935442797839642e-08,1.1176802217960358e-05,4.242546856403351e-05,True,True,kth,512,512
flow,sintel,train,tss,val,8192,8192,2131968,819200,sqL2,True,8192,8192,1,0.95,0.00014781951904296875,0.0013315677642822266,0.027442705900144863,5.1155686378479004e-05,0.007169067859649658,0.15570658445358276,0.00015967940657429715,2.9637012630701065e-06,6.717920769006014e-06,9.177252650260925e-06,True,True,kth,512,512
flow,sintel,train,middlebury,val,8192,8192,2131968,98304,sqL2,True,8192,8192,1,0.95,0.00014781951904296875,1.4901161193847656e-08,0.00011109977325792404,1.7041340470314026e-05,7.906556129455566e-05,0.0007227100431919098,0.008244517165846102,0.0009071704116649926,0.012795203365385532,0.031151164323091507,True,True,kth,512,512
flow,spair_synthetic_30_70,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.001651763916015625,0.0006467252969741821,0.00026922113201209704,6.157206371426582e-06,2.097897231578827e-05,3.6679208278656006e-05,0.0010986177127323836,4.4032931327819824e-05,0.0013364553451538086,0.003632068634033203,True,True,kth,512,512
flow,spair_synthetic_30_70,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.001651763916015625,0.00010410696268081665,8.047351403064744e-06,5.952082574367523e-06,1.6073696315288544e-05,2.1532177925109863e-05,0.035455629237319354,0.00040704384446144104,0.08501425385475159,0.18322047591209412,True,True,kth,512,512
flow,spair_synthetic_30_70,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.001651763916015625,3.530830144882202e-05,6.459142846085372e-06,5.182810127735138e-06,1.3608634617412463e-05,1.6577541828155518e-05,0.048387589245783735,0.0025339098647236824,0.12565049529075623,0.24274319410324097,True,True,kth,512,512
flow,spair_synthetic_30_70,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.001651763916015625,0.0030008554458618164,0.002262624652040634,9.435415267944336e-05,0.0033915042877197266,0.00954282283782959,8.545161129357563e-05,3.6366283893585205e-05,0.00012035667896270752,0.00018614530563354492,True,True,kth,512,512
flow,spair_synthetic_30_70,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.001651763916015625,0.0010426044464111328,5.160623313804008e-05,1.5616416931152344e-05,9.647011756896973e-05,0.0001690983772277832,0.004496805287280631,7.624924182891846e-05,0.0013709664344787598,0.005264103412628174,True,True,kth,512,512
flow,spair_synthetic_30_70,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.001651763916015625,0.00035321712493896484,0.00012760713226574202,1.6165897250175476e-05,0.00012849271297454834,0.0002841949462890625,0.0029551431958352438,2.5033950805664062e-05,0.0004100203514099121,0.001712799072265625,True,True,kth,512,512
flow,spair_synthetic_30_70,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.001651763916015625,0.00010276399552822113,6.966023860533767e-06,4.88990917801857e-06,1.2397611499181949e-05,1.5477649867534637e-05,0.009686049732347487,0.00016819685697555542,0.006423205137252808,0.025990068912506104,True,True,kth,512,512
flow,spair_synthetic_30_70,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.001651763916015625,0.0013315677642822266,0.0008995993106346612,1.2252479791641235e-05,0.0001077502965927124,0.0011929869651794434,0.005172279708466385,1.624971628189087e-05,0.0008526146411895752,0.006183147430419922,True,True,kth,512,512
flow,spair_synthetic_30_70,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.001651763916015625,1.4901161193847656e-08,7.661786762961734e-06,6.010755896568298e-06,1.4275312423706055e-05,1.912936568260193e-05,0.1342042651540211,0.05166322737932205,0.3440203070640564,0.5374277234077454,True,True,kth,512,512
flow,spair_synthetic_50_50,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.0016928315162658691,0.0006467252969741821,0.0002852842682328465,6.244139513000846e-06,2.0217150449752808e-05,3.452599048614502e-05,0.0011049903967053074,4.410743713378906e-05,0.0013414323329925537,0.0034863054752349854,True,True,kth,512,512
flow,spair_synthetic_50_50,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.0016928315162658691,0.00010410696268081665,8.63749561204975e-06,6.411690264940262e-06,1.7538201063871384e-05,2.313312143087387e-05,0.035205049508001775,0.0004223361611366272,0.08606740832328796,0.18282335996627808,True,True,kth,512,512
flow,spair_synthetic_50_50,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.0016928315162658691,3.530830144882202e-05,6.673140448541681e-06,5.490612238645554e-06,1.3638345990329981e-05,1.669083212618716e-05,0.04813511015155517,0.0026768818497657776,0.12688633799552917,0.24281740188598633,True,True,kth,512,512
flow,spair_synthetic_50_50,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.0016928315162658691,0.0030008554458618164,0.0019741539318019127,9.542703628540039e-05,0.0034935474395751953,0.009136676788330078,8.65646342422184e-05,3.72566282749176e-05,0.00011899322271347046,0.00018852949142456055,True,True,kth,512,512
flow,spair_synthetic_50_50,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.0016928315162658691,0.0010426044464111328,5.126614511357623e-05,1.4785677194595337e-05,8.460879325866699e-05,0.00015148520469665527,0.004354010748301938,7.590372115373611e-05,0.0013602077960968018,0.005537271499633789,True,True,kth,512,512
flow,spair_synthetic_50_50,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.0016928315162658691,0.00035321712493896484,0.00013158137181300036,1.6257166862487793e-05,0.00012958049774169922,0.00031638145446777344,0.0026438877878215343,2.5212764739990234e-05,0.0003937184810638428,0.001682281494140625,True,True,kth,512,512
flow,spair_synthetic_50_50,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.0016928315162658691,0.00010276399552822113,7.120563479890052e-06,4.8803303798194975e-06,1.3145501725375652e-05,1.6337959095835686e-05,0.009356118147077278,0.00016973912715911865,0.006380438804626465,0.025837182998657227,True,True,kth,512,512
flow,spair_synthetic_50_50,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.0016928315162658691,0.0013315677642822266,0.0006088040376505799,1.222267746925354e-05,0.00010791420936584473,0.0012111663818359375,0.004566398502834735,1.665949821472168e-05,0.0008862018585205078,0.005777031183242798,True,True,kth,512,512
flow,spair_synthetic_50_50,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.0016928315162658691,1.4901161193847656e-08,8.319311194308435e-06,5.934853106737137e-06,1.8520280718803406e-05,2.291053533554077e-05,0.13377135190515854,0.05178545415401459,0.3459348976612091,0.5315833687782288,True,True,kth,512,512
flow,spair_synthetic_70_30,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.0017412900924682617,0.0006467252969741821,0.00027514214677012766,6.3516199588775635e-06,2.0507723093032837e-05,3.759562969207764e-05,0.00111501801245573,4.470720887184143e-05,0.0014135241508483887,0.0034085512161254883,True,True,kth,512,512
flow,spair_synthetic_70_30,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.0017412900924682617,0.00010410696268081665,8.013255247737052e-06,6.020534783601761e-06,1.6096048057079315e-05,2.063065767288208e-05,0.035527206536765964,0.00042544305324554443,0.08638645708560944,0.18401402235031128,True,True,kth,512,512
flow,spair_synthetic_70_30,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.0017412900924682617,3.530830144882202e-05,6.6855907824635886e-06,5.474314093589783e-06,1.3646320439875126e-05,1.7056241631507874e-05,0.04849016012634356,0.002609953284263611,0.12856274843215942,0.24576348066329956,True,True,kth,512,512
flow,spair_synthetic_70_30,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.0017412900924682617,0.0030008554458618164,0.001562103507905744,9.480118751525879e-05,0.0032892227172851562,0.007705092430114746,9.768743695367164e-05,3.6269426345825195e-05,0.0001223534345626831,0.0001913905143737793,True,True,kth,512,512
flow,spair_synthetic_70_30,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.0017412900924682617,0.0010426044464111328,6.0755070699457035e-05,1.572445034980774e-05,9.143352508544922e-05,0.0001774430274963379,0.004433873192678259,7.607601583003998e-05,0.001340031623840332,0.005493581295013428,True,True,kth,512,512
flow,spair_synthetic_70_30,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.0017412900924682617,0.00035321712493896484,0.00011299067176575287,1.6029924154281616e-05,0.00012511014938354492,0.0002887845039367676,0.00273288059854791,2.5406479835510254e-05,0.00040650367736816406,0.0015777945518493652,True,True,kth,512,512
flow,spair_synthetic_70_30,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.0017412900924682617,0.00010276399552822113,7.2221798244538036e-06,4.980000085197389e-06,1.3000797480344772e-05,1.620129114598967e-05,0.00950188307936989,0.00016773119568824768,0.006396561861038208,0.024898558855056763,True,True,kth,512,512
flow,spair_synthetic_70_30,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.0017412900924682617,0.0013315677642822266,0.00041701510088887784,1.2032687664031982e-05,0.00010940432548522949,0.0011769533157348633,0.004744710312857917,1.632794737815857e-05,0.0008543133735656738,0.005549728870391846,True,True,kth,512,512
flow,spair_synthetic_70_30,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.0017412900924682617,1.4901161193847656e-08,8.381531631111253e-06,6.362795829772949e-06,1.6889534890651703e-05,2.2679567337036133e-05,0.13372304256663192,0.052416056394577026,0.34370526671409607,0.5286179184913635,True,True,kth,512,512
flow,pointodyssey_synthetic_30_70,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.0015826225280761719,0.0006467252969741821,0.00028249968263862067,3.1604431569576263e-06,2.397596836090088e-05,4.729628562927246e-05,0.0008107085970569993,1.7115846276283264e-05,0.0008606910705566406,0.002384871244430542,True,True,kth,512,512
flow,pointodyssey_synthetic_30_70,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.0015826225280761719,0.00010410696268081665,6.0507548823312985e-06,2.169515937566757e-06,1.644715666770935e-05,2.4616718292236328e-05,0.026027463299731643,5.3919851779937744e-05,0.05609200894832611,0.1348092257976532,True,True,kth,512,512
flow,pointodyssey_synthetic_30_70,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.0015826225280761719,3.530830144882202e-05,4.181559843651731e-06,1.991167664527893e-06,1.1109746992588043e-05,1.529604196548462e-05,0.03576224987044397,0.0003353410866111517,0.08951744437217712,0.1862105131149292,True,True,kth,512,512
flow,pointodyssey_synthetic_30_70,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.0015826225280761719,0.0030008554458618164,0.0028019119019245023,0.00011934340000152588,0.004678010940551758,0.011673331260681152,6.699174166629862e-05,2.9474496841430664e-05,0.00010165572166442871,0.00015772879123687744,True,True,kth,512,512
flow,pointodyssey_synthetic_30_70,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.0015826225280761719,0.0010426044464111328,6.866257092393499e-05,1.7862766981124878e-05,0.00011642277240753174,0.0001964271068572998,0.003371133790670996,4.8279762268066406e-05,0.0008041262626647949,0.0030781030654907227,True,True,kth,512,512
flow,pointodyssey_synthetic_30_70,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.0015826225280761719,0.00035321712493896484,0.00018358849010110135,1.957640051841736e-05,0.00015237927436828613,0.00035828351974487305,0.002202497679848898,1.6376376152038574e-05,0.00023405253887176514,0.0008831322193145752,True,True,kth,512,512
flow,pointodyssey_synthetic_30_70,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.0015826225280761719,0.00010276399552822113,3.444072284529387e-06,2.541237336117774e-07,6.989575922489166e-06,1.3233162462711334e-05,0.007188246795640512,4.766881465911865e-05,0.003838449716567993,0.012978285551071167,True,True,kth,512,512
flow,pointodyssey_synthetic_30_70,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.0015826225280761719,0.0013315677642822266,0.000944463756699718,1.3589859008789062e-05,0.00013571977615356445,0.0017180442810058594,0.0036565963353203897,7.802620530128479e-06,0.0004220008850097656,0.0024260282516479492,True,True,kth,512,512
flow,pointodyssey_synthetic_30_70,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.0015826225280761719,1.4901161193847656e-08,9.004573958767045e-06,6.0498714447021484e-06,1.835450530052185e-05,2.4877488613128662e-05,0.10103086523397671,0.024348601698875427,0.2761029601097107,0.4475215971469879,True,True,kth,512,512
flow,pointodyssey_synthetic_50_50,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.0013219118118286133,0.0006467252969741821,0.0002950558967246195,2.6063062250614166e-06,2.6708468794822693e-05,5.5145472288131714e-05,0.0006338730909186804,4.285946488380432e-06,0.0004898011684417725,0.0015140771865844727,True,True,kth,512,512
flow,pointodyssey_synthetic_50_50,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.0013219118118286133,0.00010410696268081665,6.330900913988037e-06,1.6675330698490143e-06,1.7508864402770996e-05,2.6512891054153442e-05,0.019845761346891,7.320195436477661e-06,0.03302883356809616,0.09667980670928955,True,True,kth,512,512
flow,pointodyssey_synthetic_50_50,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.0013219118118286133,3.530830144882202e-05,4.131402018150175e-06,1.4882534742355347e-06,1.1820346117019653e-05,1.7199665307998657e-05,0.027122205044900503,2.0578154362738132e-05,0.06020389497280121,0.13919514417648315,True,True,kth,512,512
flow,pointodyssey_synthetic_50_50,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.0013219118118286133,0.0030008554458618164,0.0031563251253052755,0.0001488327980041504,0.0050095319747924805,0.012554049491882324,6.925996676375058e-05,2.3446744307875633e-05,8.422136306762695e-05,0.0001259446144104004,True,True,kth,512,512
flow,pointodyssey_synthetic_50_50,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.0013219118118286133,0.0010426044464111328,9.913686369119961e-05,2.2195279598236084e-05,0.00014278292655944824,0.00025960803031921387,0.0026340379595606893,3.435206599533558e-05,0.00048370659351348877,0.0016415417194366455,True,True,kth,512,512
flow,pointodyssey_synthetic_50_50,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.0013219118118286133,0.00035321712493896484,0.00017728132412917654,2.3737549781799316e-05,0.00019785761833190918,0.0004328489303588867,0.001797362142010667,1.2613832950592041e-05,0.00014125555753707886,0.000464707612991333,True,True,kth,512,512
flow,pointodyssey_synthetic_50_50,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.0013219118118286133,0.00010276399552822113,3.46492232456938e-06,1.4691613614559174e-07,6.480608135461807e-06,1.3828277587890625e-05,0.0056407073635063275,9.889714419841766e-06,0.002309143543243408,0.007419943809509277,True,True,kth,512,512
flow,pointodyssey_synthetic_50_50,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.0013219118118286133,0.0013315677642822266,0.0010137539358081595,1.5904195606708527e-05,0.00017431378364562988,0.0017269253730773926,0.002951352123069144,4.891306161880493e-06,0.0001983642578125,0.0010741353034973145,True,True,kth,512,512
flow,pointodyssey_synthetic_50_50,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.0013219118118286133,1.4901161193847656e-08,8.364958700823877e-06,4.99282032251358e-06,1.7367303371429443e-05,2.5656074285507202e-05,0.07731196110387611,0.008075570687651634,0.21383465826511383,0.3707040250301361,True,True,kth,512,512
flow,pointodyssey_synthetic_70_30,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.0010645687580108643,0.0006467252969741821,0.0004967031360545561,2.0847655832767487e-06,3.542378544807434e-05,8.016824722290039e-05,0.00041328588591640035,4.4354237616062164e-07,0.00019532442092895508,0.0007831454277038574,True,True,kth,512,512
flow,pointodyssey_synthetic_70_30,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,1,0.95,0.0010645687580108643,0.00010410696268081665,7.043598931842635e-06,1.3419194146990776e-06,1.9537284970283508e-05,3.464147448539734e-05,0.013022865169059355,6.837071850895882e-07,0.010847270488739014,0.055130183696746826,True,True,kth,512,512
flow,pointodyssey_synthetic_70_30,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,1,0.95,0.0010645687580108643,3.530830144882202e-05,4.154391342091735e-06,1.2409873306751251e-06,1.1150725185871124e-05,1.7195940017700195e-05,0.01776366897574409,5.078327376395464e-07,0.026768505573272705,0.08855203539133072,True,True,kth,512,512
flow,pointodyssey_synthetic_70_30,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,1,0.95,0.0010645687580108643,0.0030008554458618164,0.004094363383476166,0.00021238625049591064,0.006448507308959961,0.017089128494262695,4.231150591154082e-05,1.9195606000721455e-05,7.075536996126175e-05,0.00010150903835892677,True,True,kth,512,512
flow,pointodyssey_synthetic_70_30,train,pfpascal,test,8192,2414,16000000,2414,sqL2,True,8192,2414,1,0.95,0.0010645687580108643,0.0010426044464111328,0.0001292813673127617,2.7738511562347412e-05,0.0002184659242630005,0.00040599703788757324,0.001596561331849149,2.460387440805789e-05,0.0002331659197807312,0.0007639229297637939,True,True,kth,512,512
flow,pointodyssey_synthetic_70_30,train,pfwillow,test,8192,8192,16000000,9000,sqL2,True,8192,8192,1,0.95,0.0010645687580108643,0.00035321712493896484,0.00023528409575171989,2.995133399963379e-05,0.00027829408645629883,0.0006296038627624512,0.0010172429175845687,1.109391450881958e-05,7.086247205734253e-05,0.00020742416381835938,True,True,kth,512,512
flow,pointodyssey_synthetic_70_30,train,pointodyssey,test,8192,8192,16000000,16000000,sqL2,True,8192,8192,1,0.95,0.0010645687580108643,0.00010276399552822113,4.07976328544412e-06,7.747439667582512e-08,5.677342414855957e-06,1.329369843006134e-05,0.003547903547292287,4.651956260204315e-07,0.000901833176612854,0.003707319498062134,True,True,kth,512,512
flow,pointodyssey_synthetic_70_30,train,tss,val,8192,8192,16000000,819200,sqL2,True,8192,8192,1,0.95,0.0010645687580108643,0.0013315677642822266,0.0014812577463172614,1.837313175201416e-05,0.00022335350513458252,0.0023481249809265137,0.001575240563924191,3.730826392711606e-06,6.891787052154541e-05,0.0003650188446044922,True,True,kth,512,512
flow,pointodyssey_synthetic_70_30,train,middlebury,val,8192,8192,16000000,98304,sqL2,True,8192,8192,1,0.95,0.0010645687580108643,1.4901161193847656e-08,8.975662931713183e-06,4.589557647705078e-06,2.0481646060943604e-05,3.4071505069732666e-05,0.05114823955516343,0.0016297418624162674,0.13728217780590057,0.272122859954834,True,True,kth,512,512
flow,flyingthings_synthetic_30_70,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,1,0.95,0.0016773045063018799,0.0006467252969741821,0.00024683888918645465,2.076849341392517e-06,2.1710991859436035e-05,4.636496305465698e-05,0.0009037048452808251,1.77919864654541e-05,0.0008331835269927979,0.002405405044555664,True,True,kth,512,512
