space,train_dataset,train_split,eval_dataset,eval_split,epsilon_px,epsilon_norm,epsilon_sq,eval_covered_by_train_weighted,train_covered_by_eval_weighted,train_kmeans_k,eval_kmeans_k
flow,synthetic,train,kitti2015,val,2.0,0.0078125,6.103515625e-05,0.9973971723938668,0.3606525,8192,8192
flow,synthetic,train,kitti2015,val,3.0,0.01171875,0.0001373291015625,0.9995519120866205,0.4243466875,8192,8192
flow,synthetic,train,kitti2015,val,4.0,0.015625,0.000244140625,1.0,0.4647715625,8192,8192
flow,synthetic,train,kitti2015,val,6.0,0.0234375,0.00054931640625,1.0,0.5147988125,8192,8192
flow,synthetic,train,kitti2015,val,8.0,0.03125,0.0009765625,1.0,0.5549488125,8192,8192
flow,synthetic,train,kitti2015,val,12.0,0.046875,0.002197265625,1.0,0.6112194375,8192,8192
flow,synthetic,train,kitti2015,val,16.0,0.0625,0.00390625,1.0,0.649243125,8192,8192
flow,synthetic,train,kitti2015,val,24.0,0.09375,0.0087890625,1.0,0.709821375,8192,8192
flow,synthetic,train,kitti2015,val,32.0,0.125,0.015625,1.0,0.7552098125,8192,8192
flow,synthetic,train,kitti2015,val,48.0,0.1875,0.03515625,1.0,0.822313875,8192,8192
flow,synthetic,train,kitti2015,val,64.0,0.25,0.0625,1.0,0.8711388125,8192,8192
flow,synthetic,train,kitti2012,val,0.5,0.001953125,3.814697265625e-06,0.33943600998711343,0.1136548125,8192,8192
flow,synthetic,train,kitti2012,val,0.75,0.0029296875,8.58306884765625e-06,0.6991231072809279,0.1498876875,8192,8192
flow,synthetic,train,kitti2012,val,1.0,0.00390625,1.52587890625e-05,0.9267829816365979,0.1818264375,8192,8192
flow,synthetic,train,kitti2012,val,1.5,0.005859375,3.4332275390625e-05,0.9980770779639175,0.2177599375,8192,8192
flow,synthetic,train,kitti2012,val,2.0,0.0078125,6.103515625e-05,0.9997885792525774,0.2500065625,8192,8192
flow,synthetic,train,kitti2012,val,3.0,0.01171875,0.0001373291015625,1.0,0.2962763125,8192,8192
flow,synthetic,train,kitti2012,val,4.0,0.015625,0.000244140625,1.0,0.3297346875,8192,8192
flow,synthetic,train,kitti2012,val,6.0,0.0234375,0.00054931640625,1.0,0.384049125,8192,8192
flow,synthetic,train,kitti2012,val,8.0,0.03125,0.0009765625,1.0,0.4219291875,8192,8192
flow,synthetic,train,kitti2012,val,12.0,0.046875,0.002197265625,1.0,0.485510375,8192,8192
flow,synthetic,train,kitti2012,val,16.0,0.0625,0.00390625,1.0,0.535954,8192,8192
flow,synthetic,train,kitti2012,val,24.0,0.09375,0.0087890625,1.0,0.6118706875,8192,8192
flow,synthetic,train,kitti2012,val,32.0,0.125,0.015625,1.0,0.6703515625,8192,8192
flow,synthetic,train,kitti2012,val,48.0,0.1875,0.03515625,1.0,0.759948875,8192,8192
flow,synthetic,train,kitti2012,val,64.0,0.25,0.0625,1.0,0.824004125,8192,8192
flow,synthetic,train,spair,test,0.5,0.001953125,3.814697265625e-06,0.05172765148084413,0.0551525,8192,8192
flow,synthetic,train,spair,test,0.75,0.0029296875,8.58306884765625e-06,0.12053935331944571,0.129535,8192,8192
flow,synthetic,train,spair,test,1.0,0.00390625,1.52587890625e-05,0.19613259668508287,0.2220689375,8192,8192
flow,synthetic,train,spair,test,1.5,0.005859375,3.4332275390625e-05,0.32808395978625127,0.470206375,8192,8192
flow,synthetic,train,spair,test,2.0,0.0078125,6.103515625e-05,0.43250158500135855,0.707339625,8192,8192
flow,synthetic,train,spair,test,3.0,0.01171875,0.0001373291015625,0.5652341273435377,0.9175818125,8192,8192
flow,synthetic,train,spair,test,4.0,0.015625,0.000244140625,0.6498505570147631,0.964005125,8192,8192
flow,synthetic,train,spair,test,6.0,0.0234375,0.00054931640625,0.749105606376234,0.986701,8192,8192
flow,synthetic,train,spair,test,8.0,0.03125,0.0009765625,0.8078865139027263,0.9926383125,8192,8192
flow,synthetic,train,spair,test,12.0,0.046875,0.002197265625,0.8753170002717146,0.99656825,8192,8192
flow,synthetic,train,spair,test,16.0,0.0625,0.00390625,0.9148401412915497,0.9981489375,8192,8192
flow,synthetic,train,spair,test,24.0,0.09375,0.0087890625,0.956310569694774,0.9992918125,8192,8192
flow,synthetic,train,spair,test,32.0,0.125,0.015625,0.976179693868309,0.9996229375,8192,8192
flow,synthetic,train,spair,test,48.0,0.1875,0.03515625,0.9890634906258491,0.9998619375,8192,8192
flow,synthetic,train,spair,test,64.0,0.25,0.0625,0.9944638166832714,1.0,8192,8192
flow,synthetic,train,pfpascal,test,0.5,0.001953125,3.814697265625e-06,0.1507870753935377,0.0457960625,8192,2414
flow,synthetic,train,pfpascal,test,0.75,0.0029296875,8.58306884765625e-06,0.33140016570008285,0.1009843125,8192,2414
flow,synthetic,train,pfpascal,test,1.0,0.00390625,1.52587890625e-05,0.5095277547638773,0.1647105,8192,2414
flow,synthetic,train,pfpascal,test,1.5,0.005859375,3.4332275390625e-05,0.7369511184755593,0.303532,8192,2414
flow,synthetic,train,pfpascal,test,2.0,0.0078125,6.103515625e-05,0.851698425849213,0.4456121875,8192,2414
flow,synthetic,train,pfpascal,test,3.0,0.01171875,0.0001373291015625,0.9444904722452361,0.6346621875,8192,2414
flow,synthetic,train,pfpascal,test,4.0,0.015625,0.000244140625,0.9705882352941176,0.73456,8192,2414
flow,synthetic,train,pfpascal,test,6.0,0.0234375,0.00054931640625,0.9884009942004971,0.830633,8192,2414
flow,synthetic,train,pfpascal,test,8.0,0.03125,0.0009765625,0.9946147473073736,0.8780349375,8192,2414
flow,synthetic,train,pfpascal,test,12.0,0.046875,0.002197265625,0.9979287489643744,0.91800025,8192,2414
flow,synthetic,train,pfpascal,test,16.0,0.0625,0.00390625,0.9983429991714996,0.9359429375,8192,2414
flow,synthetic,train,pfpascal,test,24.0,0.09375,0.0087890625,0.9987572493786246,0.9572011875,8192,2414
flow,synthetic,train,pfpascal,test,32.0,0.125,0.015625,1.0,0.96785375,8192,2414
flow,synthetic,train,pfpascal,test,48.0,0.1875,0.03515625,1.0,0.9785295625,8192,2414
flow,synthetic,train,pfpascal,test,64.0,0.25,0.0625,1.0,0.9843585,8192,2414
flow,synthetic,train,pfwillow,test,0.5,0.001953125,3.814697265625e-06,0.1497777777777778,0.1323521875,8192,8192
flow,synthetic,train,pfwillow,test,0.75,0.0029296875,8.58306884765625e-06,0.3191111111111111,0.2576184375,8192,8192
flow,synthetic,train,pfwillow,test,1.0,0.00390625,1.52587890625e-05,0.48255555555555557,0.3773125625,8192,8192
flow,synthetic,train,pfwillow,test,1.5,0.005859375,3.4332275390625e-05,0.7121111111111111,0.5716421875,8192,8192
flow,synthetic,train,pfwillow,test,2.0,0.0078125,6.103515625e-05,0.8216666666666667,0.6946180625,8192,8192
flow,synthetic,train,pfwillow,test,3.0,0.01171875,0.0001373291015625,0.9103333333333333,0.818918,8192,8192
flow,synthetic,train,pfwillow,test,4.0,0.015625,0.000244140625,0.9452222222222222,0.8699998125,8192,8192
flow,synthetic,train,pfwillow,test,6.0,0.0234375,0.00054931640625,0.9691111111111111,0.91277225,8192,8192
flow,synthetic,train,pfwillow,test,8.0,0.03125,0.0009765625,0.9783333333333334,0.9339223125,8192,8192
flow,synthetic,train,pfwillow,test,12.0,0.046875,0.002197265625,0.9878888888888889,0.9547126875,8192,8192
flow,synthetic,train,pfwillow,test,16.0,0.0625,0.00390625,0.9941111111111111,0.96458275,8192,8192
flow,synthetic,train,pfwillow,test,24.0,0.09375,0.0087890625,0.9993333333333333,0.9748818125,8192,8192
flow,synthetic,train,pfwillow,test,32.0,0.125,0.015625,1.0,0.9807351875,8192,8192
flow,synthetic,train,pfwillow,test,48.0,0.1875,0.03515625,1.0,0.986392125,8192,8192
flow,synthetic,train,pfwillow,test,64.0,0.25,0.0625,1.0,0.9900818125,8192,8192
flow,synthetic,train,pointodyssey,test,0.5,0.001953125,3.814697265625e-06,0.318532,0.1108180625,8192,8192
flow,synthetic,train,pointodyssey,test,0.75,0.0029296875,8.58306884765625e-06,0.6849966875,0.166743125,8192,8192
flow,synthetic,train,pointodyssey,test,1.0,0.00390625,1.52587890625e-05,0.927541,0.2199475625,8192,8192
flow,synthetic,train,pointodyssey,test,1.5,0.005859375,3.4332275390625e-05,0.99145425,0.303390125,8192,8192
flow,synthetic,train,pointodyssey,test,2.0,0.0078125,6.103515625e-05,0.996294125,0.368622,8192,8192
flow,synthetic,train,pointodyssey,test,3.0,0.01171875,0.0001373291015625,0.99902475,0.470215,8192,8192
flow,synthetic,train,pointodyssey,test,4.0,0.015625,0.000244140625,0.99964125,0.550841875,8192,8192
flow,synthetic,train,pointodyssey,test,6.0,0.0234375,0.00054931640625,0.9998563125,0.6609490625,8192,8192
flow,synthetic,train,pointodyssey,test,8.0,0.03125,0.0009765625,1.0,0.729927625,8192,8192
flow,synthetic,train,pointodyssey,test,12.0,0.046875,0.002197265625,1.0,0.81205925,8192,8192
flow,synthetic,train,pointodyssey,test,16.0,0.0625,0.00390625,1.0,0.862877125,8192,8192
flow,synthetic,train,pointodyssey,test,24.0,0.09375,0.0087890625,1.0,0.9134283125,8192,8192
flow,synthetic,train,pointodyssey,test,32.0,0.125,0.015625,1.0,0.9345345625,8192,8192
flow,synthetic,train,pointodyssey,test,48.0,0.1875,0.03515625,1.0,0.954750375,8192,8192
flow,synthetic,train,pointodyssey,test,64.0,0.25,0.0625,1.0,0.9680436875,8192,8192
flow,synthetic,train,tss,val,0.5,0.001953125,3.814697265625e-06,0.1802294921875,0.190706875,8192,8192
flow,synthetic,train,tss,val,0.75,0.0029296875,8.58306884765625e-06,0.38328857421875,0.371408125,8192,8192
flow,synthetic,train,tss,val,1.0,0.00390625,1.52587890625e-05,0.580333251953125,0.4906219375,8192,8192
flow,synthetic,train,tss,val,1.5,0.005859375,3.4332275390625e-05,0.795145263671875,0.629298375,8192,8192
flow,synthetic,train,tss,val,2.0,0.0078125,6.103515625e-05,0.872249755859375,0.7135491875,8192,8192
flow,synthetic,train,tss,val,3.0,0.01171875,0.0001373291015625,0.911785888671875,0.7910175,8192,8192
flow,synthetic,train,tss,val,4.0,0.015625,0.000244140625,0.926248779296875,0.8339015625,8192,8192
flow,synthetic,train,tss,val,6.0,0.0234375,0.00054931640625,0.939813232421875,0.8806844375,8192,8192
flow,synthetic,train,tss,val,8.0,0.03125,0.0009765625,0.948973388671875,0.904528125,8192,8192
flow,synthetic,train,tss,val,12.0,0.046875,0.002197265625,0.961490478515625,0.9306601875,8192,8192
flow,synthetic,train,tss,val,16.0,0.0625,0.00390625,0.97198486328125,0.94257275,8192,8192
flow,synthetic,train,tss,val,24.0,0.09375,0.0087890625,0.9846826171875,0.9551436875,8192,8192
flow,synthetic,train,tss,val,32.0,0.125,0.015625,0.991124267578125,0.9637028125,8192,8192
flow,synthetic,train,tss,val,48.0,0.1875,0.03515625,0.99658203125,0.9756713125,8192,8192
flow,synthetic,train,tss,val,64.0,0.25,0.0625,0.998551025390625,0.9828709375,8192,8192
flow,synthetic,train,middlebury,val,0.5,0.001953125,3.814697265625e-06,0.2510782877604167,0.0028896875,8192,8192
flow,synthetic,train,middlebury,val,0.75,0.0029296875,8.58306884765625e-06,0.65167236328125,0.004636625,8192,8192
flow,synthetic,train,middlebury,val,1.0,0.00390625,1.52587890625e-05,0.8396199544270834,0.005728,8192,8192
flow,synthetic,train,middlebury,val,1.5,0.005859375,3.4332275390625e-05,0.9813435872395834,0.0090546875,8192,8192
flow,synthetic,train,middlebury,val,2.0,0.0078125,6.103515625e-05,0.9950052897135416,0.0106045625,8192,8192
flow,synthetic,train,middlebury,val,3.0,0.01171875,0.0001373291015625,1.0,0.0180590625,8192,8192
flow,synthetic,train,middlebury,val,4.0,0.015625,0.000244140625,1.0,0.02365675,8192,8192
flow,synthetic,train,middlebury,val,6.0,0.0234375,0.00054931640625,1.0,0.0378101875,8192,8192
flow,synthetic,train,middlebury,val,8.0,0.03125,0.0009765625,1.0,0.053049125,8192,8192
flow,synthetic,train,middlebury,val,12.0,0.046875,0.002197265625,1.0,0.0833596875,8192,8192
flow,synthetic,train,middlebury,val,16.0,0.0625,0.00390625,1.0,0.1178636875,8192,8192
flow,synthetic,train,middlebury,val,24.0,0.09375,0.0087890625,1.0,0.1915141875,8192,8192
flow,synthetic,train,middlebury,val,32.0,0.125,0.015625,1.0,0.2677274375,8192,8192
flow,synthetic,train,middlebury,val,48.0,0.1875,0.03515625,1.0,0.4142030625,8192,8192
flow,synthetic,train,middlebury,val,64.0,0.25,0.0625,1.0,0.543563,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,0.5,0.001953125,3.814697265625e-06,0.6432002785549557,0.787213875,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,0.75,0.0029296875,8.58306884765625e-06,0.8257763336670481,0.89982025,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,1.0,0.00390625,1.52587890625e-05,0.8445536528353833,0.95566,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,1.5,0.005859375,3.4332275390625e-05,0.8643765307673055,0.9906883125,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,2.0,0.0078125,6.103515625e-05,0.8767126157572941,0.995772625,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,3.0,0.01171875,0.0001373291015625,0.8953094133250501,0.9971855625,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,4.0,0.015625,0.000244140625,0.9113069093472898,0.99762775,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,6.0,0.0234375,0.00054931640625,0.9340326584176559,0.9980395,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,8.0,0.03125,0.0009765625,0.9482352040725115,0.998274375,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,12.0,0.046875,0.002197265625,0.9668132860545982,0.998670125,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,16.0,0.0625,0.00390625,0.9756290252476044,0.998844875,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,24.0,0.09375,0.0087890625,0.9839004761021525,0.999147375,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,32.0,0.125,0.015625,0.9887128956530677,0.999369375,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,48.0,0.1875,0.03515625,0.9932066614076802,0.999575875,8192,8192
flow,synthetic_small_zoom,train,flyingthings,test,64.0,0.25,0.0625,0.9959797106291118,0.9997209375,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,0.5,0.001953125,3.814697265625e-06,0.6549257839089916,0.663979625,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,0.75,0.0029296875,8.58306884765625e-06,0.8551745584007914,0.763252,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,1.0,0.00390625,1.52587890625e-05,0.9121551804349636,0.8131450625,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,1.5,0.005859375,3.4332275390625e-05,0.9305659619688444,0.8623994375,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,2.0,0.0078125,6.103515625e-05,0.9433352432162428,0.8885333125,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,3.0,0.01171875,0.0001373291015625,0.9600907928952356,0.91964175,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,4.0,0.015625,0.000244140625,0.9716921072864482,0.936615125,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,6.0,0.0234375,0.00054931640625,0.9874951640785304,0.9594705625,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,8.0,0.03125,0.0009765625,0.993790431976337,0.9739356875,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,12.0,0.046875,0.002197265625,0.9967066762650526,0.98917225,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,16.0,0.0625,0.00390625,0.9976787576946244,0.994556625,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,24.0,0.09375,0.0087890625,0.9986018677675428,0.997187,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,32.0,0.125,0.015625,0.9991332069872332,0.9974561875,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,48.0,0.1875,0.03515625,0.9996229205537681,0.997896375,8192,8192
flow,synthetic_small_zoom,train,kitti2015,val,64.0,0.25,0.0625,0.9998775716083662,0.9982115625,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,0.5,0.001953125,3.814697265625e-06,0.7527560204574743,0.609048625,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,0.75,0.0029296875,8.58306884765625e-06,0.9697215286726805,0.67604825,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,1.0,0.00390625,1.52587890625e-05,0.9824042566043815,0.7126279375,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,1.5,0.005859375,3.4332275390625e-05,0.9898341857280928,0.7498268125,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,2.0,0.0078125,6.103515625e-05,0.9924920465528351,0.7754384375,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,3.0,0.01171875,0.0001373291015625,0.9953437097293815,0.8077159375,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,4.0,0.015625,0.000244140625,0.9964410840850515,0.8309820625,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,6.0,0.0234375,0.00054931640625,0.9978606233891752,0.8680081875,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,8.0,0.03125,0.0009765625,0.9986710695876289,0.8970365,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,12.0,0.046875,0.002197265625,0.9991618677512887,0.9381778125,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,16.0,0.0625,0.00390625,0.9995293371456185,0.964498,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,24.0,0.09375,0.0087890625,0.9997986469072165,0.9895828125,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,32.0,0.125,0.015625,0.9997986469072165,0.9961695,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,48.0,0.1875,0.03515625,0.9999496617268041,0.997450625,8192,8192
flow,synthetic_small_zoom,train,kitti2012,val,64.0,0.25,0.0625,1.0,0.9978860625,8192,8192
flow,synthetic_small_zoom,train,spair,test,0.5,0.001953125,3.814697265625e-06,0.055101440086948644,0.0796284375,8192,8192
flow,synthetic_small_zoom,train,spair,test,0.75,0.0029296875,8.58306884765625e-06,0.08185399873199892,0.1876855625,8192,8192
flow,synthetic_small_zoom,train,spair,test,1.0,0.00390625,1.52587890625e-05,0.09507743863780455,0.3165761875,8192,8192
flow,synthetic_small_zoom,train,spair,test,1.5,0.005859375,3.4332275390625e-05,0.11521827732995199,0.655372875,8192,8192
flow,synthetic_small_zoom,train,spair,test,2.0,0.0078125,6.103515625e-05,0.13121546961325967,0.90549275,8192,8192
flow,synthetic_small_zoom,train,spair,test,3.0,0.01171875,0.0001373291015625,0.16511185581016213,0.9986005,8192,8192
flow,synthetic_small_zoom,train,spair,test,4.0,0.015625,0.000244140625,0.20038945747667783,0.9991403125,8192,8192
flow,synthetic_small_zoom,train,spair,test,6.0,0.0234375,0.00054931640625,0.27160130422968937,0.999358125,8192,8192
flow,synthetic_small_zoom,train,spair,test,8.0,0.03125,0.0009765625,0.33515985870845033,0.9995785,8192,8192
flow,synthetic_small_zoom,train,spair,test,12.0,0.046875,0.002197265625,0.44564577483923556,0.999661375,8192,8192
flow,synthetic_small_zoom,train,spair,test,16.0,0.0625,0.00390625,0.5299904899918486,0.9997125625,8192,8192
flow,synthetic_small_zoom,train,spair,test,24.0,0.09375,0.0087890625,0.642752015216013,0.999835125,8192,8192
flow,synthetic_small_zoom,train,spair,test,32.0,0.125,0.015625,0.7107032877456753,0.9998795625,8192,8192
flow,synthetic_small_zoom,train,spair,test,48.0,0.1875,0.03515625,0.7928742867493886,0.999983625,8192,8192
flow,synthetic_small_zoom,train,spair,test,64.0,0.25,0.0625,0.8496512997011141,0.999983625,8192,8192
flow,synthetic_small_zoom,train,pfpascal,test,0.5,0.001953125,3.814697265625e-06,0.2207953603976802,0.1010638125,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,0.75,0.0029296875,8.58306884765625e-06,0.3260149130074565,0.233703625,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,1.0,0.00390625,1.52587890625e-05,0.36743993371996686,0.371663375,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,1.5,0.005859375,3.4332275390625e-05,0.4088649544324772,0.6382936875,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,2.0,0.0078125,6.103515625e-05,0.4490472245236123,0.8267078125,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,3.0,0.01171875,0.0001373291015625,0.5219552609776305,0.973853375,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,4.0,0.015625,0.000244140625,0.5729080364540182,0.996184375,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,6.0,0.0234375,0.00054931640625,0.6512013256006628,0.997876875,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,8.0,0.03125,0.0009765625,0.7232808616404308,0.998211625,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,12.0,0.046875,0.002197265625,0.8061309030654515,0.998457125,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,16.0,0.0625,0.00390625,0.84009942004971,0.998601625,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,24.0,0.09375,0.0087890625,0.8898094449047225,0.998781875,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,32.0,0.125,0.015625,0.9179784589892295,0.9988999375,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,48.0,0.1875,0.03515625,0.9598177299088649,0.9990680625,8192,2414
flow,synthetic_small_zoom,train,pfpascal,test,64.0,0.25,0.0625,0.9772162386081193,0.9991698125,8192,2414
flow,synthetic_small_zoom,train,pfwillow,test,0.5,0.001953125,3.814697265625e-06,0.2328888888888889,0.3791698125,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,0.75,0.0029296875,8.58306884765625e-06,0.3211111111111111,0.62948225,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,1.0,0.00390625,1.52587890625e-05,0.35244444444444445,0.8163804375,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,1.5,0.005859375,3.4332275390625e-05,0.3948888888888889,0.9659821875,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,2.0,0.0078125,6.103515625e-05,0.4256666666666667,0.9928914375,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,3.0,0.01171875,0.0001373291015625,0.481,0.997899125,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,4.0,0.015625,0.000244140625,0.5336666666666666,0.998200625,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,6.0,0.0234375,0.00054931640625,0.618,0.9985045625,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,8.0,0.03125,0.0009765625,0.6866666666666666,0.9986840625,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,12.0,0.046875,0.002197265625,0.779,0.9988219375,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,16.0,0.0625,0.00390625,0.8262222222222222,0.9989320625,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,24.0,0.09375,0.0087890625,0.8875555555555555,0.999135875,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,32.0,0.125,0.015625,0.924,0.999193375,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,48.0,0.1875,0.03515625,0.9618888888888889,0.9992986875,8192,8192
flow,synthetic_small_zoom,train,pfwillow,test,64.0,0.25,0.0625,0.9834444444444445,0.999485625,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,0.5,0.001953125,3.814697265625e-06,0.627960375,0.6801045625,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,0.75,0.0029296875,8.58306884765625e-06,0.9083431875,0.8090818125,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,1.0,0.00390625,1.52587890625e-05,0.9655161875,0.8800924375,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,1.5,0.005859375,3.4332275390625e-05,0.9709465625,0.9531018125,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,2.0,0.0078125,6.103515625e-05,0.9737514375,0.9795979375,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,3.0,0.01171875,0.0001373291015625,0.97886325,0.99276925,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,4.0,0.015625,0.000244140625,0.98288425,0.9958376875,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,6.0,0.0234375,0.00054931640625,0.9875491875,0.9971600625,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,8.0,0.03125,0.0009765625,0.990838125,0.997554125,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,12.0,0.046875,0.002197265625,0.99507725,0.997973375,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,16.0,0.0625,0.00390625,0.99685225,0.99828225,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,24.0,0.09375,0.0087890625,0.998331125,0.9985071875,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,32.0,0.125,0.015625,0.9991486875,0.9986721875,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,48.0,0.1875,0.03515625,0.9996720625,0.9988218125,8192,8192
flow,synthetic_small_zoom,train,pointodyssey,test,64.0,0.25,0.0625,0.999899875,0.9989631875,8192,8192
flow,synthetic_small_zoom,train,tss,val,0.5,0.001953125,3.814697265625e-06,0.322303466796875,0.5740285625,8192,8192
flow,synthetic_small_zoom,train,tss,val,0.75,0.0029296875,8.58306884765625e-06,0.446722412109375,0.9121204375,8192,8192
flow,synthetic_small_zoom,train,tss,val,1.0,0.00390625,1.52587890625e-05,0.490264892578125,0.9840726875,8192,8192
flow,synthetic_small_zoom,train,tss,val,1.5,0.005859375,3.4332275390625e-05,0.54314453125,0.996360125,8192,8192
flow,synthetic_small_zoom,train,tss,val,2.0,0.0078125,6.103515625e-05,0.577271728515625,0.997240375,8192,8192
flow,synthetic_small_zoom,train,tss,val,3.0,0.01171875,0.0001373291015625,0.63261474609375,0.9976425,8192,8192
flow,synthetic_small_zoom,train,tss,val,4.0,0.015625,0.000244140625,0.6753173828125,0.997965125,8192,8192
flow,synthetic_small_zoom,train,tss,val,6.0,0.0234375,0.00054931640625,0.745194091796875,0.9982741875,8192,8192
flow,synthetic_small_zoom,train,tss,val,8.0,0.03125,0.0009765625,0.7933642578125,0.9984101875,8192,8192
flow,synthetic_small_zoom,train,tss,val,12.0,0.046875,0.002197265625,0.85330810546875,0.998712625,8192,8192
flow,synthetic_small_zoom,train,tss,val,16.0,0.0625,0.00390625,0.88334716796875,0.9988255,8192,8192
flow,synthetic_small_zoom,train,tss,val,24.0,0.09375,0.0087890625,0.92236572265625,0.998929375,8192,8192
flow,synthetic_small_zoom,train,tss,val,32.0,0.125,0.015625,0.94941162109375,0.999009375,8192,8192
flow,synthetic_small_zoom,train,tss,val,48.0,0.1875,0.03515625,0.975762939453125,0.999101375,8192,8192
flow,synthetic_small_zoom,train,tss,val,64.0,0.25,0.0625,0.9879541015625,0.999255875,8192,8192
flow,synthetic_small_zoom,train,middlebury,val,0.5,0.001953125,3.814697265625e-06,0.7739156087239584,0.0073335625,8192,8192
flow,synthetic_small_zoom,train,middlebury,val,0.75,0.0029296875,8.58306884765625e-06,0.8354593912760416,0.0074049375,8192,8192
flow,synthetic_small_zoom,train,middlebury,val,1.0,0.00390625,1.52587890625e-05,0.868377685546875,0.01737575,8192,8192
flow,synthetic_small_zoom,train,middlebury,val,1.5,0.005859375,3.4332275390625e-05,0.906524658203125,0.0250395,8192,8192
