space,train_dataset,train_split,eval_dataset,eval_split,direction,epsilon_px,epsilon_norm,epsilon_sq,coverage
flow,synthetic_small_zoom,train,pfpascal,test,train_to_eval,8.0,0.03125,0.0009765625,0.998146625
flow,synthetic_small_zoom,train,pfpascal,test,eval_to_train,12.0,0.046875,0.002197265625,0.8728251864125932
flow,synthetic_small_zoom,train,pfpascal,test,train_to_eval,12.0,0.046875,0.002197265625,0.998427875
flow,synthetic_small_zoom,train,pfpascal,test,eval_to_train,16.0,0.0625,0.00390625,0.891880695940348
flow,synthetic_small_zoom,train,pfpascal,test,train_to_eval,16.0,0.0625,0.00390625,0.9985969375
flow,synthetic_small_zoom,train,pfpascal,test,eval_to_train,24.0,0.09375,0.0087890625,0.9229494614747308
flow,synthetic_small_zoom,train,pfpascal,test,train_to_eval,24.0,0.09375,0.0087890625,0.998755625
flow,synthetic_small_zoom,train,pfpascal,test,eval_to_train,32.0,0.125,0.015625,0.9420049710024855
flow,synthetic_small_zoom,train,pfpascal,test,train_to_eval,32.0,0.125,0.015625,0.9989003125
flow,synthetic_small_zoom,train,pfpascal,test,eval_to_train,48.0,0.1875,0.03515625,0.9618889809444905
flow,synthetic_small_zoom,train,pfpascal,test,train_to_eval,48.0,0.1875,0.03515625,0.999052375
flow,synthetic_small_zoom,train,pfpascal,test,eval_to_train,64.0,0.25,0.0625,0.9743164871582436
flow,synthetic_small_zoom,train,pfpascal,test,train_to_eval,64.0,0.25,0.0625,0.9991670625
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,0.5,0.001953125,3.814697265625e-06,0.44455555555555554
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,0.5,0.001953125,3.814697265625e-06,0.3797478125
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,0.75,0.0029296875,8.58306884765625e-06,0.6213333333333333
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,0.75,0.0029296875,8.58306884765625e-06,0.630911625
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,1.0,0.00390625,1.52587890625e-05,0.677
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,1.0,0.00390625,1.52587890625e-05,0.815332125
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,1.5,0.005859375,3.4332275390625e-05,0.7262222222222222
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,1.5,0.005859375,3.4332275390625e-05,0.9657378125
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,2.0,0.0078125,6.103515625e-05,0.7543333333333333
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,2.0,0.0078125,6.103515625e-05,0.9929349375
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,3.0,0.01171875,0.0001373291015625,0.7871111111111111
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,3.0,0.01171875,0.0001373291015625,0.997785125
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,4.0,0.015625,0.000244140625,0.8026666666666666
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,4.0,0.015625,0.000244140625,0.9981256875
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,6.0,0.0234375,0.00054931640625,0.8295555555555556
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,6.0,0.0234375,0.00054931640625,0.9984545625
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,8.0,0.03125,0.0009765625,0.8476666666666667
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,8.0,0.03125,0.0009765625,0.998625
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,12.0,0.046875,0.002197265625,0.8721111111111111
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,12.0,0.046875,0.002197265625,0.9988199375
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,16.0,0.0625,0.00390625,0.8904444444444445
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,16.0,0.0625,0.00390625,0.9989309375
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,24.0,0.09375,0.0087890625,0.9158888888888889
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,24.0,0.09375,0.0087890625,0.9990918125
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,32.0,0.125,0.015625,0.9353333333333333
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,32.0,0.125,0.015625,0.9991565
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,48.0,0.1875,0.03515625,0.9598888888888889
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,48.0,0.1875,0.03515625,0.9992869375
flow,synthetic_small_zoom,train,pfwillow,test,eval_to_train,64.0,0.25,0.0625,0.9721111111111111
flow,synthetic_small_zoom,train,pfwillow,test,train_to_eval,64.0,0.25,0.0625,0.9994051875
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,0.5,0.001953125,3.814697265625e-06,0.430824625
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,0.5,0.001953125,3.814697265625e-06,0.99791175
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,0.75,0.0029296875,8.58306884765625e-06,0.5938593125
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,0.75,0.0029296875,8.58306884765625e-06,0.998182125
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,1.0,0.00390625,1.52587890625e-05,0.6091505
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,1.0,0.00390625,1.52587890625e-05,0.9982988125
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,1.5,0.005859375,3.4332275390625e-05,0.6119269375
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,1.5,0.005859375,3.4332275390625e-05,0.998418375
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,2.0,0.0078125,6.103515625e-05,0.6132165
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,2.0,0.0078125,6.103515625e-05,0.9984695
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,3.0,0.01171875,0.0001373291015625,0.614479
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,3.0,0.01171875,0.0001373291015625,0.9985244375
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,4.0,0.015625,0.000244140625,0.615093125
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,4.0,0.015625,0.000244140625,0.998558375
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,6.0,0.0234375,0.00054931640625,0.615786
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,6.0,0.0234375,0.00054931640625,0.9986076875
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,8.0,0.03125,0.0009765625,0.61623925
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,8.0,0.03125,0.0009765625,0.9986430625
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,12.0,0.046875,0.002197265625,0.6168980625
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,12.0,0.046875,0.002197265625,0.99869325
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,16.0,0.0625,0.00390625,0.6173718125
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,16.0,0.0625,0.00390625,0.9987416875
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,24.0,0.09375,0.0087890625,0.6180418125
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,24.0,0.09375,0.0087890625,0.9988236875
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,32.0,0.125,0.015625,0.6183960625
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,32.0,0.125,0.015625,0.998896625
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,48.0,0.1875,0.03515625,0.6187145625
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,48.0,0.1875,0.03515625,0.9990171875
flow,synthetic_small_zoom,train,pointodyssey,test,eval_to_train,64.0,0.25,0.0625,0.6188459375
flow,synthetic_small_zoom,train,pointodyssey,test,train_to_eval,64.0,0.25,0.0625,0.9991371875
flow,synthetic_small_zoom,train,tss,val,eval_to_train,0.5,0.001953125,3.814697265625e-06,0.517899169921875
flow,synthetic_small_zoom,train,tss,val,train_to_eval,0.5,0.001953125,3.814697265625e-06,0.9979344375
flow,synthetic_small_zoom,train,tss,val,eval_to_train,0.75,0.0029296875,8.58306884765625e-06,0.725234375
flow,synthetic_small_zoom,train,tss,val,train_to_eval,0.75,0.0029296875,8.58306884765625e-06,0.9982415
flow,synthetic_small_zoom,train,tss,val,eval_to_train,1.0,0.00390625,1.52587890625e-05,0.77181396484375
flow,synthetic_small_zoom,train,tss,val,train_to_eval,1.0,0.00390625,1.52587890625e-05,0.9984015625
flow,synthetic_small_zoom,train,tss,val,eval_to_train,1.5,0.005859375,3.4332275390625e-05,0.806820068359375
flow,synthetic_small_zoom,train,tss,val,train_to_eval,1.5,0.005859375,3.4332275390625e-05,0.9985635625
flow,synthetic_small_zoom,train,tss,val,eval_to_train,2.0,0.0078125,6.103515625e-05,0.826099853515625
flow,synthetic_small_zoom,train,tss,val,train_to_eval,2.0,0.0078125,6.103515625e-05,0.998648875
flow,synthetic_small_zoom,train,tss,val,eval_to_train,3.0,0.01171875,0.0001373291015625,0.84880859375
flow,synthetic_small_zoom,train,tss,val,train_to_eval,3.0,0.01171875,0.0001373291015625,0.998746125
flow,synthetic_small_zoom,train,tss,val,eval_to_train,4.0,0.015625,0.000244140625,0.863245849609375
flow,synthetic_small_zoom,train,tss,val,train_to_eval,4.0,0.015625,0.000244140625,0.998790125
flow,synthetic_small_zoom,train,tss,val,eval_to_train,6.0,0.0234375,0.00054931640625,0.881461181640625
flow,synthetic_small_zoom,train,tss,val,train_to_eval,6.0,0.0234375,0.00054931640625,0.998831
flow,synthetic_small_zoom,train,tss,val,eval_to_train,8.0,0.03125,0.0009765625,0.8933447265625
flow,synthetic_small_zoom,train,tss,val,train_to_eval,8.0,0.03125,0.0009765625,0.998866
flow,synthetic_small_zoom,train,tss,val,eval_to_train,12.0,0.046875,0.002197265625,0.911798095703125
flow,synthetic_small_zoom,train,tss,val,train_to_eval,12.0,0.046875,0.002197265625,0.9989253125
flow,synthetic_small_zoom,train,tss,val,eval_to_train,16.0,0.0625,0.00390625,0.924781494140625
flow,synthetic_small_zoom,train,tss,val,train_to_eval,16.0,0.0625,0.00390625,0.998971625
flow,synthetic_small_zoom,train,tss,val,eval_to_train,24.0,0.09375,0.0087890625,0.944459228515625
flow,synthetic_small_zoom,train,tss,val,train_to_eval,24.0,0.09375,0.0087890625,0.9990554375
flow,synthetic_small_zoom,train,tss,val,eval_to_train,32.0,0.125,0.015625,0.95719482421875
flow,synthetic_small_zoom,train,tss,val,train_to_eval,32.0,0.125,0.015625,0.9991376875
flow,synthetic_small_zoom,train,tss,val,eval_to_train,48.0,0.1875,0.03515625,0.96912841796875
flow,synthetic_small_zoom,train,tss,val,train_to_eval,48.0,0.1875,0.03515625,0.9992900625
flow,synthetic_small_zoom,train,tss,val,eval_to_train,64.0,0.25,0.0625,0.97379150390625
flow,synthetic_small_zoom,train,tss,val,train_to_eval,64.0,0.25,0.0625,0.9994018125
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,0.5,0.001953125,3.814697265625e-06,0.8562215169270834
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,0.5,0.001953125,3.814697265625e-06,0.007269125
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,0.75,0.0029296875,8.58306884765625e-06,0.9208170572916666
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,0.75,0.0029296875,8.58306884765625e-06,0.007269125
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,1.0,0.00390625,1.52587890625e-05,0.93841552734375
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,1.0,0.00390625,1.52587890625e-05,0.0228588125
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,1.5,0.005859375,3.4332275390625e-05,0.9504496256510416
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,1.5,0.005859375,3.4332275390625e-05,0.024969875
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,2.0,0.0078125,6.103515625e-05,0.9523518880208334
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,2.0,0.0078125,6.103515625e-05,0.04059375
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,3.0,0.01171875,0.0001373291015625,0.9644063313802084
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,3.0,0.01171875,0.0001373291015625,0.063177875
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,4.0,0.015625,0.000244140625,0.967620849609375
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,4.0,0.015625,0.000244140625,0.0931126875
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,6.0,0.0234375,0.00054931640625,0.976043701171875
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,6.0,0.0234375,0.00054931640625,0.168876125
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,8.0,0.03125,0.0009765625,0.98004150390625
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,8.0,0.03125,0.0009765625,0.260628125
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,12.0,0.046875,0.002197265625,0.9812418619791666
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,12.0,0.046875,0.002197265625,0.4326058125
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,16.0,0.0625,0.00390625,0.9812418619791666
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,16.0,0.0625,0.00390625,0.5755549375
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,24.0,0.09375,0.0087890625,0.9812418619791666
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,24.0,0.09375,0.0087890625,0.777417875
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,32.0,0.125,0.015625,0.9812418619791666
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,32.0,0.125,0.015625,0.8972781875
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,48.0,0.1875,0.03515625,0.9812418619791666
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,48.0,0.1875,0.03515625,0.985282125
flow,synthetic_small_zoom,train,middlebury,val,eval_to_train,64.0,0.25,0.0625,0.9812418619791666
flow,synthetic_small_zoom,train,middlebury,val,train_to_eval,64.0,0.25,0.0625,0.99589125
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,0.5,0.001953125,3.814697265625e-06,0.7066293537480335
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,0.5,0.001953125,3.814697265625e-06,0.9963041875
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,0.75,0.0029296875,8.58306884765625e-06,0.9661472765750143
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,0.75,0.0029296875,8.58306884765625e-06,0.9983455625
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,1.0,0.00390625,1.52587890625e-05,0.9916904894656393
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,1.0,0.00390625,1.52587890625e-05,0.998942125
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,1.5,0.005859375,3.4332275390625e-05,0.9944210794479404
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,1.5,0.005859375,3.4332275390625e-05,0.999355875
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,2.0,0.0078125,6.103515625e-05,0.9951631384528747
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,2.0,0.0078125,6.103515625e-05,0.9995135625
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,3.0,0.01171875,0.0001373291015625,0.9960022670998999
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,3.0,0.01171875,0.0001373291015625,0.999676875
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,4.0,0.015625,0.000244140625,0.9965025598451802
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,4.0,0.015625,0.000244140625,0.999761125
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,6.0,0.0234375,0.00054931640625,0.9970741533851187
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,6.0,0.0234375,0.00054931640625,0.9998615625
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,8.0,0.03125,0.0009765625,0.9974183665260298
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,8.0,0.03125,0.0009765625,0.9999235625
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,12.0,0.046875,0.002197265625,0.9978604174860555
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,12.0,0.046875,0.002197265625,0.9999695
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,16.0,0.0625,0.00390625,0.9981329806609339
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,16.0,0.0625,0.00390625,0.999986875
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,24.0,0.09375,0.0087890625,0.9985250302801416
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,24.0,0.09375,0.0087890625,0.999992625
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,32.0,0.125,0.015625,0.9988178453947368
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,32.0,0.125,0.015625,0.9999944375
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,48.0,0.1875,0.03515625,0.9991628965469465
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,48.0,0.1875,0.03515625,0.999996875
flow,synthetic_large_zoom,train,flyingthings,test,eval_to_train,64.0,0.25,0.0625,0.9993705138461814
flow,synthetic_large_zoom,train,flyingthings,test,train_to_eval,64.0,0.25,0.0625,0.9999988125
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,0.5,0.001953125,3.814697265625e-06,0.6875309131688875
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,0.5,0.001953125,3.814697265625e-06,0.6901873125
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,0.75,0.0029296875,8.58306884765625e-06,0.9409699266898791
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,0.75,0.0029296875,8.58306884765625e-06,0.7297714375
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,1.0,0.00390625,1.52587890625e-05,0.9986875676416864
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,1.0,0.00390625,1.52587890625e-05,0.7511108125
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,1.5,0.005859375,3.4332275390625e-05,0.9999951028643347
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,1.5,0.005859375,3.4332275390625e-05,0.7731826875
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,2.0,0.0078125,6.103515625e-05,0.9999975514321673
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,2.0,0.0078125,6.103515625e-05,0.790058625
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,3.0,0.01171875,0.0001373291015625,0.9999975514321673
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,3.0,0.01171875,0.0001373291015625,0.81244925
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,4.0,0.015625,0.000244140625,0.9999975514321673
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,4.0,0.015625,0.000244140625,0.8287145625
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,6.0,0.0234375,0.00054931640625,0.9999975514321673
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,6.0,0.0234375,0.00054931640625,0.8540103125
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,8.0,0.03125,0.0009765625,0.9999975514321673
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,8.0,0.03125,0.0009765625,0.872318625
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,12.0,0.046875,0.002197265625,0.9999975514321673
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,12.0,0.046875,0.002197265625,0.8991564375
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,16.0,0.0625,0.00390625,0.9999975514321673
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,16.0,0.0625,0.00390625,0.9173941875
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,24.0,0.09375,0.0087890625,1.0
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,24.0,0.09375,0.0087890625,0.941740125
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,32.0,0.125,0.015625,1.0
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,32.0,0.125,0.015625,0.9577555
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,48.0,0.1875,0.03515625,1.0
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,48.0,0.1875,0.03515625,0.9778691875
flow,synthetic_large_zoom,train,kitti2015,val,eval_to_train,64.0,0.25,0.0625,1.0
flow,synthetic_large_zoom,train,kitti2015,val,train_to_eval,64.0,0.25,0.0625,0.9886295
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,0.5,0.001953125,3.814697265625e-06,0.7111287854381443
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,0.5,0.001953125,3.814697265625e-06,0.5506925
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,0.75,0.0029296875,8.58306884765625e-06,0.9729683472938144
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,0.75,0.0029296875,8.58306884765625e-06,0.57990775
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,1.0,0.00390625,1.52587890625e-05,0.9986509342783505
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,1.0,0.00390625,1.52587890625e-05,0.603912875
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,1.5,0.005859375,3.4332275390625e-05,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,1.5,0.005859375,3.4332275390625e-05,0.632796375
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,2.0,0.0078125,6.103515625e-05,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,2.0,0.0078125,6.103515625e-05,0.6546438125
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,3.0,0.01171875,0.0001373291015625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,3.0,0.01171875,0.0001373291015625,0.6858193125
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,4.0,0.015625,0.000244140625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,4.0,0.015625,0.000244140625,0.7088358125
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,6.0,0.0234375,0.00054931640625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,6.0,0.0234375,0.00054931640625,0.74570375
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,8.0,0.03125,0.0009765625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,8.0,0.03125,0.0009765625,0.773371625
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,12.0,0.046875,0.002197265625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,12.0,0.046875,0.002197265625,0.815857875
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,16.0,0.0625,0.00390625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,16.0,0.0625,0.00390625,0.84757975
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,24.0,0.09375,0.0087890625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,24.0,0.09375,0.0087890625,0.8922020625
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,32.0,0.125,0.015625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,32.0,0.125,0.015625,0.92146125
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,48.0,0.1875,0.03515625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,48.0,0.1875,0.03515625,0.9576505
flow,synthetic_large_zoom,train,kitti2012,val,eval_to_train,64.0,0.25,0.0625,1.0
flow,synthetic_large_zoom,train,kitti2012,val,train_to_eval,64.0,0.25,0.0625,0.978412
flow,synthetic_large_zoom,train,spair,test,eval_to_train,0.5,0.001953125,3.814697265625e-06,0.4703604745946925
flow,synthetic_large_zoom,train,spair,test,train_to_eval,0.5,0.001953125,3.814697265625e-06,0.5294121875
flow,synthetic_large_zoom,train,spair,test,eval_to_train,0.75,0.0029296875,8.58306884765625e-06,0.6550244543066751
flow,synthetic_large_zoom,train,spair,test,train_to_eval,0.75,0.0029296875,8.58306884765625e-06,0.7935274375
flow,synthetic_large_zoom,train,spair,test,eval_to_train,1.0,0.00390625,1.52587890625e-05,0.6984874558463907
flow,synthetic_large_zoom,train,spair,test,train_to_eval,1.0,0.00390625,1.52587890625e-05,0.933772625
flow,synthetic_large_zoom,train,spair,test,eval_to_train,1.5,0.005859375,3.4332275390625e-05,0.7443732451770673
flow,synthetic_large_zoom,train,spair,test,train_to_eval,1.5,0.005859375,3.4332275390625e-05,0.995532625
flow,synthetic_large_zoom,train,spair,test,eval_to_train,2.0,0.0078125,6.103515625e-05,0.7757562720768046
flow,synthetic_large_zoom,train,spair,test,train_to_eval,2.0,0.0078125,6.103515625e-05,0.999042875
flow,synthetic_large_zoom,train,spair,test,eval_to_train,3.0,0.01171875,0.0001373291015625,0.8164115569241917
flow,synthetic_large_zoom,train,spair,test,train_to_eval,3.0,0.01171875,0.0001373291015625,0.9996150625
flow,synthetic_large_zoom,train,spair,test,eval_to_train,4.0,0.015625,0.000244140625,0.8409677565437913
flow,synthetic_large_zoom,train,spair,test,train_to_eval,4.0,0.015625,0.000244140625,0.999717875
flow,synthetic_large_zoom,train,spair,test,eval_to_train,6.0,0.0234375,0.00054931640625,0.8717847115297528
flow,synthetic_large_zoom,train,spair,test,train_to_eval,6.0,0.0234375,0.00054931640625,0.999799625
flow,synthetic_large_zoom,train,spair,test,eval_to_train,8.0,0.03125,0.0009765625,0.8891404764061226
flow,synthetic_large_zoom,train,spair,test,train_to_eval,8.0,0.03125,0.0009765625,0.9998479375
flow,synthetic_large_zoom,train,spair,test,eval_to_train,12.0,0.046875,0.002197265625,0.9110814237840775
flow,synthetic_large_zoom,train,spair,test,train_to_eval,12.0,0.046875,0.002197265625,0.9998985625
flow,synthetic_large_zoom,train,spair,test,eval_to_train,16.0,0.0625,0.00390625,0.9238180418440358
flow,synthetic_large_zoom,train,spair,test,train_to_eval,16.0,0.0625,0.00390625,0.9999243125
flow,synthetic_large_zoom,train,spair,test,eval_to_train,24.0,0.09375,0.0087890625,0.9410719137759261
flow,synthetic_large_zoom,train,spair,test,train_to_eval,24.0,0.09375,0.0087890625,0.9999459375
flow,synthetic_large_zoom,train,spair,test,eval_to_train,32.0,0.125,0.015625,0.9524499592428222
flow,synthetic_large_zoom,train,spair,test,train_to_eval,32.0,0.125,0.015625,0.9999628125
flow,synthetic_large_zoom,train,spair,test,eval_to_train,48.0,0.1875,0.03515625,0.9666243999637714
flow,synthetic_large_zoom,train,spair,test,train_to_eval,48.0,0.1875,0.03515625,0.9999795
flow,synthetic_large_zoom,train,spair,test,eval_to_train,64.0,0.25,0.0625,0.9770288017389729
flow,synthetic_large_zoom,train,spair,test,train_to_eval,64.0,0.25,0.0625,0.99998475
flow,synthetic_large_zoom,train,pfpascal,test,eval_to_train,0.5,0.001953125,3.814697265625e-06,0.6876553438276719
flow,synthetic_large_zoom,train,pfpascal,test,train_to_eval,0.5,0.001953125,3.814697265625e-06,0.0798826875
