space,train_dataset,train_split,eval_dataset,eval_split,train_n_centroids,eval_n_centroids,train_total_weight,eval_total_weight,distance_metric,flow_normalized,train_kmeans_k,eval_kmeans_k,mean_nn_eval_to_train_k1,median_nn_eval_to_train_k1,p90_nn_eval_to_train_k1,p95_nn_eval_to_train_k1,mean_nn_train_to_eval_k1,median_nn_train_to_eval_k1,p90_nn_train_to_eval_k1,p95_nn_train_to_eval_k1,eval_covered_by_train_eps0p5px_weighted,train_covered_by_eval_eps0p5px_weighted,eval_covered_by_train_eps0p75px_weighted,train_covered_by_eval_eps0p75px_weighted,eval_covered_by_train_eps1px_weighted,train_covered_by_eval_eps1px_weighted,eval_covered_by_train_eps1p5px_weighted,train_covered_by_eval_eps1p5px_weighted,eval_covered_by_train_eps2px_weighted,train_covered_by_eval_eps2px_weighted,eval_covered_by_train_eps3px_weighted,train_covered_by_eval_eps3px_weighted,eval_covered_by_train_eps4px_weighted,train_covered_by_eval_eps4px_weighted,eval_covered_by_train_eps6px_weighted,train_covered_by_eval_eps6px_weighted,eval_covered_by_train_eps8px_weighted,train_covered_by_eval_eps8px_weighted,eval_covered_by_train_eps12px_weighted,train_covered_by_eval_eps12px_weighted,eval_covered_by_train_eps16px_weighted,train_covered_by_eval_eps16px_weighted,eval_covered_by_train_eps24px_weighted,train_covered_by_eval_eps24px_weighted,eval_covered_by_train_eps32px_weighted,train_covered_by_eval_eps32px_weighted,eval_covered_by_train_eps48px_weighted,train_covered_by_eval_eps48px_weighted,eval_covered_by_train_eps64px_weighted,train_covered_by_eval_eps64px_weighted
flow,imagenet2dwarp,train,kitti2015,val,8192,8192,10240000,408402,sqL2,True,8192,8192,9.28698864299804e-06,8.301050911541097e-06,1.7300830222666267e-05,2.0725850481539963e-05,0.015948325395584106,0.0007487908005714417,0.05142381116747872,0.08831460699439046,0.22296658684335532,0.08943515625,0.5004480879133795,0.1396501953125,0.8472877214117462,0.184625390625,0.9922821141914094,0.247960546875,0.998878555932635,0.29976728515625,0.9998457402265415,0.3728228515625,1.0,0.41527197265625,1.0,0.478110546875,1.0,0.5254626953125,1.0,0.59291962890625,1.0,0.6414369140625,1.0,0.717115234375,1.0,0.77640576171875,1.0,0.86520634765625,1.0,0.9232142578125
flow,imagenet2dwarp,train,kitti2012,val,8192,8192,10240000,397312,sqL2,True,8192,8192,8.666970643389504e-06,8.100574632408097e-06,1.628128811717034e-05,1.8621853087097403e-05,0.026543790474534035,0.003844901919364929,0.08436673209071163,0.13486858382821082,0.23463172519329897,0.0719548828125,0.5325713796713918,0.10006162109375,0.8725510430090206,0.124225,0.9995016510953608,0.1609197265625,0.9999446278994846,0.18878447265625,0.9999798646907216,0.2341611328125,1.0,0.2716779296875,1.0,0.3287228515625,1.0,0.37360537109375,1.0,0.44578427734375,1.0,0.504526953125,1.0,0.60208740234375,1.0,0.67398359375,1.0,0.7871294921875,1.0,0.86465322265625
flow,imagenet2dwarp,train,spair,test,8192,8192,10240000,88328,sqL2,True,8192,8192,0.04606412351131439,8.927285671234131e-05,0.1275145649909974,0.3006889760494231,4.902260479866527e-05,3.691576421260834e-05,0.0001032620668411255,0.00013424158096313475,0.059233765057512905,0.05911455078125,0.12273571234489629,0.12246015625,0.2149827914138212,0.21666201171875,0.3749320713703469,0.4705935546875,0.45933339371433746,0.72328232421875,0.5419119644959696,0.95556953125,0.5890317905986776,0.993446875,0.642706729462911,0.9999318359375,0.6772710805180691,1.0,0.7140204691604022,1.0,0.7330291640249977,1.0,0.7592949008242007,1.0,0.7819604202517888,1.0,0.8218005615433385,1.0,0.8541119463816683,1.0
flow,imagenet2dwarp,train,pfpascal,test,8192,2414,10240000,2414,sqL2,True,8192,2414,0.0005322272190824151,1.3738870620727539e-05,6.757080554962166e-05,0.00017142295837402333,0.00036437553353607655,8.448027074337006e-05,0.0007089167833328253,0.0013109847903251648,0.13545981772990887,0.03851767578125,0.3260149130074565,0.08947626953125,0.5443247721623861,0.1470087890625,0.8019884009942005,0.27707890625,0.8889809444904723,0.41121884765625,0.9411764705882353,0.6258951171875,0.9623032311516155,0.746898046875,0.9747307373653686,0.87969365234375,0.9784589892294946,0.9356591796875,0.9842584921292461,0.977326171875,0.9892294946147473,0.99019677734375,0.9925434962717481,0.99751904296875,0.9950289975144988,0.99922890625,0.9971002485501242,0.99994990234375,0.9975144987572494,1.0
flow,imagenet2dwarp,train,pfwillow,test,8192,8192,10240000,9000,sqL2,True,8192,8192,0.0013385673519223928,1.5401281416416168e-05,0.00010541975498199474,0.0004737466573715205,0.00011185268522240222,2.844724804162979e-05,0.0001986011862754822,0.00037166327238082877,0.12566666666666668,0.11063779296875,0.2862222222222222,0.22322177734375,0.5037777777777778,0.34038876953125,0.7694444444444445,0.553444921875,0.8577777777777778,0.70735654296875,0.9102222222222223,0.8588095703125,0.9322222222222222,0.9228783203125,0.95,0.9733123046875,0.9586666666666667,0.9872732421875,0.9684444444444444,0.9967197265625,0.9718888888888889,0.9984427734375,0.9754444444444444,0.99973046875,0.9794444444444445,0.99997646484375,0.985,1.0,0.9903333333333333,1.0
flow,imagenet2dwarp,train,pointodyssey,test,8192,8192,10240000,16000000,sqL2,True,8192,8192,1.0626496077748016e-05,7.684138836339116e-06,1.5550805255770686e-05,1.81467505171895e-05,0.001358252135105431,0.00024272501468658447,0.0031462267041206388,0.005901113152503966,0.2456,0.0630525390625,0.5741703125,0.10468828125,0.9099705625,0.14573720703125,0.994057125,0.22384794921875,0.9972065,0.2934541015625,0.998723875,0.40494404296875,0.99906875,0.50193046875,0.999731,0.64676044921875,0.999731,0.7430333984375,0.9997960625,0.85828544921875,1.0,0.92224833984375,1.0,0.97494453125,1.0,0.9923513671875,1.0,0.9984841796875,1.0,0.999753515625
flow,imagenet2dwarp,train,tss,val,8192,8192,10240000,819200,sqL2,True,8192,8192,0.01252912636846304,1.2527510989457369e-05,6.788372993469258e-05,0.0175737887620925,0.0003358666435815394,2.171844244003296e-05,0.00030764639377594074,0.0007988780736923214,0.14788330078125,0.1482740234375,0.346041259765625,0.30433544921875,0.593372802734375,0.42885419921875,0.838834228515625,0.60069716796875,0.891083984375,0.71380615234375,0.9116357421875,0.83258291015625,0.917691650390625,0.884474609375,0.92510009765625,0.93548046875,0.930445556640625,0.9610318359375,0.93548095703125,0.98176064453125,0.939229736328125,0.98917314453125,0.942628173828125,0.9950212890625,0.946861572265625,0.997441015625,0.953427734375,0.9996267578125,0.960194091796875,0.99990439453125
flow,imagenet2dwarp,train,middlebury,val,8192,8192,10240000,98304,sqL2,True,8192,8192,8.351154974661767e-06,7.018446922302246e-06,1.755533739924431e-05,2.0392541773617265e-05,0.09990284591913223,0.0615074597299099,0.24875498414039612,0.31879296749830244,0.3386433919270833,0.00277783203125,0.5853678385416666,0.00376884765625,0.848907470703125,0.00432060546875,0.9957275390625,0.00670029296875,1.0,0.0102791015625,1.0,0.01464599609375,1.0,0.01990546875,1.0,0.03062216796875,1.0,0.042488671875,1.0,0.0658728515625,1.0,0.09320927734375,1.0,0.1522365234375,1.0,0.21839248046875,1.0,0.3615013671875,1.0,0.50220654296875
flow,synthetic_2d_warp,train,flyingthings,test,8192,8192,16000000,14319616,sqL2,True,8192,8192,0.0007126193959265947,5.953013896942139e-06,2.147778868675233e-05,3.9098132401704784e-05,0.0016863083001226187,5.3804367780685425e-05,0.0016805589199066205,0.004553827643394469,0.3440595753405678,0.16807775,0.6658031891357981,0.25870725,0.8459721964611342,0.3286165,0.9460493912685927,0.4531729375,0.9706209998927345,0.5516821875,0.9882857193935927,0.679831625,0.9925732645344679,0.7515259375,0.9953025276655464,0.8290470625,0.9959713305161255,0.873058375,0.9976451184165832,0.9270296875,0.9981102845215961,0.9525945,0.9984931160165189,0.9757585,0.9989176385735483,0.986555125,0.9993980285504863,0.9953715,0.9994612984035326,0.99735475
flow,synthetic_2d_warp,train,kitti2015,val,8192,8192,16000000,408402,sqL2,True,8192,8192,7.658652975806035e-06,5.613263056147844e-06,1.565513666719199e-05,2.0782276988029476e-05,0.044303733855485916,0.0005349032580852509,0.10142146646976476,0.21722016632556915,0.3437936151145195,0.131871375,0.6706015151737749,0.193811625,0.8954412564091263,0.2413803125,0.9862610858908625,0.3127211875,0.9967507504860407,0.3652803125,0.9996474062320948,0.4283085,1.0,0.4670348125,1.0,0.520459375,1.0,0.55881625,1.0,0.615530875,1.0,0.65616525,1.0,0.7155911875,1.0,0.759549,1.0,0.8274398125,1.0,0.8746085625
flow,synthetic_2d_warp,train,kitti2012,val,8192,8192,16000000,397312,sqL2,True,8192,8192,6.507815669465344e-06,5.18219576406409e-06,1.3326946645975114e-05,1.6520160716027022e-05,0.0588240921497345,0.0032620318233966827,0.14902009069919595,0.28100533336400974,0.38208259503865977,0.114556875,0.7325980589561856,0.15153625,0.9369638973904639,0.18084475,0.997815318943299,0.2195115,0.9996904196198454,0.2513973125,0.9999798646907216,0.296731625,1.0,0.334710875,1.0,0.385134875,1.0,0.42702325,1.0,0.4883506875,1.0,0.5392695625,1.0,0.615391125,1.0,0.6729334375,1.0,0.7628211875,1.0,0.826591
flow,synthetic_2d_warp,train,spair,test,8192,8192,16000000,88328,sqL2,True,8192,8192,0.002217392437160015,9.447336196899414e-05,0.003608989715576178,0.009655600786209102,0.00012280201190151274,3.864523023366928e-05,0.00013331919908523562,0.0002218484878540039,0.05830540711892039,0.059568875,0.12257721220903904,0.1320018125,0.1978647767412372,0.226162,0.32846888868761887,0.46579525,0.4277465809256408,0.705807375,0.5621546961325967,0.9154084375,0.6457069106059233,0.962329,0.7413504211575038,0.9867731875,0.7990557920478217,0.9932781875,0.8675957793678108,0.9971436875,0.9033828457567249,0.9983443125,0.9475364550312472,0.9992866875,0.9678471152975274,0.9997245625,0.9881351326872566,0.999933625,0.9959129607825378,0.999933625
