dataset1,split1,dataset2,split2,mmd2,mmd,num_vectors1,num_vectors2
synthetic,val,pfwillow,test,0.00037895224522799253,0.019466695796359294,1638400,921600
synthetic,val,flyingthings,test,0.00033606725628487766,0.01833213725360133,1638400,165888
synthetic,val,tss,val,0.00035288953222334385,0.01878535419478014,1638400,409600
synthetic,val,middlebury,val,0.00037521994090639055,0.019370594748390937,1638400,49152
kitti2012,val,kitti2015,val,0.00015232297300826758,0.012341919340534826,198656,204800
kitti2012,val,spair,test,0.00029749388340860605,0.017248010998622595,198656,1638400
kitti2012,val,pfpascal,test,0.00019193431944586337,0.013854036214975886,198656,306176
kitti2012,val,pfwillow,test,0.00032607169123366475,0.018057455281231205,198656,921600
kitti2012,val,flyingthings,test,0.00028936308808624744,0.017010675709278788,198656,165888
kitti2012,val,tss,val,0.00024970417143777013,0.015802030611214817,198656,409600
kitti2012,val,middlebury,val,0.0003307891311123967,0.018187609274239337,198656,49152
kitti2015,val,spair,test,0.00036453516804613173,0.01909280409070736,204800,1638400
kitti2015,val,pfpascal,test,0.00025925907539203763,0.01610152400836758,204800,306176
kitti2015,val,pfwillow,test,0.0003877299022860825,0.019690858343050528,204800,921600
kitti2015,val,flyingthings,test,0.00036252554855309427,0.019040103690712774,204800,165888
kitti2015,val,tss,val,0.0002995156974066049,0.01730652181712446,204800,409600
kitti2015,val,middlebury,val,0.00037598199560306966,0.019390255171169605,204800,49152
spair,test,pfpascal,test,0.0001454864104744047,0.012061774764702111,1638400,306176
spair,test,pfwillow,test,0.00026898528449237347,0.016400770850553748,1638400,921600
spair,test,flyingthings,test,0.00028046569786965847,0.016747110134875762,1638400,165888
spair,test,tss,val,0.0002055473014479503,0.01433692091935888,1638400,409600
spair,test,middlebury,val,0.0003086416982114315,0.017568201336831027,1638400,49152
pfpascal,test,pfwillow,test,0.00016559135110583156,0.012868230302020226,306176,921600
pfpascal,test,flyingthings,test,0.00016826437786221504,0.012971675985092098,306176,165888
pfpascal,test,tss,val,0.00010765820479718968,0.010375847184552676,306176,409600
pfpascal,test,middlebury,val,0.00019733163935597986,0.014047478042551974,306176,49152
pfwillow,test,flyingthings,test,0.00028146689874120057,0.01677697525602278,921600,165888
pfwillow,test,tss,val,0.00022982877271715552,0.015160104640705998,921600,409600
pfwillow,test,middlebury,val,0.00033795140916481614,0.018383454766849897,921600,49152
flyingthings,test,tss,val,0.00023133547801990062,0.015209716566060677,165888,409600
flyingthings,test,middlebury,val,0.00027870008489117026,0.016694312950558052,165888,49152
tss,val,middlebury,val,0.00025160680525004864,0.01586211856121523,409600,49152
