dataset1,split1,dataset2,split2,representation,support_mode,normalization_mode,k,neighbor_agg,self_radius_k,radius_quantile,radius_train,radius_eval,recall,precision,outside,train_to_eval_coverage,eval_to_train_coverage,mean_nn_eval_to_train,median_nn_eval_to_train,p90_nn_eval_to_train,mean_nn_train_to_eval,median_nn_train_to_eval,p90_nn_train_to_eval,kl_method,kl_knn_k,kl_bins,kl_eps,kl_eval_to_train,kl_train_to_eval,n_train_vectors,n_eval_vectors,kl_eval_to_train_hist,kl_train_to_eval_hist
synthetic,train,kitti2012,val,flow,global_radius,train_zscore,1,first,5,0.95,0.06333763152360916,0.0390865797176957,0.9682757731958763,0.022096,0.977904,0.9682757731958763,0.022096,0.029566172510385513,0.02494765818119049,0.04022311829030515,0.9803680181503296,0.7967065572738647,2.027508783340454,knn,20,50,1e-06,4.592863866119117,5.285751467647095,10000000,388000,3.3852285186668047,12.586904520229822
synthetic,train,spair,test,flow,global_radius,train_zscore,1,first,5,0.95,0.06333763152360916,0.3119364380836487,0.4994530891641085,0.9176406,0.08235939999999997,0.4994530891641085,0.9176406,0.10991884768009186,0.06339813768863678,0.23108859658241276,0.1883382946252823,0.17269425094127655,0.29740260243415817,knn,20,50,1e-06,1.2083126883829438,0.9794788280388742,10000000,56682,1.6588422164797059,1.0793668439290074
synthetic,train,pfpascal,test,flow,global_radius,train_zscore,1,first,5,0.95,0.06333763152360916,0.5490222543478012,0.8748964374482188,0.8663035,0.1336965,0.8748964374482188,0.8663035,0.04359888657927513,0.039055004715919495,0.06765532791614534,0.37448376417160034,0.30586445331573486,0.6174961149692534,knn,20,50,1e-06,0.15126270619078497,0.31725045069916114,10000000,2414,3.7903291851050245,14.325013461586412
synthetic,train,pfwillow,test,flow,global_radius,train_zscore,1,first,5,0.95,0.06333763152360916,0.3474720135331152,0.8381111111111111,0.6651737,0.3348263,0.8381111111111111,0.6651737,0.046956878155469894,0.03915195167064667,0.0749782957136631,0.339022696018219,0.2668607831001282,0.6161041259765625,knn,20,50,1e-06,0.8288054709521484,0.5536067053600418,10000000,9000,3.5085767431063983,7.162770081044312
synthetic,train,pointodyssey,test,flow,global_radius,train_zscore,1,first,5,0.95,0.06333763152360916,0.01821544645354146,0.9966756209341046,0.0330109,0.9669891,0.9966756209341046,0.0330109,0.02692398428916931,0.025636153295636177,0.04047897085547447,0.2251550555229187,0.1327439695596695,0.48755127787590014,knn,20,50,1e-06,5.660772654621648,3.644677238314501,10000000,13982160,1.7746504235457812,10.253852538873986
synthetic,train,tss,val,flow,global_radius,train_zscore,1,first,5,0.95,0.06333763152360916,0.06519924327731123,0.8639575,0.244526,0.755474,0.8639575,0.244526,0.055914271622896194,0.03557567298412323,0.07530022710561751,0.24085329473018646,0.13139215111732483,0.5619564712047574,knn,20,50,1e-06,1.6416322380590367,1.3994026556917496,10000000,800000,1.188511430643457,1.2321192024837466
synthetic,train,middlebury,val,flow,global_radius,train_zscore,1,first,5,0.95,0.06333763152360916,0.04627608135342598,0.9543020833333333,0.0110931,0.9889069,0.9543020833333333,0.0110931,0.03761628270149231,0.03281299024820328,0.05128334052860737,1.0180162191390991,0.8188604116439819,2.082456016540527,knn,20,50,1e-06,4.557487948791767,4.023805519491657,10000000,96000,3.836662503065108,15.879383413759983
synthetic_2d_warp,train,flyingthings,test,flow,global_radius,train_zscore,1,first,5,0.95,0.05217523127794266,0.04964393191039558,0.9053899456521739,0.4919865625,0.5080134375,0.9053899456521739,0.4919865625,0.08640579134225845,0.029564879834651947,0.051159305125474924,0.08159278333187103,0.050346434116363525,0.16523437201976776,knn,20,50,1e-06,1.7339208272396476,1.6370061591734002,16000000,13984000,0.4320906151775248,0.598158555295862
synthetic_2d_warp,train,kitti2015,val,flow,global_radius,train_zscore,1,first,5,0.95,0.05217523127794266,0.03050971031188965,0.9625448163469976,0.01087125,0.98912875,0.9625448163469976,0.01087125,0.029518982395529747,0.022323332726955414,0.03708394095301629,0.9322918057441711,0.7569911479949951,1.9338238000869747,knn,20,50,1e-06,5.05285878917656,5.143565467635222,16000000,398850,3.7268357906001124,9.243962683437422
synthetic_2d_warp,train,kitti2012,val,flow,global_radius,train_zscore,1,first,5,0.95,0.05217523127794266,0.038974687457084656,0.9634819587628866,0.021833375,0.978166625,0.9634819587628866,0.021833375,0.027483485639095306,0.022843176499009132,0.03732080422341824,0.9834678769111633,0.8016711473464966,2.0379810333251953,knn,20,50,1e-06,4.654598809797842,5.410514400901356,16000000,388000,3.5037528455343265,12.813381016754565
