group,n_obs,n_benchmarks,label_coef,label_pval,label_ci_low,label_ci_high,feature_coef,feature_pval,feature_ci_low,feature_ci_high,aic_full,bic_full,aic_label,bic_label,aic_feature,bic_feature,delta_aic_label,delta_aic_feature
pretrained,672,8,3.359798069008125,1.073796028334237e-20,2.6538878900185403,4.06570824799771,2.092727194828031,3.1722290251385897e-07,1.2905098884051802,2.894944501250882,4380.371248584163,4402.922540286779,4404.01492016083,4422.055953522923,4460.192930350998,4478.233963713091,23.643671576666748,79.82168176683444
not_pretrained,416,8,9.725894901022473,8.364003498633275e-21,7.688213705271649,11.763576096773296,13.27420624950875,9.537518215289426e-30,10.977507451663456,15.570905047354042,3407.6464116167353,3427.7998379180417,3517.1094315048977,3533.232172545943,3485.0344044446165,3501.1571454856617,109.46301988816231,77.38799282788113
