group,n_obs,n_benchmarks,label_coef,label_pval,label_ci_low,label_ci_high,feature_coef,feature_pval,feature_ci_low,feature_ci_high,aic_full,bic_full,aic_label,bic_label,aic_feature,bic_feature,delta_aic_label,delta_aic_feature
pretrained,800,10,3.1935766245099275,6.163015832833601e-17,2.445041953087494,3.942111295932361,1.5829406682306122,1.3764225606424363e-06,0.9403853732460808,2.2254959632151436,5733.829136684431,5757.2521953227715,5754.808157250045,5773.546604160717,5798.732319158382,5817.470766069054,20.97902056561361,64.90318247395044
not_pretrained,480,10,1.8733895817546626,0.058048472727970896,-0.06388405461640345,3.810663218125729,0.06648227299952285,0.9389994614753961,-1.6362117207078763,1.7691762667069222,4139.164121763764,4160.033052283274,4137.169978498157,4153.865122913765,4140.737950474646,4157.433094890253,-1.9941432656069082,1.5738287108815712
