split,family,n_contexts,mean_regret,median_regret,p_within1,p_oracle_top3,random_mean_regret
LOTO,motion_rule,90,7.638283333333333,2.3045999999999935,0.4,0.5555555555555556,13.268530877525253
LOTO,appearance,90,21.34415986111111,12.977625000000003,0.06666666666666667,0.12222222222222222,13.268530877525253
LOBO,motion_rule,90,8.704085555555555,3.3583000000000016,0.36666666666666664,0.5888888888888889,13.268530877525253
LOBO,appearance,90,11.474701666666665,6.429350000000007,0.2,0.4,13.268530877525253
JOINT,motion_rule,90,6.464607222222221,2.7811999999999983,0.37777777777777777,0.5888888888888889,13.268530877525253
JOINT,appearance,90,26.754933472222223,15.80275,0.07777777777777778,0.13333333333333333,13.268530877525253
