regime,setting,ctx_rho_linear,ctx_rho_rule,ctx_rho_sym,MAE(anchor+model),r(anchor+model),w[d(T->B)],w_ab_sd,w[d(B->T)],w_ba_sd
scratch,LOTO,0.48545454545454547,0.4388552188552189,0.4962962962962964,10.402967485639769,0.8236223461150738,-7.655772500745394,2.021499761811627,-0.9491853744550945,0.16850152160767654
pretrained,LOTO,0.2944444444444445,0.6123737373737375,0.39343434343434347,8.228815347954221,0.8996535647174417,-0.8222898537682704,0.508272706535944,-3.220446455778328,0.34977385449222564
pooled (regime-blind),LOTO,0.4036288814066592,0.5159745604190049,0.45057987280209505,9.664916933379228,0.8661131065292738,-4.593243814757236,1.3290139561661514,-1.9949460396610519,0.22518566268492546
scratch,LOBO,0.5517171717171716,0.4388552188552189,0.4962962962962964,19.924358739019475,0.6851280498028198,-7.707248246430017,0.7368046414124879,-0.9481686150762011,0.25069815468310525
pretrained,LOBO,0.5007575757575758,0.6123737373737375,0.39343434343434347,16.891006998010823,0.6691302135331811,-0.8138056437843229,0.14240366672755375,-3.252547051486379,0.4166468760644724
pooled (regime-blind),LOBO,0.4550692106247662,0.5159745604190049,0.45057987280209505,18.298165158987594,0.7106701884257014,-4.6177773462294365,0.4647890352999373,-2.009220109865618,0.3220707338904413
scratch,JOINT,0.5053198653198654,0.4388552188552189,0.4962962962962964,32.52671698950966,-0.20185346377913538,-7.626202250995827,2.148997411105194,-0.932374712038952,0.3032093595944219
pretrained,JOINT,0.35277777777777786,0.6123737373737375,0.39343434343434347,27.53591694519305,-0.3167147070217187,-0.813985694988726,0.5281391591499119,-3.20376426875696,0.5444379134320828
pooled (regime-blind),JOINT,0.41679760568649465,0.5159745604190049,0.45057987280209505,30.426489917470555,0.011302983140551406,-4.572940232998426,1.406408972153058,-1.9782091866177127,0.39344035476047584
