src,bench,variant,actual,L2,L2K
synthetic_small_zoom,kitti2015,catspp|False|False,88.7903,76.68209339939412,82.86880633975143
synthetic_small_zoom,pfpascal,catspp|False|False,15.9431,48.037482138931935,51.059324520073325
synthetic_small_zoom,pfwillow,catspp|False|False,19.4444,41.519682032992876,42.50317711331905
synthetic_small_zoom,pointodyssey,catspp|False|False,46.4111,47.17030681157264,48.740784177367985
synthetic_small_zoom,spair,catspp|False|False,3.622,36.5617690576304,33.6537527733141
synthetic_small_zoom,synthetic,catspp|False|False,49.4854,27.359434255411706,23.879298839570517
synthetic_small_zoom,tss,catspp|False|False,33.4343,40.955930513727075,41.13266880003172
flyingthings,flyingthings,catspp|False|True,76.5009,37.75164171538616,38.485973910489484
flyingthings,kitti2012,catspp|False|True,94.1642,76.5088484749611,79.0026469351852
flyingthings,kitti2015,catspp|False|True,91.5434,75.84912614958483,78.4728856461235
flyingthings,pfpascal,catspp|False|True,16.0706,47.0689603378353,47.93516788761113
flyingthings,pfwillow,catspp|False|True,19.0444,40.28096382758458,40.44832475036491
flyingthings,pointodyssey,catspp|False|True,68.9316,45.75300784726182,46.50519799962338
flyingthings,spair,catspp|False|True,3.6918,35.734393778352256,34.87613709466865
flyingthings,synthetic,catspp|False|True,22.0954,24.472529047365626,22.897241851807458
flyingthings,tss,catspp|False|True,32.7945,39.66642733051776,39.707215859207984
imagenet2dwarp,flyingthings,catspp|False|True,60.329,40.92971749671905,44.01823296749107
imagenet2dwarp,kitti2012,catspp|False|True,72.7553,79.42532887290763,82.67122442389545
imagenet2dwarp,kitti2015,catspp|False|True,81.1634,79.85344170288138,83.82878911274466
imagenet2dwarp,pfpascal,catspp|False|True,7.8772,50.75111950732489,53.72598627117754
imagenet2dwarp,pfwillow,catspp|False|True,11.5778,43.73103348189853,44.821751319353424
imagenet2dwarp,pointodyssey,catspp|False|True,48.7736,48.154057217480855,49.659001912213085
imagenet2dwarp,spair,catspp|False|True,3.9251,38.76744666361595,36.584213708058094
imagenet2dwarp,synthetic,catspp|False|True,19.6472,27.48437544238269,24.6489113073294
imagenet2dwarp,tss,catspp|False|True,20.9901,42.90544191825141,43.32520943083231
movi_f,flyingthings,catspp|False|True,61.1514,40.12691990014342,42.21916330587437
movi_f,kitti2012,catspp|False|True,86.332,79.50766205123374,82.93520575676199
movi_f,kitti2015,catspp|False|True,83.9623,79.25475020713338,84.90659582593187
movi_f,pfpascal,catspp|False|True,8.1291,50.188835316425745,52.342363195215114
movi_f,pfwillow,catspp|False|True,11.4889,43.61756583648669,44.32587759916495
movi_f,pointodyssey,catspp|False|True,84.993,49.14230236000354,50.57359518374655
movi_f,spair,catspp|False|True,2.6465,39.61537182428923,37.526683560852454
movi_f,synthetic,catspp|False|True,15.8474,28.152869831959123,25.160819189952978
movi_f,tss,catspp|False|True,19.1092,42.898885884734426,43.036431499066396
pointodyssey,flyingthings,catspp|False|True,63.8607,39.74579420651689,40.900102051029705
pointodyssey,kitti2012,catspp|False|True,86.4889,79.09282763312572,82.62847158946431
pointodyssey,kitti2015,catspp|False|True,85.19040000000001,78.85108465054641,84.18270843457238
pointodyssey,pfpascal,catspp|False|True,11.4723,49.781718759497515,51.109031799332755
pointodyssey,pfwillow,catspp|False|True,14.47225,43.07990598297834,43.261747555280465
pointodyssey,pointodyssey,catspp|False|True,80.8951,48.79771797475122,49.955864016206824
pointodyssey,spair,catspp|False|True,3.32435,38.977316200384266,37.97428849425367
pointodyssey,synthetic,catspp|False|True,17.94525,27.236462888355963,24.505932111201336
pointodyssey,tss,catspp|False|True,26.72155,42.50934409212851,42.60189550262706
sintel,flyingthings,catspp|False|True,69.0867,41.40019716624085,45.339252879086224
sintel,kitti2012,catspp|False|True,92.0926,79.13781296294064,82.33185739426925
sintel,kitti2015,catspp|False|True,89.3623,78.75333759947056,83.92118129576595
sintel,pfpascal,catspp|False|True,15.5569,51.09244502357254,54.617160728617854
sintel,pfwillow,catspp|False|True,18.5333,43.90211191510028,45.17055095853868
sintel,pointodyssey,catspp|False|True,43.8201,47.47275696598666,48.76339171051235
sintel,spair,catspp|False|True,3.9026,39.04721033903264,36.82156815366593
sintel,synthetic,catspp|False|True,20.3562,27.514233737065545,24.065295631816188
sintel,tss,catspp|False|True,35.3243,43.20690137895929,43.63287186418122
spair,flyingthings,catspp|False|True,3.963,34.12747384145096,30.895374299347793
spair,kitti2012,catspp|False|True,11.8574,76.42052307218181,76.98754295552092
spair,kitti2015,catspp|False|True,12.2973,75.62390999886381,73.88828838457096
spair,pfpascal,catspp|False|True,3.1542,43.58228671751212,40.73236365747851
spair,pfwillow,catspp|False|True,5.5667,35.871846603973275,34.32084359730133
spair,pointodyssey,catspp|False|True,4.4014,44.03582762351292,42.860599788112275
spair,spair,catspp|False|True,2.944,29.87084816495353,30.49300852240256
spair,synthetic,catspp|False|True,4.077,18.257043081675167,20.187312157527924
spair,tss,catspp|False|True,5.6335,35.68050595286981,34.75191124583892
synthetic,flyingthings,catspp|False|True,57.0993,34.53673012606376,36.8110706424335
synthetic,kitti2012,catspp|False|True,82.5049,72.92066300507392,72.25841124819249
synthetic,kitti2015,catspp|False|True,86.8286,72.65258288292013,70.82195397889303
synthetic,pfpascal,catspp|False|True,14.3443,43.51071668829506,45.40402200655041
synthetic,pfwillow,catspp|False|True,15.1333,36.28424871141436,37.175396964309364
synthetic,pointodyssey,catspp|False|True,43.2626,41.59146713505082,41.75784565218346
synthetic,spair,catspp|False|True,4.0341,31.02267509988331,29.842362337209348
synthetic,synthetic,catspp|False|True,21.8997,20.36831076863012,20.256351392703646
synthetic,tss,catspp|False|True,29.7936,36.216025761248495,36.575054447674084
