regime,setting,ctx_rho_linear,ctx_rho_rule,ctx_rho_sym,MAE(anchor+model),r(anchor+model),w[d(T->B)],w_ab_sd,w[d(B->T)],w_ba_sd
scratch,LOTO,0.4705050505050505,0.4222222222222223,0.4989898989898991,10.41010411680663,0.8254096139055785,-7.570310458370338,2.005599561352464,-1.0814157222836125,0.19967349468730894
pretrained,LOTO,0.2944444444444445,0.6123737373737375,0.39343434343434347,8.228815347954221,0.8996535647174417,-0.8222898537682704,0.508272706535944,-3.220446455778328,0.34977385449222564
pooled (regime-blind),LOTO,0.4042648709315376,0.5067340067340068,0.4520763187429854,9.649357592815761,0.8671341184258051,-4.568827755219764,1.3251373845896923,-2.0306927252588696,0.23732309647656974
scratch,LOBO,0.5551515151515152,0.4222222222222223,0.4989898989898991,19.919558772322247,0.688288881211963,-7.619444603515388,0.7278431093539139,-1.0822619441700831,0.29234645442745616
pretrained,LOBO,0.5007575757575758,0.6123737373737375,0.39343434343434347,16.732431780912265,0.6754130124055582,-0.8138056437843229,0.14240366672755375,-3.252547051486379,0.4166468760644724
pooled (regime-blind),LOBO,0.4562289562289563,0.5067340067340068,0.4520763187429854,18.288880098040455,0.7149573811873926,-4.592289141886667,0.46231130933538067,-2.0453863191483674,0.3438015878624871
scratch,JOINT,0.4842424242424242,0.4222222222222223,0.4989898989898991,32.626279573824036,-0.229763874645613,-7.541260936743152,2.131131872433821,-1.0618890932473763,0.3541968434516005
pretrained,JOINT,0.35277777777777786,0.6123737373737375,0.39343434343434347,27.878596167513603,-0.3395447729298468,-0.813985694988726,0.5281391591499119,-3.20376426875696,0.5444379134320828
pooled (regime-blind),JOINT,0.41144781144781145,0.5067340067340068,0.4520763187429854,30.65310104784447,0.0026968539611899323,-4.548714782458218,1.4019963118385403,-2.0122670472959707,0.41749763861897865
