train_dataset,context_id,benchmark,variant,actual,L,g,g_global_gain,g_variant_gain,g_context_gain,g_shrink_gain,g_benchsim_gain,g_profilesim_gain,gain_global,gain_variant,gain_context,gain_shrink,gain_benchsim,gain_profilesim
flyingthings,flyingthings|catspp|False|False,flyingthings,catspp|False|False,76.3251,38.69692231190461,0.358337461145145,0.9721800556603104,1.0230838896885786,1.0230838896885786,1.0230838896885786,2.843367098681024,3.460673872081003,2.7130293677738804,2.8550849426099414,2.8550849426099414,2.8550849426099414,7.9348865440817375,9.657583276450277
flyingthings,flyingthings|catspp|False|True,flyingthings,catspp|False|True,76.5009,52.39873857124854,0.358337461145145,0.9721800556603104,1.0651065151706942,1.0651065151706942,1.0651065151706942,2.8601770867259466,3.465011553026964,2.7130293677738804,2.9723560349144504,2.9723560349144504,2.9723560349144504,7.981797598235,9.669688293135104
flyingthings,flyingthings|glunet|False|False,flyingthings,glunet|False|False,79.5401,65.6658994676007,0.358337461145145,0.9721800556603104,1.0697886050216698,1.0697886050216698,1.0697886050216698,2.8387283432800827,3.4528162704101955,2.7130293677738804,2.9854221816578383,2.9854221816578383,2.9854221816578383,7.921941329294211,9.635655338339376
flyingthings,flyingthings|glunet|False|True,flyingthings,glunet|False|True,72.9905,65.58451497083492,0.358337461145145,0.9721800556603104,0.995484303379873,0.995484303379873,0.995484303379873,2.8076782152663897,3.4401106254476628,2.7130293677738804,2.778063728527258,2.778063728527258,2.778063728527258,7.835290807424503,9.600198132938832
flyingthings,flyingthings|raft|True|False,flyingthings,raft|True|False,79.60585,31.059959539812034,0.358337461145145,0.9721800556603104,1.2446359214969005,1.2446359214969005,1.2446359214969005,2.8228360625488453,3.474652544852832,2.7130293677738804,3.4733625603066907,3.4733625603066907,3.4733625603066907,7.877591289305508,9.696593076673665
imagenet2dwarp,flyingthings|catspp|False|False,flyingthings,catspp|False|False,57.94145,38.61105005622152,0.1488986861424722,0.4039665083274729,0.4251183967797761,0.4251183967797761,0.4251183967797761,1.181494181103353,1.4380014611749583,2.7130293677738804,2.8550849426099414,2.8550849426099414,2.8550849426099414,7.9348865440817375,9.657583276450277
imagenet2dwarp,flyingthings|catspp|False|True,flyingthings,catspp|False|True,60.329,37.110599827475895,0.1488986861424722,0.4039665083274729,0.4425799083464101,0.4425799083464101,0.4425799083464101,1.1884791754323325,1.4398038822550618,2.7130293677738804,2.9723560349144504,2.9723560349144504,2.9723560349144504,7.981797598235,9.669688293135104
imagenet2dwarp,flyingthings|glunet|False|False,flyingthings,glunet|False|False,54.827,56.249802238389634,0.1488986861424722,0.4039665083274729,0.4445254404294452,0.4445254404294452,0.4445254404294452,1.1795666556296582,1.434736420000432,2.7130293677738804,2.9854221816578383,2.9854221816578383,2.9854221816578383,7.921941329294211,9.635655338339376
imagenet2dwarp,flyingthings|glunet|False|True,flyingthings,glunet|False|True,48.8918,53.50788991508969,0.1488986861424722,0.4039665083274729,0.4136500391977664,0.4136500391977664,0.4136500391977664,1.166664506769699,1.4294568887020074,2.7130293677738804,2.778063728527258,2.778063728527258,2.778063728527258,7.835290807424503,9.600198132938832
imagenet2dwarp,flyingthings|raft|True|False,flyingthings,raft|True|False,4.28145,5.025546213198981,0.1488986861424722,0.4039665083274729,0.5171791217261198,0.5171791217261198,0.5171791217261198,1.1729629929449743,1.4438099691749011,2.7130293677738804,3.4733625603066907,3.4733625603066907,3.4733625603066907,7.877591289305508,9.696593076673665
