split,scope,median_regret,pairwise_acc_gap10,n_contexts
LOTO,pooled,4.653700000000001,0.7182741116751269,81
LOTO,scratch,4.228250000000001,0.7620111731843575,45
LOTO,pretrained,7.901249999999997,0.6607929515418502,36
LOBO,pooled,1.6696500000000007,0.7944162436548223,81
LOBO,scratch,2.9547000000000025,0.8067039106145252,45
LOBO,pretrained,1.3926500000000006,0.7782672540381792,36
JOINT,pooled,2.9975999999999914,0.743020304568528,81
JOINT,scratch,2.9547000000000025,0.7787709497206704,45
JOINT,pretrained,3.4771999999999963,0.6960352422907489,36
