arch,regime,source,benchmark,peak_pck,mean_nn_a_to_b,mean_nn_b_to_a,mean_nn_sym
flowformer,FF,synthetic_random_flipping,kitti2012,58.1083,0.5587562918663025,0.000283658504486,0.2795199751853943
flowformer,FF,synthetic_random_flipping,kitti2015,58.0844,0.5058153867721558,0.000508610450197,0.2531619986111764
flowformer,FF,synthetic_random_flipping,pfpascal,10.8712,0.1401621252298355,0.000333734875312,0.0702479300525737
flowformer,FF,synthetic_random_flipping,pfwillow,15.1358,0.0590590573847293,0.0003179585910402,0.0296885079878848
flowformer,FF,synthetic_random_flipping,pointodyssey,55.7276,0.1154286786913871,0.0001510885194875,0.0577898836054373
flowformer,FF,synthetic_random_flipping,spair,2.1778,0.0056670634075999,0.0008427561260759,0.0032549097668379
flowformer,FF,synthetic_random_flipping,synthetic,7.5177,0.0017820368520915,0.0003971959231421,0.0010896163876168
flowformer,FF,synthetic_random_flipping,tss,17.934,0.0212371200323104,0.0002710701664909,0.0107540950994007
flowformer,TT,synthetic,flyingthings,73.9514,0.0024105140473693,0.0021897160913795,0.0023001150693744
flowformer,TT,synthetic,kitti2012,97.7275,0.1605853736400604,0.0002506951277609,0.0804180343839107
flowformer,TT,synthetic,kitti2015,93.9226,0.1581878364086151,0.0004714375827461,0.0793296369956806
flowformer,TT,synthetic,pfpascal,24.7534,0.0278123710304498,0.0002675344876479,0.0140399527590489
flowformer,TT,synthetic,pfwillow,25.9259,0.0261633601039648,0.0003941017203032,0.013278730912134
flowformer,TT,synthetic,pointodyssey,89.4669,0.0110804652795195,0.0001080749934772,0.0055942701364983
flowformer,TT,synthetic,spair,4.5064,0.004790908191353,0.0031022422481328,0.0039465752197429
flowformer,TT,synthetic,synthetic,33.3525,0.0018653412116691,0.0078183030709624,0.0048418221413157
flowformer,TT,synthetic,tss,49.4972,0.0180724952369928,0.0011833159951493,0.009627905616071
flowformer,TT,movi_f,flyingthings,26.0853,2.5354949684697203e-05,0.010109425522387,0.0050673902360358
flowformer,TT,movi_f,kitti2012,57.3946,0.0345658287405967,0.0002016220241785,0.0173837253823876
flowformer,TT,movi_f,kitti2015,55.8634,0.0489785522222518,0.0007183217676356,0.0248484369949437
flowformer,TT,movi_f,pfpascal,9.5722,0.009900483302772,0.0261815227568149,0.0180410030297935
flowformer,TT,movi_f,pfwillow,11.6778,0.0188964996486902,0.0360206700861454,0.0274585848674178
flowformer,TT,movi_f,pointodyssey,55.1992,3.409767305129208e-05,0.0008544207667,0.0004442592198756
flowformer,TT,movi_f,spair,1.8171,0.0060819941572844,0.243987426161766,0.1250347101595252
flowformer,TT,movi_f,synthetic,3.533,0.0006030137301422,0.3107461929321289,0.1556746033311355
flowformer,TT,movi_f,tss,11.3795,0.0026132592465728,0.0591092407703399,0.0308612500084564
flowformer,TT,flyingthings,flyingthings,84.9105,0.0006225878605619,0.0005626633646897,0.0005926256126258
flowformer,TT,flyingthings,kitti2012,98.9764,0.0591908879578113,7.363474287558347e-05,0.0296322613503434
flowformer,TT,flyingthings,kitti2015,95.12,0.0723215416073799,0.0001042814765241,0.036212911541952
flowformer,TT,flyingthings,pfpascal,13.9622,0.0164163168519735,0.0009482690948061,0.0086822929733898
flowformer,TT,flyingthings,pfwillow,15.5668,0.024993622675538,0.0018230249406769,0.0134083238081075
flowformer,TT,flyingthings,pointodyssey,91.284,0.004631083458662,6.147966632852331e-05,0.0023462815624952
flowformer,TT,flyingthings,spair,2.4159,0.0082023767754435,0.0149518651887774,0.0115771209821105
flowformer,TT,flyingthings,synthetic,19.2309,0.0031894550193101,0.0250858590006828,0.0141376570099964
flowformer,TT,flyingthings,tss,27.328,0.0089171882718801,0.0045115719549357,0.0067143801134079
flowformer,FF,sintel,flyingthings,65.6398,7.301328878384084e-05,0.0044280756264925,0.0022505444576381
flowformer,FF,sintel,kitti2012,97.474,0.037665706127882,0.0002321781939826,0.0189489421609323
flowformer,FF,sintel,kitti2015,91.7247,0.0514335706830024,0.0006700720405206,0.0260518213617615
flowformer,FF,sintel,pfpascal,11.6402,0.0110351536422967,0.0129309864714741,0.0119830700568854
flowformer,FF,sintel,pfwillow,14.6388,0.0193438157439231,0.0231178887188434,0.0212308522313833
flowformer,FF,sintel,pointodyssey,82.9199,0.0005055069341324,0.0004277767438907,0.0004666418390115
flowformer,FF,sintel,spair,2.1469,0.0062588271684944,0.1492213159799575,0.077740071574226
flowformer,FF,sintel,synthetic,10.2983,0.0009542070911265,0.2453484386205673,0.1231513228558469
flowformer,FF,sintel,tss,19.3013,0.0033743360545486,0.0475006066262722,0.0254374713404104
flowformer,TT,sintel,flyingthings,68.4288,7.301328878384084e-05,0.0044280756264925,0.0022505444576381
flowformer,TT,sintel,kitti2012,96.9211,0.037665706127882,0.0002321781939826,0.0189489421609323
flowformer,TT,sintel,kitti2015,89.0783,0.0514335706830024,0.0006700720405206,0.0260518213617615
flowformer,TT,sintel,pfpascal,15.8766,0.0110351536422967,0.0129309864714741,0.0119830700568854
flowformer,TT,sintel,pfwillow,18.5383,0.0193438157439231,0.0231178887188434,0.0212308522313833
flowformer,TT,sintel,pointodyssey,85.9429,0.0005055069341324,0.0004277767438907,0.0004666418390115
flowformer,TT,sintel,spair,2.8187,0.0062588271684944,0.1492213159799575,0.077740071574226
flowformer,TT,sintel,synthetic,13.7411,0.0009542070911265,0.2453484386205673,0.1231513228558469
flowformer,TT,sintel,tss,32.7608,0.0033743360545486,0.0475006066262722,0.0254374713404104
flowformer,FF,flyingthings,flyingthings,83.1415,0.0006225878605619,0.0005626633646897,0.0005926256126258
flowformer,FF,flyingthings,kitti2012,98.0698,0.0591908879578113,7.363474287558347e-05,0.0296322613503434
flowformer,FF,flyingthings,kitti2015,93.8284,0.0723215416073799,0.0001042814765241,0.036212911541952
flowformer,FF,flyingthings,pfpascal,10.4213,0.0164163168519735,0.0009482690948061,0.0086822929733898
flowformer,FF,flyingthings,pfwillow,10.3117,0.024993622675538,0.0018230249406769,0.0134083238081075
flowformer,FF,flyingthings,pointodyssey,91.4457,0.004631083458662,6.147966632852331e-05,0.0023462815624952
flowformer,FF,flyingthings,spair,2.3324,0.0082023767754435,0.0149518651887774,0.0115771209821105
flowformer,FF,flyingthings,synthetic,11.0267,0.0031894550193101,0.0250858590006828,0.0141376570099964
flowformer,FF,flyingthings,tss,16.944,0.0089171882718801,0.0045115719549357,0.0067143801134079
flowformer,TT,pointodyssey,flyingthings,70.919,6.311164906946942e-05,0.0041363444179296,0.0020997280334995
flowformer,TT,pointodyssey,kitti2012,95.0797,0.023601371794939,0.0002848509757313,0.0119431113853352
flowformer,TT,pointodyssey,kitti2015,91.0171,0.0326918289065361,0.0005904600257053,0.0166411444661207
flowformer,TT,pointodyssey,pfpascal,14.7493,0.0087307197973132,0.0033152212854474,0.0060229705413803
flowformer,TT,pointodyssey,pfwillow,18.2852,0.0115600395947694,0.0048847789876163,0.0082224092911928
flowformer,TT,pointodyssey,pointodyssey,91.366,0.0001047161713358,0.0001036821849993,0.0001041991781676
flowformer,TT,pointodyssey,spair,2.7241,0.0042613144032657,0.0660532042384147,0.0351572593208402
flowformer,TT,pointodyssey,synthetic,17.5328,0.0004937921767123,0.1111891418695449,0.0558414670231286
flowformer,TT,pointodyssey,tss,29.0238,0.0015841776039451,0.0165410451591014,0.0090626113815233
flowformer,FF,movi_f,flyingthings,44.4292,2.5354949684697203e-05,0.010109425522387,0.0050673902360358
flowformer,FF,movi_f,kitti2012,84.284,0.0345658287405967,0.0002016220241785,0.0173837253823876
flowformer,FF,movi_f,kitti2015,74.2312,0.0489785522222518,0.0007183217676356,0.0248484369949437
flowformer,FF,movi_f,pfpascal,13.0979,0.009900483302772,0.0261815227568149,0.0180410030297935
flowformer,FF,movi_f,pfwillow,15.2444,0.0188964996486902,0.0360206700861454,0.0274585848674178
flowformer,FF,movi_f,pointodyssey,69.7304,3.409767305129208e-05,0.0008544207667,0.0004442592198756
flowformer,FF,movi_f,spair,2.0529,0.0060819941572844,0.243987426161766,0.1250347101595252
flowformer,FF,movi_f,synthetic,7.3805,0.0006030137301422,0.3107461929321289,0.1556746033311355
flowformer,FF,movi_f,tss,19.1938,0.0026132592465728,0.0591092407703399,0.0308612500084564
flowformer,FF,spair,flyingthings,37.6303,0.0142317740246653,0.0051286630332469,0.0096802185289561
flowformer,FF,spair,kitti2012,83.0459,0.489285409450531,0.0018004780868068,0.2455429437686689
flowformer,FF,spair,kitti2015,72.9837,0.4455235600471496,0.00203482597135,0.2237791930092498
flowformer,FF,spair,pfpascal,11.9081,0.0975779145956039,0.0019823953043669,0.0497801549499854
flowformer,FF,spair,pfwillow,15.1222,0.0533487424254417,0.0015953895635902,0.027472065994516
flowformer,FF,spair,pointodyssey,64.7348,0.0720692053437233,0.0020401973742991,0.0370547013590112
flowformer,FF,spair,spair,2.0593,0.0048544974997639,0.002389405388385,0.0036219514440745
flowformer,FF,spair,synthetic,7.098,0.0033966454211622,0.0026235037948936,0.0030100746080279
flowformer,FF,spair,tss,18.9927,0.0392457991838455,0.0015140038449317,0.0203799015143886
flowformer,FF,synthetic,flyingthings,68.6999,0.0024105140473693,0.0021897160913795,0.0023001150693744
flowformer,FF,synthetic,kitti2012,96.5341,0.1605853736400604,0.0002506951277609,0.0804180343839107
flowformer,FF,synthetic,kitti2015,92.8048,0.1581878364086151,0.0004714375827461,0.0793296369956806
flowformer,FF,synthetic,pfpascal,15.8616,0.0278123710304498,0.0002675344876479,0.0140399527590489
flowformer,FF,synthetic,pfwillow,19.5222,0.0261633601039648,0.0003941017203032,0.013278730912134
flowformer,FF,synthetic,pointodyssey,87.3364,0.0110804652795195,0.0001080749934772,0.0055942701364983
flowformer,FF,synthetic,spair,3.405,0.004790908191353,0.0031022422481328,0.0039465752197429
flowformer,FF,synthetic,synthetic,29.9425,0.0018653412116691,0.0078183030709624,0.0048418221413157
flowformer,FF,synthetic,tss,29.9914,0.0180724952369928,0.0011833159951493,0.009627905616071
flowformer,FF,pointodyssey,flyingthings,44.4378,6.311164906946942e-05,0.0041363444179296,0.0020997280334995
flowformer,FF,pointodyssey,kitti2012,84.2142,0.023601371794939,0.0002848509757313,0.0119431113853352
flowformer,FF,pointodyssey,kitti2015,74.2123,0.0326918289065361,0.0005904600257053,0.0166411444661207
flowformer,FF,pointodyssey,pfpascal,13.0979,0.0087307197973132,0.0033152212854474,0.0060229705413803
flowformer,FF,pointodyssey,pfwillow,15.2444,0.0115600395947694,0.0048847789876163,0.0082224092911928
flowformer,FF,pointodyssey,pointodyssey,69.7262,0.0001047161713358,0.0001036821849993,0.0001041991781676
flowformer,FF,pointodyssey,spair,2.0541,0.0042613144032657,0.0660532042384147,0.0351572593208402
flowformer,FF,pointodyssey,synthetic,7.388,0.0004937921767123,0.1111891418695449,0.0558414670231286
flowformer,FF,pointodyssey,tss,19.1927,0.0015841776039451,0.0165410451591014,0.0090626113815233
flowformer,TT,synthetic_small_zoom,flyingthings,67.9251,0.000122007993923,0.0052957762964069,0.002708892145165
flowformer,TT,synthetic_small_zoom,kitti2012,99.0546,0.0332519523799419,0.0002017066290136,0.0167268295044777
flowformer,TT,synthetic_small_zoom,kitti2015,96.091,0.0453085899353027,0.0005980478599667,0.0229533188976347
flowformer,TT,synthetic_small_zoom,pfpascal,16.6058,0.0102587100118398,0.0179104171693325,0.0140845635905861
flowformer,TT,synthetic_small_zoom,pfwillow,18.2889,0.0150662120431661,0.0185407605022192,0.0168034862726926
flowformer,TT,synthetic_small_zoom,pointodyssey,84.4715,0.0006818206165917,0.0005654075648635,0.0006236140907276
flowformer,TT,synthetic_small_zoom,spair,2.7633,0.0045476648956537,0.0689479857683181,0.0367478253319859
flowformer,TT,synthetic_small_zoom,synthetic,19.0804,0.0006232460727915,0.0460734441876411,0.0233483451302163
flowformer,TT,synthetic_small_zoom,tss,36.6673,0.0028395876288414,0.0130405686795711,0.0079400781542062
flowformer,FF,imagenet2dwarp,flyingthings,4.9151,0.0008570945938117,0.0043376642279326,0.0025973794108722
flowformer,FF,imagenet2dwarp,kitti2012,9.5015,0.1336935460567474,0.0003809107292909,0.0670372283930191
flowformer,FF,imagenet2dwarp,kitti2015,16.2552,0.1256783604621887,0.0006150949629954,0.0631467277125921
flowformer,FF,imagenet2dwarp,pfpascal,4.478,0.019353587180376,0.0045205019414424,0.0119370445609092
flowformer,FF,imagenet2dwarp,pfwillow,7.4667,0.0209745522588491,0.0098617309704422,0.0154181416146457
flowformer,FF,imagenet2dwarp,pointodyssey,10.3114,0.0022709758486598,0.0003154886362608,0.0012932322424603
flowformer,FF,imagenet2dwarp,spair,2.4707,0.0044365571811795,0.0981179401278495,0.0512772486545145
flowformer,FF,imagenet2dwarp,synthetic,4.7024,0.0011804586974903,0.1343450844287872,0.0677627715631388
flowformer,FF,imagenet2dwarp,tss,7.4269,0.0096816150471568,0.0268687028437852,0.018275158945471
