arch,regime,source,benchmark,peak_pck,mean_nn_a_to_b,mean_nn_b_to_a,mean_nn_sym
glunet,TT,synthetic,flyingthings,78.4335,0.0024105140473693,0.0021897160913795,0.0023001150693744
raft,FF,synthetic,flyingthings,65.58855,0.0024105140473693,0.0021897160913795,0.0023001150693744
catspp,FF,synthetic,kitti2012,83.2552,0.1605853736400604,0.0002506951277609,0.0804180343839107
catspp,TT,synthetic,kitti2012,97.2492,0.1605853736400604,0.0002506951277609,0.0804180343839107
glunet,FF,synthetic,kitti2012,96.3978,0.1605853736400604,0.0002506951277609,0.0804180343839107
glunet,TT,synthetic,kitti2012,98.2409,0.1605853736400604,0.0002506951277609,0.0804180343839107
raft,FF,synthetic,kitti2012,87.91614999999999,0.1605853736400604,0.0002506951277609,0.0804180343839107
catspp,FF,synthetic,kitti2015,86.5834,0.1581878364086151,0.0004714375827461,0.0793296369956806
catspp,TT,synthetic,kitti2015,96.1149,0.1581878364086151,0.0004714375827461,0.0793296369956806
glunet,FF,synthetic,kitti2015,93.5085,0.1581878364086151,0.0004714375827461,0.0793296369956806
glunet,TT,synthetic,kitti2015,97.4108,0.1581878364086151,0.0004714375827461,0.0793296369956806
raft,FF,synthetic,kitti2015,89.93475000000001,0.1581878364086151,0.0004714375827461,0.0793296369956806
catspp,FF,synthetic,pfpascal,14.1789,0.0278123710304498,0.0002675344876479,0.0140399527590489
catspp,TT,synthetic,pfpascal,50.2518,0.0278123710304498,0.0002675344876479,0.0140399527590489
glunet,FF,synthetic,pfpascal,13.9864,0.0278123710304498,0.0002675344876479,0.0140399527590489
glunet,TT,synthetic,pfpascal,42.4831,0.0278123710304498,0.0002675344876479,0.0140399527590489
raft,FF,synthetic,pfpascal,14.4373,0.0278123710304498,0.0002675344876479,0.0140399527590489
catspp,FF,synthetic,pfwillow,15.2778,0.0261633601039648,0.0003941017203032,0.013278730912134
catspp,TT,synthetic,pfwillow,52.2222,0.0261633601039648,0.0003941017203032,0.013278730912134
glunet,FF,synthetic,pfwillow,19.4667,0.0261633601039648,0.0003941017203032,0.013278730912134
glunet,TT,synthetic,pfwillow,48.458,0.0261633601039648,0.0003941017203032,0.013278730912134
raft,FF,synthetic,pfwillow,18.722250000000003,0.0261633601039648,0.0003941017203032,0.013278730912134
catspp,FF,synthetic,pointodyssey,38.9858,0.0110804652795195,0.0001080749934772,0.0055942701364983
catspp,TT,synthetic,pointodyssey,51.1702,0.0110804652795195,0.0001080749934772,0.0055942701364983
glunet,FF,synthetic,pointodyssey,92.0672,0.0110804652795195,0.0001080749934772,0.0055942701364983
glunet,TT,synthetic,pointodyssey,96.5122,0.0110804652795195,0.0001080749934772,0.0055942701364983
raft,FF,synthetic,pointodyssey,34.6076,0.0110804652795195,0.0001080749934772,0.0055942701364983
catspp,FF,synthetic,spair,4.0731,0.004790908191353,0.0031022422481328,0.0039465752197429
catspp,TT,synthetic,spair,23.9909,0.004790908191353,0.0031022422481328,0.0039465752197429
glunet,FF,synthetic,spair,3.6526,0.004790908191353,0.0031022422481328,0.0039465752197429
glunet,TT,synthetic,spair,15.5133,0.004790908191353,0.0031022422481328,0.0039465752197429
raft,FF,synthetic,spair,3.3421000000000003,0.004790908191353,0.0031022422481328,0.0039465752197429
catspp,FF,synthetic,synthetic,22.1053,0.0018653412116691,0.0078183030709624,0.0048418221413157
catspp,TT,synthetic,synthetic,48.52,0.0018653412116691,0.0078183030709624,0.0048418221413157
glunet,FF,synthetic,synthetic,27.0582,0.0018653412116691,0.0078183030709624,0.0048418221413157
glunet,TT,synthetic,synthetic,37.9779,0.0018653412116691,0.0078183030709624,0.0048418221413157
raft,FF,synthetic,synthetic,25.1774,0.0018653412116691,0.0078183030709624,0.0048418221413157
catspp,FF,synthetic,tss,32.3684,0.0180724952369928,0.0011833159951493,0.009627905616071
catspp,TT,synthetic,tss,65.6689,0.0180724952369928,0.0011833159951493,0.009627905616071
glunet,FF,synthetic,tss,36.1641,0.0180724952369928,0.0011833159951493,0.009627905616071
glunet,TT,synthetic,tss,64.008,0.0180724952369928,0.0011833159951493,0.009627905616071
raft,FF,synthetic,tss,27.3868,0.0180724952369928,0.0011833159951493,0.009627905616071
catspp,FF,synthetic_2d_warp,flyingthings,62.5568,0.0023230768274515,0.0022250092588365,0.002274043043144
catspp,TT,synthetic_2d_warp,flyingthings,81.6201,0.0023230768274515,0.0022250092588365,0.002274043043144
glunet,FF,synthetic_2d_warp,flyingthings,71.3364,0.0023230768274515,0.0022250092588365,0.002274043043144
glunet,TT,synthetic_2d_warp,flyingthings,78.2963,0.0023230768274515,0.0022250092588365,0.002274043043144
raft,FF,synthetic_2d_warp,flyingthings,68.432,0.0023230768274515,0.0022250092588365,0.002274043043144
catspp,FF,synthetic_2d_warp,kitti2012,76.4616,0.1602851003408432,0.0002495338558219,0.0802673170983325
catspp,TT,synthetic_2d_warp,kitti2012,96.3689,0.1602851003408432,0.0002495338558219,0.0802673170983325
glunet,FF,synthetic_2d_warp,kitti2012,93.4764,0.1602851003408432,0.0002495338558219,0.0802673170983325
glunet,TT,synthetic_2d_warp,kitti2012,98.3573,0.1602851003408432,0.0002495338558219,0.0802673170983325
raft,FF,synthetic_2d_warp,kitti2012,84.6833,0.1602851003408432,0.0002495338558219,0.0802673170983325
catspp,FF,synthetic_2d_warp,kitti2015,83.0162,0.157657042145729,0.00047141185496,0.0790642270003445
catspp,TT,synthetic_2d_warp,kitti2015,95.7853,0.157657042145729,0.00047141185496,0.0790642270003445
glunet,FF,synthetic_2d_warp,kitti2015,89.7925,0.157657042145729,0.00047141185496,0.0790642270003445
glunet,TT,synthetic_2d_warp,kitti2015,97.4131,0.157657042145729,0.00047141185496,0.0790642270003445
raft,FF,synthetic_2d_warp,kitti2015,90.2207,0.157657042145729,0.00047141185496,0.0790642270003445
catspp,FF,synthetic_2d_warp,pfpascal,10.5271,0.0279425717890262,0.0002752152213361,0.0141088935051811
catspp,TT,synthetic_2d_warp,pfpascal,55.8613,0.0279425717890262,0.0002752152213361,0.0141088935051811
glunet,FF,synthetic_2d_warp,pfpascal,8.3855,0.0279425717890262,0.0002752152213361,0.0141088935051811
glunet,TT,synthetic_2d_warp,pfpascal,46.4716,0.0279425717890262,0.0002752152213361,0.0141088935051811
raft,FF,synthetic_2d_warp,pfpascal,11.7703,0.0279425717890262,0.0002752152213361,0.0141088935051811
catspp,FF,synthetic_2d_warp,pfwillow,11.9667,0.0262570455670356,0.0004272481601219,0.0133421468635788
catspp,TT,synthetic_2d_warp,pfwillow,57.2889,0.0262570455670356,0.0004272481601219,0.0133421468635788
glunet,FF,synthetic_2d_warp,pfwillow,16.7914,0.0262570455670356,0.0004272481601219,0.0133421468635788
glunet,TT,synthetic_2d_warp,pfwillow,48.3864,0.0262570455670356,0.0004272481601219,0.0133421468635788
raft,FF,synthetic_2d_warp,pfwillow,14.7593,0.0262570455670356,0.0004272481601219,0.0133421468635788
catspp,FF,synthetic_2d_warp,pointodyssey,51.6048,0.0108773866668343,0.0001076915577868,0.0054925391123106
catspp,TT,synthetic_2d_warp,pointodyssey,50.3469,0.0108773866668343,0.0001076915577868,0.0054925391123106
glunet,FF,synthetic_2d_warp,pointodyssey,92.1122,0.0108773866668343,0.0001076915577868,0.0054925391123106
glunet,TT,synthetic_2d_warp,pointodyssey,96.0115,0.0108773866668343,0.0001076915577868,0.0054925391123106
raft,FF,synthetic_2d_warp,pointodyssey,38.923,0.0108773866668343,0.0001076915577868,0.0054925391123106
catspp,FF,synthetic_2d_warp,spair,3.1293,0.0048027513548731,0.0030892821960151,0.0039460167754441
catspp,TT,synthetic_2d_warp,spair,25.8691,0.0048027513548731,0.0030892821960151,0.0039460167754441
glunet,FF,synthetic_2d_warp,spair,2.6434,0.0048027513548731,0.0030892821960151,0.0039460167754441
glunet,TT,synthetic_2d_warp,spair,15.6163,0.0048027513548731,0.0030892821960151,0.0039460167754441
raft,FF,synthetic_2d_warp,spair,3.0927,0.0048027513548731,0.0030892821960151,0.0039460167754441
catspp,FF,synthetic_2d_warp,synthetic,20.1312,0.0018483328167349,0.006978943478316,0.0044136381475254
catspp,TT,synthetic_2d_warp,synthetic,43.3481,0.0018483328167349,0.006978943478316,0.0044136381475254
glunet,FF,synthetic_2d_warp,synthetic,23.9947,0.0018483328167349,0.006978943478316,0.0044136381475254
glunet,TT,synthetic_2d_warp,synthetic,37.0372,0.0018483328167349,0.006978943478316,0.0044136381475254
raft,FF,synthetic_2d_warp,synthetic,21.9875,0.0018483328167349,0.006978943478316,0.0044136381475254
catspp,FF,synthetic_2d_warp,tss,20.8428,0.0179227795451879,0.0010740894358605,0.0094984344905242
catspp,TT,synthetic_2d_warp,tss,67.8214,0.0179227795451879,0.0010740894358605,0.0094984344905242
glunet,FF,synthetic_2d_warp,tss,23.6203,0.0179227795451879,0.0010740894358605,0.0094984344905242
glunet,TT,synthetic_2d_warp,tss,66.2204,0.0179227795451879,0.0010740894358605,0.0094984344905242
raft,FF,synthetic_2d_warp,tss,22.1823,0.0179227795451879,0.0010740894358605,0.0094984344905242
catspp,FF,synthetic_large_zoom,flyingthings,67.1619,0.0003353298525325,0.0042006513103842,0.0022679905814584
catspp,TT,synthetic_large_zoom,flyingthings,82.1343,0.0003353298525325,0.0042006513103842,0.0022679905814584
glunet,FF,synthetic_large_zoom,flyingthings,62.2616,0.0003353298525325,0.0042006513103842,0.0022679905814584
glunet,TT,synthetic_large_zoom,flyingthings,62.7767,0.0003353298525325,0.0042006513103842,0.0022679905814584
raft,FF,synthetic_large_zoom,flyingthings,59.3757,0.0003353298525325,0.0042006513103842,0.0022679905814584
catspp,FF,synthetic_large_zoom,kitti2012,88.0451,0.0504693351686,0.0001931462611537,0.0253312407148769
catspp,TT,synthetic_large_zoom,kitti2012,98.6413,0.0504693351686,0.0001931462611537,0.0253312407148769
glunet,FF,synthetic_large_zoom,kitti2012,97.9959,0.0504693351686,0.0001931462611537,0.0253312407148769
glunet,TT,synthetic_large_zoom,kitti2012,98.7654,0.0504693351686,0.0001931462611537,0.0253312407148769
raft,FF,synthetic_large_zoom,kitti2012,98.2011,0.0504693351686,0.0001931462611537,0.0253312407148769
catspp,FF,synthetic_large_zoom,kitti2015,90.7618,0.0564660690724849,0.0004430956032592,0.0284545823378721
catspp,TT,synthetic_large_zoom,kitti2015,97.7369,0.0564660690724849,0.0004430956032592,0.0284545823378721
glunet,FF,synthetic_large_zoom,kitti2015,93.9536,0.0564660690724849,0.0004430956032592,0.0284545823378721
glunet,TT,synthetic_large_zoom,kitti2015,96.8003,0.0564660690724849,0.0004430956032592,0.0284545823378721
raft,FF,synthetic_large_zoom,kitti2015,94.1569,0.0564660690724849,0.0004430956032592,0.0284545823378721
catspp,FF,synthetic_large_zoom,pfpascal,16.3109,0.0123157035559415,0.0102985147386789,0.0113071091473102
catspp,TT,synthetic_large_zoom,pfpascal,50.0421,0.0123157035559415,0.0102985147386789,0.0113071091473102
glunet,FF,synthetic_large_zoom,pfpascal,16.1068,0.0123157035559415,0.0102985147386789,0.0113071091473102
glunet,TT,synthetic_large_zoom,pfpascal,19.3452,0.0123157035559415,0.0102985147386789,0.0113071091473102
raft,FF,synthetic_large_zoom,pfpascal,11.9889,0.0123157035559415,0.0102985147386789,0.0113071091473102
catspp,FF,synthetic_large_zoom,pfwillow,18.7222,0.0154820680618286,0.0118496417999267,0.0136658549308776
catspp,TT,synthetic_large_zoom,pfwillow,54.3556,0.0154820680618286,0.0118496417999267,0.0136658549308776
glunet,FF,synthetic_large_zoom,pfwillow,18.3917,0.0154820680618286,0.0118496417999267,0.0136658549308776
glunet,TT,synthetic_large_zoom,pfwillow,21.0975,0.0154820680618286,0.0118496417999267,0.0136658549308776
raft,FF,synthetic_large_zoom,pfwillow,17.8333,0.0154820680618286,0.0118496417999267,0.0136658549308776
catspp,FF,synthetic_large_zoom,pointodyssey,34.7757,0.0011325853411108,0.0004232622159179,0.0007779237785143
catspp,TT,synthetic_large_zoom,pointodyssey,52.1959,0.0011325853411108,0.0004232622159179,0.0007779237785143
glunet,FF,synthetic_large_zoom,pointodyssey,85.5722,0.0011325853411108,0.0004232622159179,0.0007779237785143
glunet,TT,synthetic_large_zoom,pointodyssey,85.0481,0.0011325853411108,0.0004232622159179,0.0007779237785143
raft,FF,synthetic_large_zoom,pointodyssey,36.4545,0.0011325853411108,0.0004232622159179,0.0007779237785143
catspp,FF,synthetic_large_zoom,spair,4.0943,0.0043434095568954,0.0477319173514843,0.0260376634541898
catspp,TT,synthetic_large_zoom,spair,21.5433,0.0043434095568954,0.0477319173514843,0.0260376634541898
glunet,FF,synthetic_large_zoom,spair,3.0531,0.0043434095568954,0.0477319173514843,0.0260376634541898
glunet,TT,synthetic_large_zoom,spair,3.6447,0.0043434095568954,0.0477319173514843,0.0260376634541898
raft,FF,synthetic_large_zoom,spair,2.9715,0.0043434095568954,0.0477319173514843,0.0260376634541898
catspp,FF,synthetic_large_zoom,synthetic,39.135,0.0006727376603521,0.0349664315581321,0.0178195846092421
catspp,TT,synthetic_large_zoom,synthetic,61.0204,0.0006727376603521,0.0349664315581321,0.0178195846092421
glunet,FF,synthetic_large_zoom,synthetic,18.5281,0.0006727376603521,0.0349664315581321,0.0178195846092421
glunet,TT,synthetic_large_zoom,synthetic,18.4805,0.0006727376603521,0.0349664315581321,0.0178195846092421
raft,FF,synthetic_large_zoom,synthetic,51.426,0.0006727376603521,0.0349664315581321,0.0178195846092421
catspp,FF,synthetic_large_zoom,tss,33.0076,0.0042855613864958,0.0099817179143428,0.0071336396504193
catspp,TT,synthetic_large_zoom,tss,68.6688,0.0042855613864958,0.0099817179143428,0.0071336396504193
glunet,FF,synthetic_large_zoom,tss,32.7962,0.0042855613864958,0.0099817179143428,0.0071336396504193
glunet,TT,synthetic_large_zoom,tss,34.6233,0.0042855613864958,0.0099817179143428,0.0071336396504193
raft,FF,synthetic_large_zoom,tss,25.936,0.0042855613864958,0.0099817179143428,0.0071336396504193
catspp,FF,synthetic_random_flipping,flyingthings,43.8954,0.0226016249507665,0.0022186401765793,0.0124101325636729
catspp,TT,synthetic_random_flipping,flyingthings,80.7323,0.0226016249507665,0.0022186401765793,0.0124101325636729
glunet,FF,synthetic_random_flipping,flyingthings,63.9418,0.0226016249507665,0.0022186401765793,0.0124101325636729
glunet,TT,synthetic_random_flipping,flyingthings,77.2625,0.0226016249507665,0.0022186401765793,0.0124101325636729
raft,FF,synthetic_random_flipping,flyingthings,54.9845,0.0226016249507665,0.0022186401765793,0.0124101325636729
catspp,FF,synthetic_random_flipping,kitti2012,62.5595,0.5587562918663025,0.000283658504486,0.2795199751853943
catspp,TT,synthetic_random_flipping,kitti2012,95.9432,0.5587562918663025,0.000283658504486,0.2795199751853943
glunet,FF,synthetic_random_flipping,kitti2012,95.0148,0.5587562918663025,0.000283658504486,0.2795199751853943
glunet,TT,synthetic_random_flipping,kitti2012,98.8084,0.5587562918663025,0.000283658504486,0.2795199751853943
raft,FF,synthetic_random_flipping,kitti2012,86.3393,0.5587562918663025,0.000283658504486,0.2795199751853943
catspp,FF,synthetic_random_flipping,kitti2015,72.005,0.5058153867721558,0.000508610450197,0.2531619986111764
catspp,TT,synthetic_random_flipping,kitti2015,95.5148,0.5058153867721558,0.000508610450197,0.2531619986111764
glunet,FF,synthetic_random_flipping,kitti2015,90.6756,0.5058153867721558,0.000508610450197,0.2531619986111764
glunet,TT,synthetic_random_flipping,kitti2015,97.2046,0.5058153867721558,0.000508610450197,0.2531619986111764
raft,FF,synthetic_random_flipping,kitti2015,85.0135,0.5058153867721558,0.000508610450197,0.2531619986111764
catspp,FF,synthetic_random_flipping,pfpascal,5.3233,0.1401621252298355,0.000333734875312,0.0702479300525737
catspp,TT,synthetic_random_flipping,pfpascal,38.0521,0.1401621252298355,0.000333734875312,0.0702479300525737
glunet,FF,synthetic_random_flipping,pfpascal,8.1688,0.1401621252298355,0.000333734875312,0.0702479300525737
glunet,TT,synthetic_random_flipping,pfpascal,32.8035,0.1401621252298355,0.000333734875312,0.0702479300525737
raft,FF,synthetic_random_flipping,pfpascal,7.6938,0.1401621252298355,0.000333734875312,0.0702479300525737
catspp,FF,synthetic_random_flipping,pfwillow,8.2333,0.0590590573847293,0.0003179585910402,0.0296885079878848
catspp,TT,synthetic_random_flipping,pfwillow,40.1,0.0590590573847293,0.0003179585910402,0.0296885079878848
glunet,FF,synthetic_random_flipping,pfwillow,13.3667,0.0590590573847293,0.0003179585910402,0.0296885079878848
glunet,TT,synthetic_random_flipping,pfwillow,36.9201,0.0590590573847293,0.0003179585910402,0.0296885079878848
raft,FF,synthetic_random_flipping,pfwillow,13.5556,0.0590590573847293,0.0003179585910402,0.0296885079878848
catspp,FF,synthetic_random_flipping,pointodyssey,17.1954,0.1154286786913871,0.0001510885194875,0.0577898836054373
catspp,TT,synthetic_random_flipping,pointodyssey,48.5201,0.1154286786913871,0.0001510885194875,0.0577898836054373
glunet,FF,synthetic_random_flipping,pointodyssey,88.4868,0.1154286786913871,0.0001510885194875,0.0577898836054373
glunet,TT,synthetic_random_flipping,pointodyssey,95.8802,0.1154286786913871,0.0001510885194875,0.0577898836054373
raft,FF,synthetic_random_flipping,pointodyssey,33.6102,0.1154286786913871,0.0001510885194875,0.0577898836054373
catspp,FF,synthetic_random_flipping,spair,3.3223,0.0056670634075999,0.0008427561260759,0.0032549097668379
catspp,TT,synthetic_random_flipping,spair,25.8495,0.0056670634075999,0.0008427561260759,0.0032549097668379
glunet,FF,synthetic_random_flipping,spair,3.3198,0.0056670634075999,0.0008427561260759,0.0032549097668379
glunet,TT,synthetic_random_flipping,spair,14.4483,0.0056670634075999,0.0008427561260759,0.0032549097668379
raft,FF,synthetic_random_flipping,spair,2.895,0.0056670634075999,0.0008427561260759,0.0032549097668379
catspp,FF,synthetic_random_flipping,synthetic,19.2799,0.0017820368520915,0.0003971959231421,0.0010896163876168
catspp,TT,synthetic_random_flipping,synthetic,70.9568,0.0017820368520915,0.0003971959231421,0.0010896163876168
glunet,FF,synthetic_random_flipping,synthetic,33.5541,0.0017820368520915,0.0003971959231421,0.0010896163876168
glunet,TT,synthetic_random_flipping,synthetic,54.0369,0.0017820368520915,0.0003971959231421,0.0010896163876168
raft,FF,synthetic_random_flipping,synthetic,24.5252,0.0017820368520915,0.0003971959231421,0.0010896163876168
catspp,FF,synthetic_random_flipping,tss,11.4546,0.0212371200323104,0.0002710701664909,0.0107540950994007
catspp,TT,synthetic_random_flipping,tss,68.1239,0.0212371200323104,0.0002710701664909,0.0107540950994007
glunet,FF,synthetic_random_flipping,tss,26.1956,0.0212371200323104,0.0002710701664909,0.0107540950994007
glunet,TT,synthetic_random_flipping,tss,68.4478,0.0212371200323104,0.0002710701664909,0.0107540950994007
raft,FF,synthetic_random_flipping,tss,18.9126,0.0212371200323104,0.0002710701664909,0.0107540950994007
catspp,FF,synthetic_small_zoom,flyingthings,66.7727,0.000122007993923,0.0052957762964069,0.002708892145165
catspp,TT,synthetic_small_zoom,flyingthings,81.1893,0.000122007993923,0.0052957762964069,0.002708892145165
glunet,FF,synthetic_small_zoom,flyingthings,64.6211,0.000122007993923,0.0052957762964069,0.002708892145165
glunet,TT,synthetic_small_zoom,flyingthings,72.6252,0.000122007993923,0.0052957762964069,0.002708892145165
raft,FF,synthetic_small_zoom,flyingthings,63.0829,0.000122007993923,0.0052957762964069,0.002708892145165
catspp,FF,synthetic_small_zoom,kitti2012,90.3601,0.0332519523799419,0.0002017066290136,0.0167268295044777
catspp,TT,synthetic_small_zoom,kitti2012,98.7183,0.0332519523799419,0.0002017066290136,0.0167268295044777
glunet,FF,synthetic_small_zoom,kitti2012,98.5049,0.0332519523799419,0.0002017066290136,0.0167268295044777
glunet,TT,synthetic_small_zoom,kitti2012,99.0835,0.0332519523799419,0.0002017066290136,0.0167268295044777
raft,FF,synthetic_small_zoom,kitti2012,98.2173,0.0332519523799419,0.0002017066290136,0.0167268295044777
catspp,FF,synthetic_small_zoom,kitti2015,88.7903,0.0453085899353027,0.0005980478599667,0.0229533188976347
catspp,TT,synthetic_small_zoom,kitti2015,97.817,0.0453085899353027,0.0005980478599667,0.0229533188976347
glunet,FF,synthetic_small_zoom,kitti2015,95.5117,0.0453085899353027,0.0005980478599667,0.0229533188976347
glunet,TT,synthetic_small_zoom,kitti2015,97.9048,0.0453085899353027,0.0005980478599667,0.0229533188976347
raft,FF,synthetic_small_zoom,kitti2015,92.9642,0.0453085899353027,0.0005980478599667,0.0229533188976347
catspp,FF,synthetic_small_zoom,pfpascal,15.9431,0.0102587100118398,0.0179104171693325,0.0140845635905861
catspp,TT,synthetic_small_zoom,pfpascal,47.1207,0.0102587100118398,0.0179104171693325,0.0140845635905861
glunet,FF,synthetic_small_zoom,pfpascal,20.2654,0.0102587100118398,0.0179104171693325,0.0140845635905861
glunet,TT,synthetic_small_zoom,pfpascal,31.3731,0.0102587100118398,0.0179104171693325,0.0140845635905861
raft,FF,synthetic_small_zoom,pfpascal,17.4659,0.0102587100118398,0.0179104171693325,0.0140845635905861
catspp,FF,synthetic_small_zoom,pfwillow,19.4444,0.0150662120431661,0.0185407605022192,0.0168034862726926
catspp,TT,synthetic_small_zoom,pfwillow,48.6889,0.0150662120431661,0.0185407605022192,0.0168034862726926
glunet,FF,synthetic_small_zoom,pfwillow,21.063,0.0150662120431661,0.0185407605022192,0.0168034862726926
glunet,TT,synthetic_small_zoom,pfwillow,31.6222,0.0150662120431661,0.0185407605022192,0.0168034862726926
raft,FF,synthetic_small_zoom,pfwillow,18.7,0.0150662120431661,0.0185407605022192,0.0168034862726926
catspp,FF,synthetic_small_zoom,pointodyssey,46.4111,0.0006818206165917,0.0005654075648635,0.0006236140907276
catspp,TT,synthetic_small_zoom,pointodyssey,47.995,0.0006818206165917,0.0005654075648635,0.0006236140907276
glunet,FF,synthetic_small_zoom,pointodyssey,87.5416,0.0006818206165917,0.0005654075648635,0.0006236140907276
glunet,TT,synthetic_small_zoom,pointodyssey,90.8588,0.0006818206165917,0.0005654075648635,0.0006236140907276
raft,FF,synthetic_small_zoom,pointodyssey,65.6666,0.0006818206165917,0.0005654075648635,0.0006236140907276
catspp,FF,synthetic_small_zoom,spair,3.622,0.0045476648956537,0.0689479857683181,0.0367478253319859
catspp,TT,synthetic_small_zoom,spair,20.6206,0.0045476648956537,0.0689479857683181,0.0367478253319859
glunet,FF,synthetic_small_zoom,spair,3.0311,0.0045476648956537,0.0689479857683181,0.0367478253319859
glunet,TT,synthetic_small_zoom,spair,5.8067,0.0045476648956537,0.0689479857683181,0.0367478253319859
raft,FF,synthetic_small_zoom,spair,2.7395,0.0045476648956537,0.0689479857683181,0.0367478253319859
catspp,FF,synthetic_small_zoom,synthetic,49.4854,0.0006232460727915,0.0460734441876411,0.0233483451302163
catspp,TT,synthetic_small_zoom,synthetic,60.9373,0.0006232460727915,0.0460734441876411,0.0233483451302163
glunet,FF,synthetic_small_zoom,synthetic,16.7571,0.0006232460727915,0.0460734441876411,0.0233483451302163
glunet,TT,synthetic_small_zoom,synthetic,23.5695,0.0006232460727915,0.0460734441876411,0.0233483451302163
raft,FF,synthetic_small_zoom,synthetic,54.0896,0.0006232460727915,0.0460734441876411,0.0233483451302163
catspp,FF,synthetic_small_zoom,tss,33.4343,0.0028395876288414,0.0130405686795711,0.0079400781542062
catspp,TT,synthetic_small_zoom,tss,65.1306,0.0028395876288414,0.0130405686795711,0.0079400781542062
glunet,FF,synthetic_small_zoom,tss,39.6402,0.0028395876288414,0.0130405686795711,0.0079400781542062
glunet,TT,synthetic_small_zoom,tss,51.7585,0.0028395876288414,0.0130405686795711,0.0079400781542062
raft,FF,synthetic_small_zoom,tss,31.9553,0.0028395876288414,0.0130405686795711,0.0079400781542062
flowformer,TT,spair,flyingthings,3.0875,0.0142317740246653,0.0051286630332469,0.0096802185289561
flowformer,TT,spair,kitti2012,5.6597,0.489285409450531,0.0018004780868068,0.2455429437686689
flowformer,TT,spair,kitti2015,15.0185,0.4455235600471496,0.00203482597135,0.2237791930092498
flowformer,TT,spair,pfpascal,4.3829,0.0975779145956039,0.0019823953043669,0.0497801549499854
flowformer,TT,spair,pfwillow,5.6111,0.0533487424254417,0.0015953895635902,0.027472065994516
flowformer,TT,spair,pointodyssey,6.7441,0.0720692053437233,0.0020401973742991,0.0370547013590112
flowformer,TT,spair,spair,3.6558,0.0048544974997639,0.002389405388385,0.0036219514440745
flowformer,TT,spair,synthetic,3.1757,0.0033966454211622,0.0026235037948936,0.0030100746080279
flowformer,TT,spair,tss,5.1757,0.0392457991838455,0.0015140038449317,0.0203799015143886
flowformer,FF,synthetic_large_zoom,flyingthings,56.6862,0.0003353298525325,0.0042006513103842,0.0022679905814584
flowformer,FF,synthetic_large_zoom,kitti2012,96.8971,0.0504693351686,0.0001931462611537,0.0253312407148769
flowformer,FF,synthetic_large_zoom,kitti2015,88.4605,0.0564660690724849,0.0004430956032592,0.0284545823378721
flowformer,FF,synthetic_large_zoom,pfpascal,9.8721,0.0123157035559415,0.0102985147386789,0.0113071091473102
flowformer,FF,synthetic_large_zoom,pfwillow,11.2327,0.0154820680618286,0.0118496417999267,0.0136658549308776
flowformer,FF,synthetic_large_zoom,pointodyssey,78.3538,0.0011325853411108,0.0004232622159179,0.0007779237785143
flowformer,FF,synthetic_large_zoom,spair,2.3354,0.0043434095568954,0.0477319173514843,0.0260376634541898
flowformer,FF,synthetic_large_zoom,synthetic,12.2868,0.0006727376603521,0.0349664315581321,0.0178195846092421
flowformer,FF,synthetic_large_zoom,tss,20.9019,0.0042855613864958,0.0099817179143428,0.0071336396504193
flowformer,TT,imagenet2dwarp,flyingthings,5.4312,0.0008570945938117,0.0043376642279326,0.0025973794108722
flowformer,TT,imagenet2dwarp,kitti2012,12.608,0.1336935460567474,0.0003809107292909,0.0670372283930191
flowformer,TT,imagenet2dwarp,kitti2015,20.198,0.1256783604621887,0.0006150949629954,0.0631467277125921
flowformer,TT,imagenet2dwarp,pfpascal,4.7743,0.019353587180376,0.0045205019414424,0.0119370445609092
flowformer,TT,imagenet2dwarp,pfwillow,8.9,0.0209745522588491,0.0098617309704422,0.0154181416146457
flowformer,TT,imagenet2dwarp,pointodyssey,9.6972,0.0022709758486598,0.0003154886362608,0.0012932322424603
flowformer,TT,imagenet2dwarp,spair,2.4524,0.0044365571811795,0.0981179401278495,0.0512772486545145
flowformer,TT,imagenet2dwarp,synthetic,4.7848,0.0011804586974903,0.1343450844287872,0.0677627715631388
flowformer,TT,imagenet2dwarp,tss,8.2396,0.0096816150471568,0.0268687028437852,0.018275158945471
flowformer,FF,synthetic_2d_warp,flyingthings,56.8575,0.0023230768274515,0.0022250092588365,0.002274043043144
flowformer,FF,synthetic_2d_warp,kitti2012,75.0344,0.1602851003408432,0.0002495338558219,0.0802673170983325
flowformer,FF,synthetic_2d_warp,kitti2015,79.7927,0.157657042145729,0.00047141185496,0.0790642270003445
flowformer,FF,synthetic_2d_warp,pfpascal,8.5061,0.0279425717890262,0.0002752152213361,0.0141088935051811
flowformer,FF,synthetic_2d_warp,pfwillow,12.2123,0.0262570455670356,0.0004272481601219,0.0133421468635788
flowformer,FF,synthetic_2d_warp,pointodyssey,69.1921,0.0108773866668343,0.0001076915577868,0.0054925391123106
flowformer,FF,synthetic_2d_warp,spair,2.4524,0.0048027513548731,0.0030892821960151,0.0039460167754441
flowformer,FF,synthetic_2d_warp,synthetic,17.1946,0.0018483328167349,0.006978943478316,0.0044136381475254
flowformer,FF,synthetic_2d_warp,tss,16.7116,0.0179227795451879,0.0010740894358605,0.0094984344905242
flowformer,FF,synthetic_random_flipping,flyingthings,28.2377,0.0226016249507665,0.0022186401765793,0.0124101325636729
