direction,single_seed_mean,single_seed_min,splithalf_mean,splithalf_min
dP,0.4083333333333333,-0.6833333333333333,0.3458333333333333,-0.3666666666666667
dR,0.9108333333333333,0.7166666666666667,0.9208333333333333,0.8833333333333333
