variant,regime,n_bench,n_src,precision,recall,sym
flowformer|False|False,scratch,9,10,0.19537434230579162,0.2957007929890505,0.2309518318081715
flowformer|False|True,scratch,9,10,0.1726119649049074,0.3069436113680332,0.27549262299496546
flowformer|True|False,pretrained-unfrozen,9,9,0.17407407407407408,0.5685185185185185,0.4185185185185185
flowformer|True|True,pretrained-frozen,9,8,0.23015873015873017,0.47354497354497366,0.4391534391534392
